,mail_content,person_entity,money_entity,organisation_entity
10,"Sub topic 4 on page 4: 1st line 2nd sentence purchaser vice purchase
",,,
11,"
[IMAGE] 	
[IMAGE] 	
What prize would you prefer to win, Phillip?  It's time to pick a prize! Want chances to win a big screen TV? How about $25,000 CASH? Tell up to 30 friends about iWon and you could win the prize of your choice. Click here to enter now, Phillip.    Good luck and have fun, -- The iWon Team	
  	
Forgot your member name? It is: PALLEN70  Forgot your iWon password? Click here.     You received this email because when you registered at iWon you agreed to receive email from us. To unsubscribe from one or more email categories, please click below. Please note, changes may take up to one week to process. If you're not signed in, you will need to do so before you can update your profile. Click here. 	
",Phillip,"about $25,000",
12,"Your Internet Banking accounts are now setup again for accessing. The
login id is still your main acct. # with the password being reset to the
last six (6) digits of your ssn# (this is the ssn# or tin# of the
primary account holder).  You will then be directed to a screen that
asks for information such as:
Name
Address
City, State Zip+4
Phone #
E-Mail Address

After entering this information and clicking submit, you will then be
instructed to change your password to anything that you desire.  Always
remember that your password is case sensitive. One major change is the
wording of your accounts names (they have changed to product types and
not descriptions). You can change your account descriptions by clicking
on the Nicknames button and entering your own account description.

We are still working on getting the information to post again correctly
(your old account information has been removed, and we hope to have this
information converted shortly and back on-line), so you will notice that
credits and debits do not show up in the appropriate columns.
Transaction descriptions are correct and the balances information is
correct as of our last day of processing (11/16/01).

We appreciate your patience and continued support. Our goal is to be
fully operational and all information corrected before the holiday
season.

Please make sure to record any suggestions (or problems) that you might
have concerning our web site.  Again, thanks for banking with State Bank
& Trust and happy surfing.

Sincerely,

Howard Gordon
Network Administrator
",,,"State State Bank
& Trust Howard Gordon
Network Administrator"
13,"Lucy,

What is the latest?  Write me a note about what is going on and what issues 
you need my help to deal with when you send the rentroll.

Phillip
",Lucy Phillip,,
14,"Thanks for the update on the foundation design.  The clubhouse floorplan looks good.  

 ",,,
15,"jacques,

I have attached a summary of the utilities I paid since the 4/20 closing.  The total is $7,328.87.  Do you need to incorporate this number is the release  or can I just net this amount against the $11,000 and pay them the difference.  Do they have an executable copy of the release?  I would like to settle up on the repairs, utilities, and the release now.  I don't want these issues to get bogged down with the 1st lienholders approval of any assignments.

 

Phillip",jacques Phillip,"7,328.87 11,000",
16,"Bill,

Have not received the forms yet.  I will confirm receipt.

Phillip",Bill Phillip,,
17,"Jacques,

Once you make the changes to the release, please fax a copy to Kevin Kolb.  I am going to try and meet Pauline Kuo on Tuesday or Wednesday to wrap things up.  In addition to the release, I will need the guarantee and a release of lien for the smaller note.  I will speak to you on Monday.  Hope things are going well with your wife.

Phillip

 ",Jacques Kevin Kolb Pauline Kuo lien Phillip,,
18,"Greg or Darrell:

Did you get an official rejection or invitation on the New Braunfels project?

Phillip",Greg Darrell Phillip,,
19,no problem,,,
20,"John,

Here is our North of Stanfield forecast for Jan.


Supply    Jan '01   Dec '00   Jan '00

 Sumas   900   910   815
 Jackson Pr.  125    33   223
 Roosevelt  300   298   333
 
 Total Supply  1325   1241   1371

Demand
 North of Chehalis 675   665   665
 South of Chehalis 650   575   706

 Total Demand  1325   1240   1371

Roosevelt capacity is 495.

Let me know how your forecast differs.


Phillip  






 ",John Phillip,,Jackson Pr
21,"asshole




",,,
22,"remember i bought rams at 3.50 
100 perkins, 100 tony

do you know where anything is trading (mids)?

let's go check out that new wine storage place this weekend. 


",,,
23,"eat shit




",,,
24,"Something to take a look at
",,,
25,"Agree completely.  In that context, it looks good.




Louise Kitchen
09/14/2000 06:20 PM
",Louise Kitchen,,
26,"Andy:
Sorry...I was on vacation last week and fell behind my email.   Anytime you 
want to talk is fine.  I'll be around today if it works for you.
john




","Andy john




",,
27,"John/Mike- Hi.. this is the list of people attending on thursday night.. the 
event starts at 9 pm  so we are likely to take our guests to dinner before 
(around 6:30-7)- will send details today.

Friday- so far, we have you seeing:
SAC Cap- coming to office after close Friday
Catequil- we will pop over Friday
Global Advisors- Danny Masters stopping by

1) Per and Jean Sekse (Enron)
2) Russ Dyk and Caroline Abramo (Enron)
3) Jason Mraz and guest (Tudor Investments)
4) Andrew Suckling and guest (Tudor Investments)
5) Danny Masters and guest (Global Advisors UK)
6) Steve Schmitz and guest (SAC Capital)
7) Brian Copp and guest (SAC Capital)
8) Andreas Hommert and guest (Catequil Asset Management)
9) Rob Ellis and guest (Catequil Asset Management)
10) Jason Hotra and guest (Harvard Management Company, Inc.)

In addition, I'd like to get tickets for the additional parties below:

1) Jennifer Fraser and guest (Enron)
2) Robyn and George Zivic (Enron)
3) Paul Touradji and guest (Catequil Asset Management)
4) William Callanan and guest (Duquesne Capital Management) - please advise 
on whether I can have this many tickets




",John Jean Sekse Russ Dyk Caroline Abramo Jason Mraz Tudor Investments Andrew Suckling Danny Masters Steve Schmitz Brian Copp Rob Ellis Jason Hotra Jennifer Fraser Robyn George Zivic Paul Touradji William Callanan,,"Enron SAC Capital Catequil Asset Management Harvard Management Company, Inc. Duquesne Capital Management"
28,"no




",,,
29,"i'll take 10:1 this morning


",,,
30,"Looks good.  certainly an area we need more focus on.  Obviously the most 
important aspect of lng is how much gas is coming in, what is that relative 
to last year, and what new capacity is coming longer term.  
As an aside, nat gas trades as a funciton of the storage spread to last year 
and five year averages.  It would be very useful if all fundamental analysis 
were geared the same way.  The fact that lng shipments are x this week is 
meaningless.  the fact that they are y delta of last year is extremely 
useful.  if you noticed in the fundies meeting, i was trying to move 
discussion that way.  what's switching vis a vis last year.   whats 
production relative to last year.  it simplifies the fundamental analysis.


",,,lng
31,"http://sokolin.com/1998's.htm

1998 monbousquet",monbousquet,,http://sokolin.com/1998's.htm
32,"We provide businesses of ALL types an opportunity to have their
own no hassle Credit Card Merchant Account with NO setup fees.
Good credit, bad credit, no credit -- not a problem! 95% approval
rate!

You will be able to accept all major credit cards including Visa,
MasterCard, American Express and Discover, as well as debit cards,
ATM and check guarantee services. You will have the ability to
accept E-checks over the Internet with a secure server. To insure
that you wont miss a sale, you will be able to accept checks by
Phone or Fax. We can handle ANY business and client type!

If you already have a merchant account we can lower your rates
substantially with the most competitive rates in the industry and
state of the art equipment and software. We will tailor a program
to fit your budget and you wont pay a premium for this incredible
service!

If you are a U.S. citizen and are interested in finding out
additional information or to speak with one of our reps, reply to
this email and include the following contact information: Your
Name, Phone Number (with Area/Country code), and if possible, a
best time to call. One of our sales reps will get back to you
shortly. Thank you for your time.



If you wish to be removed from our mailing list, please reply to
this email with the subject ""Remove"" and you will not receive
future emails from our company.



c10mkf",,,Credit Card Merchant Account Visa MasterCard American Express Area/Country
