,mail_content
11,"To all of our esteemed & prized Internet Banking  (IBS) Clients:

You probably have begun to wonder does anyone ever return phone calls
(or e-mails). We really do but have been holed up trying to complete
this project ASAP. We knew that this might upset some clients, but we
found that this is the quickest way to fix this problem and get our
users back on-line.

We have finalized the movement of your customer account #s and re-linked
your additional accounts back to your primary Login ID (Acct #). This
process was more daunting than we anticipated and having to verify 1100
IBS users and account #s (to insure your data integrity and
confidentiality) was even more grueling than expected. After verifying
data and Login IDs, we believe that we are on the right track. Some of
you (our IBS clients) might notice your accounts displayed more than
once or additional accounts displayed that you may (or may not) want
displayed on your IBS screen. Should this be the case, please e-mail (or
phone) the information to us and we will remove this information right
away.

To our IBS Billpayer clients:

During this process, we seem to have misplaced (blown away) your bill
payment information (particularly anyone that has [had] reoccurring
payments scheduled to process on particular days). This has become our
highest priority to retrieve this information, thus alleviating the
process of having to request that our IBS Billpayers re-enter this
information. We are going to waive all bill payment charges for the
months of November & December, 2001 to try and regain your confidence
(and support).

Again, we deeply express our regrets and hope that we (yourselves and
ourselves) do not have to go through this process again. Should you be
one of our IBS clients that still has not gained access to your account
information, please refer to the following information:

1)  You have entered your password incorrectly (or what you thought was
the correct password) and been given the error message ""You have failed
to correctly login three times today; please try again tomorrow, or
contact the bank at 830-379-5236 to have your password reset."" This is
the easiest problem to correct and we can fix this one quickly with you
online (on the phone or by e-mail [our preferred method]). Should you
receive this message, please call our Computer Department and ask for
"
12,"Phillip--To the extent that we can give Chair Hoecker our spin on the reasons 
for the hikes, we would like to.  The Commission is getting calls from 
legislators, DOE, etc. about the prices and is going to have to provide some 
response.  Better if it coincides with Enron's view and is not anti-market.  
We still haven't decided what we will provide.  You definitely will be 
included in that discussion once we get the numbers from accounting.  Thanks.


   
	
	
	From:  Phillip K Allen                           12/12/2000 12:03 PM
	

"
13,"Cary,

Here is the picture of the house I have in mind.  I was going for a simple 
farmhouse style to  place on 5 acres near Wimberley.  

A few points that might not be obvious from the plans are:

There will be a double porch across the back just like the front
No dormers (Metal roof)
1/2 bath under stairs
Overall dimensions are 55 by 40


What I am looking for is a little design help in the kitchen.  More cabinets, 
maybe a different shaped island, and a way to enlarge the pantry.    Reagan 
suggested that I find a way to make the exterior more attractive.  I want to 
keep a simple roof line to avoid leaks, but I was thinking about bringing the 
left
side forward in the front of the house and place 1 gable in the front.  That 
might look good if the exterior was stone and stucco.  Also the front porch 
would 
be smaller.

I have 3 bids from builders all around $325,000.  I am ready to go ahead and 
have the plans done so I can spec out all the finishings and choose a builder.
I just wanted to give you the opportunity to do the work.  As I mentioned my 
alternative is $0.60/ft.  I thought that since I had a such a detailed 
sketch, you might consider the job for less than the $6,000 that Reagan 
allowed.

Phillip Allen
713-853-7041







"
14,"Send it to Ina Rangel she can forward it to appropriate traders.  There are 
too many to list individually"
15,"
Please approve Ina Rangel for a corporate American Express.

Phillip Allen






 "
16,"Dexter,

Hopefully Griff Gray has sent you the information on your id and password by now.  It should be good through January.  Please email or call if any problems.

Phillip

 "
17,"Tim,

mike grigsby is having problems with accessing the west power site.  Can you please make sure he has an active password.  

Thank you,

Phillip"
18,"Imelda,

Please switch my sitara access from central to west and email me with my 
password.

thank you,

Phillip"
19,"Reagan,

I sent you an email last week stating that I would be in San Marcos on 
Friday, April 13th.  However, my closing has been postponed.  As I mentioned 
I am going to have Cary Kipp draw the plans for the residence and I will get 
back in touch with you once he is finished.

Regarding the multifamily project, I am going to work with a project manager 
from San Antonio.  For my first development project, I feel more comfortable 
with their experience obtaining FHA financing.  We are working with Kipp 
Flores to finalize the floor plans and begin construction drawings.  Your bid 
for the construction is competive with other construction estimates.  I am 
still attracted to your firm as the possible builder due to your strong local 
relationships.  I will get back in touch with you once we have made the final 
determination on unit mix and site plan.

Phillip Allen"
20,"Lucy,

Why did so many tenants not pay this week?

#12 95
#21 240
#27 120
#28 260
#33 260

Total 975

It seems these apartments just missed rent.  What is up?

Other questions:

#9-Why didn't they pay anything?  By my records, they still owe $40 plus rent 
should have been due on 12/12 of $220.

#3-Why did they short pay?
"
21,"Greg Pyle, Gerry Cashiola: 

Per our conversation this morning, the conference call on Wireless and 
Handheld Technologies with Peter Goebel will be December 14th from 1:30 - 
2:30 PM. Mike Heggamen the HP Solutions architect for wireless and handheld 
technologies as well asGerry Cashiola and Greg Pyle will be calling in on the 
call. 


Conference call purpose:  HP would outline their wireless and handheld 
technology services and capabilities.  Both HP and Enron would discuss their 
solutions/strategies in this arena.

Date:  December 14th
Time:  1:30-2:30 PM
The call-in number:  1-888-689-5736
Password number:  6146040


If any questions, don't hesitate to contact me.

Sarah-Joy Hunter
Enron Corporation
Global Strategic Sourcing/Business Development
#(713)-345-6541"
22,you think that's a valid excuse?   whatever....
23,"Dan, 
Thank you for the opportunity.  I am open today until 2:30 (I have meetings 
from 3:00 - 5:00), or tomorrow before noon, and after 4:00.  Wednesday also 
looks good (you pick)!

Thanks!

Jeff



	Daniel Coleman
	12/04/2000 10:52 AM
		 
"
24,"Doug:
To confirm the pricing of the LNG dela::

I can show a $3.01 bid for the Nymex portion of 160,000 mmbtu/day for the 
time period Jan 2003-Dec 2014.  The bid on Henry Hub basis for same time 
period is -$.0025 resulting in fix price of $3.0075; the bid on Sonat basis 
is -$.0175 translating into a bid of $2.9925.

Notional volume = 70,128 contracts.
PV volume = 37,658 contracts.
Exposure per $.01 move = $3,760,000

John"
25,"John -

I left a message about this last week, but wanted to follow-up with
additional information for your review.  We have three offerings currently
available (or coming soon) that I feel would compliment the small/mid cap
and fixed income exposure you already have through Redwood, Sequoia, and
Willow.

Quantitative Allocation, LLC: Integrates four quantitative investment models
to drive aggressive (and potentially leveraged) asset allocation decisions.
Generates exposure to stock and bond markets through indexing techniques and
futures transactions.  Portfolio market exposures can range from +325% to
-175% of net assets.  This is clearly different from the largely
non-leveraged stock-picker funds you already own.  I would consider this to
be a predominately large-cap investment (I think of it as an index fund with
a brain and on steroids - call me and I'll explain that comment in more
detail).

Juniper Crossover Fund, LLC: Managed by OrbiMed Advisors, and focused on
global biotech and pharma.  Up to 30% participation in private equity.  This
could be a way to get you some private equity exposure with a world-class
manager.

Tamarack International Fund, LLC: Long/short stock-picker fund focused on
the international mid-cap market.  I feel this fund is very similar in style
to the managers you already own, but would give you exposure to the
international markets that you currently lack.  This is a new fund and the
first closing will probably be in June.

Of course, the summaries above are for information purposes only and do not
constitute an offer to sell or solicitation of an offer to buy interests in
these funds.  Please call me if you're interested in any of the strategies
outlined above, and I'll have the appropriate offering memorandum sent to
you.

Thanks,
> Michael Gapinski
> Account Vice President
> Emery Financial Group
> PaineWebber, Inc.
> 713-654-0365
> 800-553-3119 x365
> Fax: 713-654-1281
> Cell: 281-435-0295
>


Notice Regarding Entry of Orders and Instructions: Please
do not transmit orders and/or instructions regarding your
PaineWebber account(s) by e-mail. Orders and/or instructions
transmitted by e-mail will not be accepted by PaineWebber and
PaineWebber will not be responsible for carrying out such orders
and/or instructions.  Notice Regarding Privacy and Confidentiality:
PaineWebber reserves the right to monitor and review the content of
all e-mail communications sent and/or received by its employees."
26,"Latest natural report
 - ng051301.doc"
27,"i'll pay a grand total of 0




"
28,"Derryl:

Thanks for pulling me in to meet John Schroeder, Account Manager (whom I had 
met earlier with Graham Gebbie) and Marco Arcelli, Sales Manager, Pipelines.  
Look forward to keeping in touch on this if any buy side opportunities are 
evenutally pursued.

Thanks again.

Sarah-Joy"
29,"Following are the working transactions in the Central Region/Gas that include 
utility/producer outsourcing:

3rd Quarter

Peoples Energy Production Company
PEPC is a wholly owned subsidiary of Peoples Energy/Chicago.   Transaction 
consists of back-office, risk management and production management for their 
Production company.  Currently performing due diligence and will be making 
proposal (in conjunction with Jean Mrha's group).  Total volume of 30,000 
MMbtu/d oil/gas equivalent for 3 years.   50% probability for closure.

4th Quarter

MGU-Michigan Gas Utilities
MGU is wholly owned subsidiary of Utilicorp.  Transaction is a complete 
outsourcing for the utility (28 BCF/year) for a term of 3 years beginning 
October 2001.  MGU will choose a singular counter-party to proceed to 
structure/negotiations in the next few weeks.  We have received very positive 
feedback from MGU and place our success rate at > 50%.  Original transaction 
priced as Michigan Index trade, but effort was to determine their choice 
counterparty.  Initial indications are that the final structure will consist 
of a basket of index Daily/FOM and fixed price.  Russell Murrell and I have 
been working closely with the decision makers at MGU to ensure success.

SEMCO (Project Pluto)
Utility based in Port Huron, Michigan with sales load of approximately 37 
BCF/year.  Portfolio currently outsourced to TransCanada (4/1/1999-3/31/2002) 
and has been extremely beneficial to SEMCO.  TransCanada (See Gas Daily 
4/30/01) currently holds all fixed priced risk for load following and 
management at around $3.60 and SEMCO was the only Michigan utility who 
effectively managed the arrangements the Michigan utilities negotiated with 
their commission.  Bids are due in August and a counterparty will be chosen 
3rd/4th quarter 2001 for a 3 year transaction commencing 4/1/2002.   Visited 
their office with Sylvia Pollan on 4/11 and our risk is removing the 
incumbent, TransCanada.   SEMCO will be proposing a fixed price structure to 
Michigan commission.

On MGU and SEMCO, the Michigan commission will play a significant role in 
dictating final structures.  If Enron is not successful, these utilities will 
be managed by other 3rd parties and we will keep you abreast of structure 
outcomes.

Thanx,
Laura

 




"
30,"almost forgot about you....
will take care of .  we'll keep you guys together close to the traders.


   
	
	
	From:  Mike A Roberts                           05/01/2001 09:48 AM
	

"
31,"the 14 mm loss was due to a booking mistake that could not be corrected 
before the books were posted and is being corrected tonight




Chris Abel
04/16/2001 01:08 PM
"
32,"fuck you




"
33,"may = 495  the rest is the same


"
34,"In regards to gas:
what signals do you for in determining your view?
what resources do you use to formulate a price view?
give example of complex transaction you've structured for a customer.
where is storage now relative to history? what is the highest and lowest 
level we've been at in past 5 years?
what are your short, medium, and long term views of gas market?
what major basis changes have occured in the market over the past 5 years? 
What do you expect in the next 5?
how should a storage operator decide whether or not to inject on any given 
day?

In regards to derivatives in order of difficulty
What are delta/gamma/theta?
if you buy a put spread, is your delta positive, negative, or zero?
Is swap price equal to simple average of futures contracts?
If interest rates go up what happens to option prices all else equal?
what is the value of a european $1 call expiring in 12 months if 
corresponding futures are trading $5?
what happens to delta of an option if volatility increase?




"
35,"Debbie:
If you have availability for either session, please sign me up.  I was unsu=
re=20
I would be able to attend until now, hence the late notice.
Thanks,
John


  =20
=09Enron North America Corp.
=09
"
36,"Kim:
2 tix for Rent this Sat night will be waiting for you at will call at the 
theatre.  Bring ID.
If you have any problems call the ticket agency at 212 302 1643 or me at 713 
557 3330.
Have fun,
John"
37,"Guys,

You have been selected to complete the telephone screening of external candidates for second and final round.  Each  candidate will be screened by two traders to ensure agreement on quality of candidates.   (these resumes have already been selected from c. 200 resumes by some of the ENA Traders).  

As in the previous Trading Track recruiting event, you will be given a few days to complete this.  The candidates will be expecting your call, there is no set interview time therefore allowing you flexibility to call in the evening from home if necessary.   Resumes, telephone numbers etc will reach your desk tomorrow morning.   All phone screens to be completed by Tuesday pm: 16th October.

Any questions please call myself or Adrianne Engler.

Thanks,

 Karen.
x54667"
38,"



The information contained herein is based on sources that we believe to be
reliable, but we do not represent that it is accurate or complete.  Nothing
contained herein should be considered as an offer to sell or a solicitation
of an offer to buy any financial instruments discussed herein.  Any
opinions expressed herein are solely those of the author.  As such, they
may differ in material respects from those of, or expressed or published by
on behalf of Carr Futures or its officers, directors, employees or
affiliates.  ? 2001 Carr Futures


The charts are now available on the web by clicking on the hot link(s)
contained in this email. If for any reason you are unable to receive the
charts via the web, please contact me via email and I will email the charts
to you as attachments.


Crude     http://www.carrfut.com/research/Energy1/crude34.pdf
Natural Gas     http://www.carrfut.com/research/Energy1/ngas34.pdf
Distillate     http://www.carrfut.com/research/Energy1/hoil34.pdf
Unleaded     http://www.carrfut.com/research/Energy1/unlded34.pdf

Nov WTI/Brent Spread     http://www.carrfut.com/research/Energy1/clxqox.pdf
Heat Crack     http://www.carrfut.com/research/Energy1/heatcrack.pdf
Gas Crack     http://www.carrfut.com/research/Energy1/gascrack.pdf
Nov/Jan Nat Gas     http://www.carrfut.com/research/Energy1/ngxngf.pdf
Jan/Feb Heat     http://www.carrfut.com/research/Energy1/hofhog.pdf
Gas/Heat Spread     http://www.carrfut.com/research/Energy1/huxhox.pdf
Nov/Mar Unlead     http://www.carrfut.com/research/Energy1/huxhuh.pdf

Nat Gas Strip Matrix
http://www.carrfut.com/research/Energy1/StripmatrixNG34.pdf
Nat Gas Spread Matrix
http://www.carrfut.com/research/Energy1/SpreadmatrixNG34.pdf

Crude and Products Spread Matrix
http://www.carrfut.com/research/Energy1/SpreadmatrixCL34.pdf



Scott Oblander
312-762-1015
312-762-1014 fax
Carr Futures
150 S. Wacker
Suite 1500
Chicago, IL 60606
"
39,"
You sold 1000 TAS futures with Paribas  andI gave them up to EDF MAN account #05055
"
40,"To Place an order . . .
PLEASE CALL 973-376-0005 ask for Order Dept.www.winelibrary.com 
"
41,"
		Reggie Jackson, Mr. October says click here to hear every MLB playoff game. 	
[IMAGE] 	[IMAGE] 	[IMAGE] 	
		[IMAGE] 	
		[IMAGE] 	
		[IMAGE]	
		If you can't hear Reggie, click here.  	
		[IMAGE]	
		To hear every MLB playoff game in GoldPass?, click here. 	
		[IMAGE]	
		[IMAGE]  You are receiving this e-mail because you downloaded  RealPlayer
 or RealJukebox
 from Real.com? and indicated a preference to receive product  news, updates, and special offers from RealNetworks
. If  you do not wish to receive e-mails from us in the future, click on the Remove  Me link below 	
		[IMAGE]	
		remove  me  | privacy  policy 	
		[IMAGE]	
		RealNetworks, RealPlayer, RealJukebox and Real.com are trademarks or registered trademarks of RealNetworks, Inc. All other companies or products listed herein are trademarks or registered trademarks of their respective owners.	

"
42,"Attached please find the Natural Gas market analysis for today.

Thanks,

Bob McKinney

 - 11-27-01 Nat Gas.doc "
43,"oh, oh and the makeup and wig too!

 "
44,"Eric:
I passed the customer on to Jennifer Fraser and Fred Lagrasta.  Please 
coordinate with them.
Thanks,
John"
45,euro 2004 in portugal
46,Are you free for drinks either Monday or Wednesday?
47,"Andy:
Is the new version of EOL coming out soon.  I'm waiting to put new products 
on until it comes...
John"
48,"Attached please find the Natural Gas market  analysis for today.
?
Thanks,
?
Bob McKinney
 - 5-15-01 Nat Gas.doc"
49,"Here are the four decimals while keeping the spread the same
1985332  2.6763
1985333  2.8788


 "
50,"Our recent mailing came back.

If you wish to continue to receive our catalog please send us your address
change ASAP.

Thank you,

Victor Doyle
General Manager

Pop's Wines & Spirits
256 Long Beach Road
Island Park, New York 11558

516.431.0025
516.432.2648, Fax

"
51,"Dear Mr.. Lavorato,

The $1500 that you sent to us in October, has not been credited to our
account.If those funds were sent through AM TRADE INTERNATIONAL, you need to
have your bank send an amendment message stating that the respective funds
are intended for final credit to World Sports Exchange/ ACCT # 12307915.

Most likely, those funds are sitting at the Antigua Overseas Bank.

2. Another suggestion would be to call back those funds since the
beneficiary is not in receipt of payment, and resend it through the new
instruction as per our website.This method is guaranteed more efficient.

For any further questions, please call the accounts department at WSEX.

REGARDS
MARIA.
Accounts Manager
_________________________________________________________________________
Get Your Private, Free E-mail from MSN Hotmail at http://www.hotmail.com.

Share information about yourself, create your own public profile at
http://profiles.msn.com."
52,"fyi 
"
53,"Vlady:
The plan looks good.  Can you please attach a time schedule to the different 
steps and send it back.
Thanks,
John


   
	
	
	From:  Vladimir Gorny                           07/17/2000 07:30 PM
	

"
54,"Hey Liz,
Thanks for letting me use the phone.  A real life-saver.

My brother had a Nokia world phone on the trip and it seemed to work 
better.   It got reception some places where mine did not and is more 
user-friendly.

On a different topic...Greg talked me into upgrading to first class for a 
flight in December to Australia.  He talked me into it by agreeing to pay for 
half.   Cliff found it funny and agreed to pay for the other half.  I haven't 
expensed it yet so I'm having Barbara send it on.    
Thanks,
John




Liz M Taylor
06/28/2000 09:27 AM
"
55,"Thank you very,very much.  
Love you,
John




Liz M Taylor
06/15/2000 10:19 AM
"
56,sounds good
57,"i assume means carrying equity positions, which of course the line would not 
be used for.
john




"
58,"i need significant lead time to prepare for boots day.  please advise earlier 
next time.


"
59,"maybe they're for more sophisticated palates


"
60,212 836 5030
61,"i'll take 10:1 this morning


"
62,"maybe a drink after work...




"
63,"ok.
i would not describe him as the hardest working man in the energy business.




"
64,"huh?


   
	
	
	From:  Jennifer Fraser                           01/24/2001 01:57 PM
	

"
65,"Adam:
Hope your interview goes well.  Things are going crazy in the gas market so, 
unfotunately, I'm stuck at my desk and can't go up for interviews.  

As far as the interview goes, my advise would be the same as any interview.  
Be confident.  Answer the question asked.  Don't be afraid to say you don't 
know but don't make excuses.  Express interest in why you find Enron 
appealing compared to the other 100 companies interviewing.  

The trading training program is still in the works.  Few people outside the 
trading area are even aware of its existence at this point so I wouldn't ask 
any questions about it in the interviews.  If you receive an offer, it would 
probably be for a normal analyst position with the opportunity to enter the 
training program when you arrive.  Not sure about that last statement 
though.   The training program is geared towards our two most mature and pure 
trading business areas: gas and power.  There are still a large number of 
other trading spots in our developing commodities side that would not fall 
under the program.   That's a function of the program being developed by the 
head of these two businesses.  Not ready to take it corporate-wide yet.

Write me about how your interviews went.
Good luck:
John




"
66,"I'll get it changed

 "
67,wanna get toasted tonight?
68,"had phone problems ...lost my charger.  It was good.  I may be the most influential in the world of finance in the past 50 years

 "
69,"let's say thursday.

were you counting  in ac?

 "
70,"I'm wearing a shirt too

 "
71,"i guess i have to keep my 395 price target.  just nothing bullish in the near term except crude.  and that's not enough now.  need to get to a new price regime to pick up more demand quickly.  


"
72,"yea.  Give me your cell and home numbers.

 "
73,"amazing how with cash futures at $1 and the back such a piece that f/g under 
such pressure.  month 2 has been the strongest part of the board all year.   
will be interesting to see what happens when h/j is prompt.  could j actually 
be strong?  seems like of the spreads on the board the best risk reward is in 
f/g.  a little worried about having the z/f effect again.  that is, all spec 
length trying to roll and funds trying to roll  at the same time leading to 
some ridiculous level at expiry.  any thoughts?




"
74,"home.enron.com

this is home.enron.com."
75,"Thanks.  This is exactly what I wanted.
John


   
	Enron North America Corp.
	
"
76,"you're right....they're full



	
	Matthew Arnold
	
	09/11/2000 02:26:50 PM
	
"
77,"Please take care of this
"
78,"Dave:
I was thinking about our conversation yesterday.   If El Paso, absent this 
power deal, were to give us physical gas for 8 years discounted at their WACC 
in exchange for an upfront cash payment from ENE, is that transaction a 
mark-to-market gain for us?  If not, what's the difference in paying them 
with an asset rather than cash.  If it is a mark-to-market gain, isn't this a 
way to generate false P&L?
John"
79,"Thanks, have a good time but no interest..
John




David P Dupre
08/24/2000 05:00 PM
"
80,"The following is a summary of the trades EES did today:
 
  # buys  # sells
Sep  5 / day  5 / day 
Oct  4 / day
Nov-Mar 3 / day  2 / day
Apr-Oct  1.5 / day 2.5 / day
 
Total contracts traded = 2045

Thought you should know...
John"
81,"fyi 
"
82,"Vlady:
The plan looks good.  Can you please attach a time schedule to the different 
steps and send it back.
Thanks,
John


   
	
	
	From:  Vladimir Gorny                           07/17/2000 07:30 PM
	

"
83,"2 options:
Either we leave from work and you watch me get a haircut for 20 minutes or...
I pick you up around 6:30..."
84,"i'm just kidding.  i'm getting a haircut from 530-600.  i'll call you when i 
get out.


"
85,"Hello:
I am not able to pull up the link for the short term outlook for natural 
gas.  Can you please make sure the link is updates.
Thanks,
John"
86,"he sends me his stuff... i like him because he's willing to take a stand.  so 
many technicians bullshit  their way ""support at 5400-5600 but if it breaks 
that look for 5250"".  if every technician put specific trades on a sheet with 
entry and exit points and published them every day, a lot of people would be 
unemployed.




"
87,"Dear PIRA Client:

The following Current News & Analysis articles have been published on
PIRA's website:

1) Will Russia Join In Non-OPEC Cooperation?
2) FSU Seaborne Exports
3) November Weather: Europe/Japan Cold, US Mild

Please go to http://www.pira.com

These articles can be found in the client section of PIRA's website. For
account information or to gain access please contact Dyana Rothman at
"
88,"Here are the reports we prepared.  We only trade with 5 of the listed entities.  The reports are done individually by CP b/c we used our canned report (Flowing Deals)  instead of report writer.  If you need any other information or need the information manipulated in another way, let us know.  We can make changes as necessary.  

        


 "
89,"Bob,

As mentioned in my voice mail -- I can meet with you anytime this afternoon -- how about 3:30pm.

Susan

 "
90,"Susan,

I don't remember if I sent this to you already - so
here's the spreadsheet....there are almost 9,000 RMT deals.

 
Do you need these confirms too?  Please say no.  :)

Diane



 "
91,"

"
92,"(1)  Received a voice mail from Bill O'Brien (credit manager) of Select Energy at 860-665-2376.

He says that payments were previously made on the referenced invoices and he is pulling the data together.  He wants to talk on Thursday.  Louis, can you call him please?

(2)  Received a demand letter from Stone Energy Corporation which cites ENA's (i) failure to pay Stone $46,564 under the swap EV3943.1 which will be a default in 2 business days, and (ii) bankruptcy.  Stone may later designate an Early Termination Date.

Stone will also offset amounts owed by ENA Upstream Company to Stone.

Louis:  we need to verify the swap payment issue and I'll have a copy of the letter sent to you.

Sara Shackleton
Enron Wholesale Services
1400 Smith Street, EB3801a
Houston, TX  77002
Ph:  (713) 853-5620
Fax: (713) 646-3490"
93,"Susan: My bad!  Maybe the payment combines two Williams entities and that would explain why they amount exceeds our invoice amount.

Shielah: Angelo gave me your name as a contact that could help with regard to cash inflows.  Please provide detail about the cash inflow from Williams on 3/5/02.  Specifically, which Williams company(s) provided the payment?  Thanks

 "
94,"See below including my counterparty name column.

 "
95,"I talked w/ Ed McMichael about Noble WRT rescinding our termination if Noble were willing to pay in full all amounts due.  Ed said he would rather cause the position to be terminated (moving the approximately $40M MTM value out of the ""live"" status) than he would collect the $39M of outstanding invoices.  Ed's rationale is that any amounts settled (invoiced) will ultimately be collected in full w/ interest so there's no need to continue to wear the $40M MTM risk.

Therefore, I will let our termination letter stand as issued and do not plan to contact Noble.

Susan: please be sure to note that the termination letter was sent 3/11/02.  

Thanks

Louis R. DiCarlo
ENA Gas Structuring
Phone: 713-345-4666
"
96,"Susan/Samantha --

Can either of you assist with the below in Stephanie's absence.

Thanks.

Mark

 "
97,"here is the list of counterparties that supposedly terminated with us.

MEDIAGEN	
MEDIANEWS	
NEWYORTIM	
RANDOMHOU	
DISPATCHPRICOM	
GEORPA	
KIMBALLMILCOM	
SMURFITPACCOR	
TZACQCOR	
FRITO	

actually looks like a short name but let me know if you have trouble finding them.

thanks for your help,
Robert"
98,"Thanks Cynthia.  I can put this one to rest for the time being (until we start looking for Mar02 delinquent payers).

Susan: Please note in the Demand Letter Log (DLL) that they are paid thru Feb02 invoice.

Sara: No demand letter on this CP, for now.  

Thanks all.

 "
