,mail_content,person_entity,money_entity,organisation_entity
12,"Jacques,

The agreement looks fine.   My only comment is that George and Larry might 
object to the language that ""the bank that was requested to finance the 
construction of the project declined to make the loan based on the high costs 
of the construction of the Project"".   Technically, that bank lowered the 
loan amount based on lower estimates of rents which altered the amount of 
equity that would be required. 

Did I loan them $1,300,000?  I thought it was less.

Regarding Exhibit A, the assets include:  the land, architectural plans, 
engineering completed, appraisal, and soils study.   Most of these items are 
in a state of partial completion by the consultants.  I have been speaking 
directly to the architect, engineer, and soils engineer.   I am unclear on 
what is the best way to proceed with these consultants.  

The obligations should include the fees owed to the consultants above.  Do we 
need to list balances due or just list the work completed as an asset  and 
give consideration of $5,875 for the cash paid to the engineer and appraisor.

Phillip",Jacques George Larry Phillip,"1,300,000 5,875",
13,no.  I am on msn messenger.,,,msn
14,"Bubbie:
You are hereby invited to the tenth annual Spectron/Enron Celebrity Tony's 
dinner featuring Brian Tracy, John Arnold, and Mike Maggi.


Regrets only,


John",Tony Brian Tracy John Arnold Mike Maggi,,Spectron/Enron
15,"Hey:
Haven't had the best of months.  Like you had some good positions but others 
wiped out everything.  Unbelievable how the whole curve moves as one for 6 
months and then separates completely.  The z/f/g and f/g/h flies are 
amazing.  Something definitely out of whack.  Hard to believe cash in Z will 
be cantango to F and front spread, F/G, will be 40.  Spreads definitely 
implying we will see some $10+ prints on daily cash at the hub this winter.  
Hell, already seeing it in the West.  The system is just broken there.  
interesting to see if it is a sign of what can come in the east later.  
definitely more flexibility in the east so the blowouts won't occur until 
latter part of the winter.   the inelasticity of demand continues to be 
unbelievable.  who would have thunk it.   Gas can be 3 times what it was one 
year ago and not a significant loss of demand.   
market definitely trained to buy the dips at this point.  continues to be a 
very trending market.  most days finish on the intraday high or low.  
Pira told the boys to hedge jv and cal 2 and the impact has been 
significant.  i quote bids on term strips 5 times a day.   understand they 
are changing their view somewhat tomorrow.  wait and see if it relieves some 
back pressure.  very surprised at lack of spec long interest in jv at 4.5 
considering the scenario that's being painted.   




",,some $10,The z/f/g f/g/h Z
16,"I've got your tix.  Just two though.  I left them in my car.  Can you walk 
down with me around 11:45-12:00?",,,
17,"Thanks.




",,,
18,"Jean:
I think the location i talked about before is actually better for you.  The 
area towards the edge of the building borders the northeast gas group, 
long-term originators, and mid-market orig group.  not exactly who you need 
to be around.  the location in the center is much closer to the east gulf 
group, specifically sandra, and the same distance to the central and texas 
trading groups.  most importantly, it provides room for both your group and 
the trading group to expand.  call me if you want to talk further....
thanks for the article. 
john",Jean sandra,,orig
19,"Dear John Arnold,

We recognize that many investors are concerned about their investments
especially in light of recent market fluctuations. As a FOLIOfn
customer, you probably realize that diversification is an important
strategy to minimize your risk over time. And, by keeping your fees,
expenses and taxes under control, you can improve your overall returns.

Because we value you as a customer, we want to help you even more during
the current market conditions. That's why we are offering you a new
pricing plan that actually takes the ups and downs of the market into
account.

It's simple:

- With our new ""No Gain? No Pay!"" monthly pricing plan, for each month
the S&P 500 market index falls, we will waive your next monthly fee!

That's right - all of our tools, research and premium services,
including your window trades*- FREE!

You can sign up for this new service for a flat-fee of just $39.95 a
month - only $10 more than our basic monthly fee.

With our new ""No Gain? No Pay!"" pricing plan, you can rest assured that
if the market goes down, you'll get your next month free. This is just
another way we are trying to offer you a little more control and peace
of mind during the current market fluctuations.

To learn more and take advantage of this offer please visit
http://www.foliofn.com/content/retailcontent/ngnp_monthly.shtml
or call 1-877-MY-FOLIO.

We want you to hold firmly to your vision of your financial future. At
FOLIOfn, we remain ready to help you achieve it.

Sincerely,

Steve Wallman
Founder and CEO, FOLIOfn Investments, Inc.

* FOLIOfn's membership fee covers 500 commission-free window trades per
month. Additional window trades cost $1 per security. Direct trades are
$14.95.

FOLIOfn Investments, Inc. Member NASD, SIPC.","John Arnold http://www.foliofn.com/content/retailcontent/ngnp_monthly.shtml
 Steve Wallman NASD SIPC",just $39.95 only $10 1 14.95,"FOLIOfn Investments,"
20,"[IMAGE]
Yahoo! Delivers
 Bringing you updates on special offers, promotions and Yahoo! features	unsubscribe  	


[IMAGE]	


 	
   You received this email because your account information indicates that you wish to be contacted about special offers, promotions and Yahoo! features.  If you do not want to receive further mailings from Yahoo! Delivers, unsubscribe by clicking here  or by replying to this email.  You may also modify  your delivery options at any time.   To learn more about Yahoo!'s use of personal information, including the use of web beacons  in HTML-based email, please read our Privacy Policy .  Yahoo! is not responsible for the advertisers' content and makes no warranties or guarantees about the products or services advertised.  	
",,,Yahoo HTML
21,"--001nevereditthisline002
Content-transfer-encoding: 7bit
Content-type: text/plain; charset=""US-ASCII""

",,,
22,"The information contained herein is based on sources that we believe to be
reliable, but we do not represent that it is accurate or complete.  Nothing
contained herein should be considered as an offer to sell or a solicitation
of an offer to buy any financial instruments discussed herein.  Any
opinions expressed herein are solely those of the author.  As such, they
may differ in material respects from those of, or expressed or published by
on behalf of Carr Futures or its officers, directors, employees or
affiliates.  ? 2001 Carr Futures


The charts are now available on the web by clicking on the hot link(s)
contained in this email. If for any reason you are unable to receive the
charts via the web, please contact me via email and I will email the charts
to you as attachments.


Crude     http://www.carrfut.com/research/Energy1/crude13.pdf
Natural Gas     http://www.carrfut.com/research/Energy1/ngas13.pdf


Jan WTI/Brent Spread
http://www.carrfut.com/research/Energy1/clf-qof.pdf
Jan Heat Crack     http://www.carrfut.com/research/Energy1/heatcrack.pdf
Jan Gas Crack     http://www.carrfut.com/research/Energy1/gascrack.pdf
Dec/May Heat Spread     http://www.carrfut.com/research/Energy1/hoz-hok.pdf
Jan/Feb Heat Spread     http://www.carrfut.com/research/Energy1/hof-hog.pdf
Dec Gas/Heat Spread     http://www.carrfut.com/research/Energy1/huz-hoz.pdf
Feb Gas/Heat Spread     http://www.carrfut.com/research/Energy1/hug-hog.pdf
Dec/Mar Unlead Spread
http://www.carrfut.com/research/Energy1/huz-huh.pdf

Nat Gas Strip Matrix
http://www.carrfut.com/research/Energy1/StripmatrixNG13.pdf
Nat Gas Spread Matrix
http://www.carrfut.com/research/Energy1/SpreadmatrixNG13.pdf

Crude and Products Spread Matrix
http://www.carrfut.com/research/Energy1/SpreadmatrixCL13.pdf

","Brent Spread
 http://www.carrfut.com/research/Energy1/heatcrack.pdf
",,Carr Futures
