,mail_content
13,"(See attached file: g051401.pdf)


______________________________________________________________________________
_______________________________________________________

Ce message et toutes les pieces jointes (ci-apres le ""message"") sont etablis 
a l'intention exclusive de ses destinataires et sont confidentiels. Si vous 
recevez ce message par erreur, merci de le detruire et d'en avertir 
immediatement l'expediteur.

Toute utilisation de ce message non conforme a sa destination, toute 
diffusion ou toute publication, totale ou partielle, est interdite, sauf 
autorisation expresse.

L'internet ne permettant pas d'assurer l'integrite de ce message, BNP PARIBAS 
(et ses filiales) decline(nt) toute responsabilite au titre de ce message, 
dans l'hypothese ou il aurait ete modifie.
 
"
14,"rules to a game:
You flip a coin. If you get tails you win 0.  if you get heads, i give you 
$1.  Keep flipping until you get a tails, at which point you walk away with 
the money.  however, each heads you get after the first you double your 
money.  So if you flip heads 3 times and then tails, you get $4.  What's you 
bid/offer on playing this game?  (would you pay $.5 to play? $1? $2?  what 
you charge me play against you?)"
15,"2000 bagby #15403 
houston 77002

 "
16,z/f trading 4
17,"Pushkar

I quickly plotted the short and the long curves and the following come out in 
your face.

1. Is this policy easing going to be a one shot ( a la 98 ) followed by a 
quick pick up in economic activity, or is this going to be a more deeper 
situation. That is the big one.  The curves vote for a small road-bump which 
will be rectified by a couple of eases over the next 6 months. Something the 
Fed can handle easily and quickly. This is most likely NOT going to happen - 
this is not a 98 and things are going to play out differently.  There are a 
number of other possibilities.

2. The current slow-down is two pronged - capital spending slowdown from 
businesses ( especially on IT with the internet bust ) and the consumer 
spending slow-down , possibly because of the stock market wealth effect. Both 
of these have already hit the durable goods section.  This reversal is 'Real' 
which takes longer to turn then the 'Financial crisis' hence there is good 
possibility we see a protraction of this weakness and even coupled with the 
fed eases this is going to take longer than six months to get better.

3. The new administration is going to take this as a good opportunity to 
force tax cuts. How does the Fed look at those ? Will the Fed balk and be 
less aggressive in the rate cuts expecting the tax cuts , will it ignore 
them. That makes the equation harder. It also to some extent argues that 
longer term rates go up if these tax cuts materialize. But on the shorter 
term who that effects Fed policy will have profound effect on the curve.


All these favor a steeper curve. The 2-5 at -23 ( -6 on swap curve ), 2 -10 
at -15 ( 18 on the swaps ) and 2-30 at 19 bps ( 37 bp) should all be steeper 
as market realizes the length of this ease cycle.  If this cycle lasts an 
year ( the final and the last ease happens next Dec ) then the 2-10 should be 
40 bp positive, as the market realizes that.






"
18," 
"
19,"Market Participants:

Attached is the Preliminary Agenda for the July 25, CMR Stakeholder meeting
being held in room 101a/101b, Blue Ravine Road, Folsom.


 <<Preliminary Agenda  7.25.00>>


The day will start with a Continental Breakfast at 8:30am, and the meeting
will start at 9:00am.  We will also be serving lunch at approximately
12Noon.  In order to make sure we order enough food, we request that you
RSVP no later than Friday, July 21, 4:00pm.  To do so, please contact
"
20,"  Market Participants:

  The ISO Recommendation for Congestion Management Reform to
be presented for approval by the ISO Governing Board on September 6-7, 2000
is now posted on the ISO web site at
http://www.caiso.com/clientserv/congestionreform.html
<http://www.caiso.com/clientserv/congestionreform.html> .

  As a reminder, there will be an informational conference
call from 10:30 a.m. to 12:30 p.m. tomorrow, August 25, to provide an
opportunity for you to clarify the content and format of what we will be
asking the Board to approve. The teleconference information is as follows:
  Call In: (877) 381-6004
  Password: 781871
  Leader: Byron Woertz

  Byron Woertz
  Director, Client Relations"
21,"Susan,

Just run the same search under the name of Tiffany Brick Company, L.P.  -  couldn't find any deals for physical gas.

Rgds,
Ellen

 "
22,"

 "
23,"I spoke w/ Johnny Nor at Navajo today.  I told him that ENA could not wait any longer for Navajo's decision.  They have until 4PM Houston time TODAY, 3/20/02 to get a termination to ENA (via Stephanie Panus' fax: 713-646-4818).  He understands that if they do not terminate today ENA will terminate Navajo TODAY.  He gave me his fax number, 505-748-6742 (note that this is different from the fax number used for the demand letter).

Susan: Notes for the DDL.

Stephanie: Please watch the fax for a document from Navajo.

Sara: Based on the conversation w/ Nor I think we should be prepared to send a termination.  (Don't think Navajo will terminate.)  Call if you have questions.

Louis R. DiCarlo
ENA Gas Structuring
Phone: 713-345-4666
"
24,"
Dan,

Just wanted to wish you, Jane, Jordan, Cameron a very HAPPY THANKSGIVING.

"
25,"my parents want to go skiing from 12/09 - 12/14 can you take off time then?  
the package is probably around $700-900/


Let me know

-e"
26,"im thinking perfect storm




"
27,"i forget




"
28,"Yea.  I will be there.  What time again?




"
29,"A girl was a prostitute, but she didn't want her grandma to know.
One day,  the police raided a whole group of prostitutes at a sex
party in a hotel and the girl was among them. The police took them
outside and had all the prostitutes line up along the driveway when
suddenly, the girl's grandma came by and saw her granddaughter.

Grandma asked,""Why are you standing in line here, dear?"" Not
willing to let her grandmother know the truth, the girl told her grand
mother that the policemen were there passing out free oranges
and she was just lining up for some.

""Why, that's awfully nice of them. I think I'll get some for myself,""
and she proceeded to the back of the line.

A policeman was going down the line asking for information from
all of the prostitutes. When he got to Grandma, he was bewildered
and explained, ""Wow, still going at it at your age? How do you do it?""

Grandma replied, ""Oh, it's easy, dear. I just take my dentures out,
pull the skin back and suck them dry."""
30,"Reminder:

The UCLA vs. USC college football game will be shown on FOX Sports Net at 3:30 p.m. PST / 6:30 p.m. EST.
For the complete Rivalry Weekend Rundown, check out
http://www.foxsports.com/story/story.adp?contentId=202990&mailInfo=011115b_h

- The FOXSports.com Team


To unsubscribe from future FOXSports.com mailings, send a blank email message to:
"
31,"check it out
"
32,"?

?http://www.opinionjournal.com/editorial/feature.html?id=65000704
 - OpinionJournal - Featured Article.url"
33,"Unsubscribe/address change links are at bottom.
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
Want to help?  Forward this e-mail to your friends, then, if you
have not yet given, contribute to the Bush Cheney Recount here:
https://www.econtributor.net/Contribution/Contribution.cfm?AID=IVFFBXFAZHGH
AOL contribution link at bottom.
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~

***
Sunday night, Florida certified the votes cast in the Presidential
Election giving its 25 electoral votes to Governor George W. Bush,
the next President of the United States of America.
***

Contents:
1   Reaction to Governor Bush's Statement
2   Statement by Governor George W. Bush
3   Statement by Secretary James A. Baker III
4   Statement by Commissioner Bob Crawford, (D)
5   Gore Just Spinning About Supreme Court, Says Expert

_________________________________________________________________

1
REACTION TO GOVERNOR BUSH'S STATEMENT

RE: What Gore needs to consider:
""The rules were changed in a way that Bush did not like, and
that Gore requested.  Bush still won counting with Gore's
rules... [Gore has] to consider where reasonable people in the
center are going to look at this, and say, 'Guys you had your
shot, the count, the recount - they changed the rules for you
and you still did not win.'  It's time to be magnanimous.

RE: Governor Bush's Speech:
""...the tone...was perfect...

""There was a persistence and a determination in what
[Governor Bush] said, but it was also incredibly conciliatory.
It was the first kind of conciliatory speech that anybody has
given in this, and that probably goes to peoples hearts.""

     - Bob Woodward on Larry King Live, CNN, 11/26/00

_________________________________________________________________

2
STATEMENT BY GOVERNOR GEORGE W. BUSH

The last nineteen days have been extraordinary ones.  As our
nation watched, we were all reminded on a daily basis of the
importance of each and every vote.  We were reminded of the
strength of our democracy - that while our system is not always
perfect, it is fundamentally strong and far better than any
other alternative.

The election was close, but tonight, after a count, a recount
and yet another manual recount, Secretary Cheney and I are
honored and humbled to have won the state of Florida, which
gives us the needed electoral votes to win the election.  We
will therefore undertake the responsibility of preparing to
serve as America's next President and Vice President.

Full statement:
http://www.georgewbush.com/News.asp?FormMode=NR&ID=2140

_________________________________________________________________

3
STATEMENT BY SECRETARY JAMES A. BAKER, III

Ladies and Gentlemen,

Shortly after I arrived here some 19 days ago, I said here in
this very room that the election process in - Florida and in
the country as a whole - needed to conclude with fairness and
finality.

I suggested that everyone step back, pause, and think about
what was at stake.  I warned that there might be no reasonable
end to the process of counts, challenges and contests if it
slipped away from us.

So here is the account of the past 3 weeks.

Full statement:
http://www.georgewbush.com/News.asp?FormMode=NR&ID=2139

_________________________________________________________________

4
STATEMENT BY AGRICULTURE COMMISSIONER BOB CRAWFORD
Democrat Member of Florida's Election Canvassing Commission

Thank you, Madam Secretary. Let me first commend you on the job
that you and your office have done during these last almost
three weeks since the election.

This has been a tough election. It has not always been pretty.
But we got the job done, and we got it done right. People
called me and say--particularly from out of state--and say
what's going on down in Florida, and I have to keep reminding
people, the only thing that's going on here is that we've got
a razor-thin election for the most important job in the world.

And that's all it is. After all the jokes, after all of the
anguish, we've just got a close election. And any state that
had to go through this would've had the same problems, I think,
that we have had.

But I think it's over. It should be over. And maybe that's the
important word there, ""should."" You know, Yogi Berra once said,
""It's not over till it's over.'' Well, it's over, and we have a
winner, and it's time to move on.

There's one thing that I am sure of and that is both sides have
enough legal talent to keep this tied up through  Christmas.
But one thing the lawyers can't do for us and one thing the
courts can't do for us: They can't bring this country together
again.

And while we have a winner tonight and we have a loser tonight,
it's going to take both of these gentlemen to bring this
country together again, and I hope we can get on with that work
soon.

And I'm proud of the job that we've done here in the state.

_________________________________________________________________

5
GORE JUST SPINNING ABOUT SUPREME COURT, SAYS EXPERT
Fox News Channel, 11/26/00

FOX NEWS' BRIT HUME: ""...does the Gore team not have something
to work with here in the fact that we have the Supreme Court
coming up on Friday.  That-that creates sort of a period of
continuing, a sort of unfinality if such a word exists.""

NATIONAL JOURNAL'S STUART TAYLOR: ""...Unless I'm missing
something that is completely hollow spin.  There is nothing
what so ever, I think-that the Supreme Court of the United
States can do for Al Gore.  They could do some things for
George W. Bush, but Al Gore hasn't asked them to do anything
except uphold what the Florida Supreme Court has already done.
But I don't think he's in the position to say, ""Oh by the way
could you order some more recounts?""  So I think there is
nothing, if...Gore runs out of ammunition.  Which I think he
may well do, before the Supreme Court of the United States gets
to a hearing.  I think he has to give up, because there's
nothing...""

_________________________________________________________________


AOL contribution link: <a 
href=https://www.econtributor.net/Contribution/Contribution.cfm?AID=IVFFBXFAZH
GH>Contribute</a>

_________________________________________________________________


Paid for by Bush Cheney Recount
http://www.georgewbush.com


==============================================================================


To unsubscribe, please go here:

"
34,"


Brian T. Hoskins
Enron Broadband Services
713-853-0380 (office)
713-412-3667 (mobile)
713-646-5745 (fax)
"
35,"The new deal #s are 147888,147889.

-E"
36,"in


   


From:  Bryan Hull                                                             
02/20/2001 09:33 AM	
	
	
	                           
	

"
37,"my article is more current




Phillip M Love
01/17/2001 06:08 PM
"
38,"tom is going to be happiest with more money - so whatever nets him more money 
he will be happy with


   
	Enron Capital Management
	
	From:  David Baumbach                           12/28/2000 09:26 AM
	

"
39,"$1 bid for Bjornson
$0 bid for greg clark"
40,"The world is treating me ok.  It's just that I can't stop losing money.  It 
hasn't been a very good start to my trading life.  What is going on in your 
world?  I hope to make it out to the house sometime soon.

Love, Eric




"
41,"Michael is a happily married man.  He would never think about any other girl 
but Sheila - or so he tells me.  Now, I, on the other hand.  Uhhhhh .... 
wait, never mind!

I am free pretty much every day for lunch this week, I won't know until later 
in the week about next week. 






"
42,"SIPPING VODKA
A new priest at his first mass was so nervous he could hardly
speak. After mass he asked the monsignor how he had done.
The monsignor replied, ""When I am worried about getting nervous
on the pulpit, I put a glass of vodka next to the water
glass.  If I start to get nervous, I take a sip.""
So next Sunday he took the monsignor's advice. At the beginning
of the sermon, he got nervous and took a drink.  He
proceeded to talk up a storm. Upon his return to his office after mass, he
found the following note on the door:

1.  Sip the Vodka, don't gulp.
2.  There are 10 commandments, not 12.
3.  There are 12 disciples, not 10.
4.  Jesus was consecrated, not constipated.
5.  Jacob wagered his donkey, he did not bet his ass.
6.  We do not refer to Jesus Christ as the late J. C.
7.  The Father, Son, and Holy Ghost are not
referred to as daddy, junior, and the spook.
8.  David slew Goliath, he did not kick the shit out of him.
9.  When David was hit by a rock and knocked off his donkey, don't
say he was stoned off his ass.
10. We do not refer to the cross as the ""Big T.""
11. When Jesus broke the bread at the Last Supper he
said,""Take this and eat it for it is my body.""  He did not
say, Eat me""
12.  The Virgin Mary is not called ""Mary with the Cherry,""
13.  The recommended grace before a meal is not: Rub-A-Dub-Dub
thanks for the grub, yeah God.
14.  Next Sunday there will be a taffy pulling contest at
St.Peter's, not a peter pulling contest at St.Taffy's.


The origination of this letter is unknown, but it brings
good luck to everyone who passes it on.  The one who breaks the
chain will have bad luck. Do not keep this letter.  Do not send money.
Just forward it to five of your friends to whom you wish good luck.  You
will  see that something good happens to you four days from now if the chain
is not broken.

""I don't know the key to success, but the key to failure is to try to
please everyone...""
- Bill Cosby...

_________________________________________________________________________
Get Your Private, Free E-mail from MSN Hotmail at http://www.hotmail.com.

Share information about yourself, create your own public profile at
http://profiles.msn.com.



"
43,"DONE!
Anything else Entex man?

-E


   
	Enron North America Corp.
	
	From:  Kyle R Lilly                           12/14/99 10:49 AM
	

"
44,"Hi Edie,

Can you add these slides to the Texas Gas Plan Presentation for 2001 behind 
pg. 10.

Call with questions.

Thanks,

Eric
x3-0977
"
45,http://rcommerce.us.dell.com/rcomm/config.asp?order_code=rcRC968773-52962
46,http://houston.citysearch.com/profile?fid=11&id=11400980
47,"What are we going to do for your 80th?  I have Friday off  - so maybe we can 
get together for dinner on Thurs?


-E"
48,"you had this guy too?  i'm glad i had someone in tax representing me.  i had 
to explain to him what trading was.
"
49,"<HTML>
<BODY BGCOLOR=990000 vlink=blue>
<script language=""javascript"" src=""http://128.242.100.47/saholiday/snow.js""></script>
<center>
<TABLE BORDER=0 CELLPADDING=0 CELLSPACING=0>
	<TR>
		<TD>
			<IMG SRC=""http://www.sweepsclub.com/email/new_solo_images/images/spacer.gif"" WIDTH=142 HEIGHT=1></TD>
		<TD>
			<IMG SRC=""http://www.sweepsclub.com/email/new_solo_images/images/spacer.gif"" WIDTH=45 HEIGHT=1></TD>
		<TD>
			<IMG SRC=""http://www.sweepsclub.com/email/new_solo_images/images/spacer.gif"" WIDTH=423 HEIGHT=1></TD>
	</TR>
	<TR>
		<TD valign=""bottom"">
			<A HREF=""http://www.sweepsclub.com"">
				<IMG SRC=""http://www.sweepsclub.com/email/121901-cashexpert/header-IR_01-red.gif"" WIDTH=142 HEIGHT=60 BORDER=0></A></TD>

		<TD COLSPAN=2 width=""468"" height=""60"">
		<!--================BANNER====================-->


	</TD>
	</TR>
	<TR>
		<TD COLSPAN=3>
			<A HREF=""http://www.sweepsclub.com"">
				<IMG SRC=""http://www.sweepsclub.com/email/121901-cashexpert/header-IR_03-red.gif"" WIDTH=610 HEIGHT=3 BORDER=0></A></TD>
	</TR>
	<TR>
		<TD COLSPAN=2>
			<A HREF=""http://www.sweepsclub.com"">
				<IMG SRC=""http://www.sweepsclub.com/email/new_solo_images/images/header-IR_04.gif"" WIDTH=187 HEIGHT=29 BORDER=0></A></TD>
		<TD BGCOLOR=#3333ff WIDTH=423 HEIGHT=29 align=""right"" valign=""bottom"">
		<FONT COLOR=""#ffffff"" FACE=""Arial, Helvetica, sans-serif"" SIZE=""2"">
<!--========================DATE===============================-->

			<b>December 19, 2001</b></font>&nbsp;</TD>
	</TR>
	<TR>
		<TD COLSPAN=3>
			<A HREF=""http://www.sweepsclub.com"">
				<IMG SRC=""http://www.sweepsclub.com/email/121901-cashexpert/header-IR_06-red.gif"" WIDTH=610 HEIGHT=9 BORDER=0></A></TD>
	</TR>
</TABLE><br>
<TABLE WIDTH=450 BORDER=0 CELLPADDING=0 CELLSPACING=0 bgcolor=white>
<TR>
<TD COLSPAN=3><BR><a href=""http://www.sweepsclub.com/email/redir.cfm?e=1144027395&m=2555719""><IMG SRC=""http://128.242.100.47/saholiday/images/index_01.gif"" border=0 width=""450"" height=""97""></a></TD>
</TR>
<TR><TD COLSPAN=3><a href=""http://www.sweepsclub.com/email/redir.cfm?e=1144027395&m=2555719""><IMG SRC=""http://128.242.100.47/saholiday/images/index_02.gif"" border=0 width=""450"" height=""75""></a></TD>
</TR>
<TR>
<TD bgcolor=""B9D144"" background=""http://128.242.100.47/saholiday/images/bg1.gif""><img src=""http://128.242.100.47/images/spacer.gif"" width=37></TD>
<TD bgcolor=""B9D144"" valign=top>
<font size=2 face=""arial"">
<font size=4 face=""arial"">
<BR>
<b>Up to $500 Cash Advance by Tomorrow!</b></font>
<p>
Need a little help with those holiday expenses?  I found a great site that can give you a cash advance loan and have up to $500 wired into your account by tomorrow!  No credit check is required.  All you need is a checking account in good standing and a steady paycheck.  Even poor credit won't be a problem.  If you need money fast whether it be to pay your bills or get some holiday gifts, click here to apply for the cash you need for FREE in just 3 minutes.

<p>
<a href=""http://www.sweepsclub.com/email/redir.cfm?e=1144027395&m=2555719""><b><font size=3 face=""arial"">
Earn 100 Points just for clicking below now.
<br>This offer is ending soon, so sign up today!</b></a>
<p>
</td>
<TD bgcolor=""B9D144"" background=""http://128.242.100.47/saholiday/images/bg2.gif""><img src=""http://128.242.100.47/images/spacer.gif"" width=36></TD></TR>
<TR><TD COLSPAN=3><a href=""http://www.sweepsclub.com/email/redir.cfm?e=1144027395&m=2555719""><IMG SRC=""http://128.242.100.47/saholiday/images/index_03.gif"" border=0 width=""450"" height=""46""></a><p></TD></TR>
</TABLE>
<br><table border=""0"" cellpadding=""0"" cellspacing=""0"" width=""500"" align=""center"">
<tr>
<td>
<CENTER><FONT COLOR=""#FFFFFF"" FACE=""Arial, Helvetica, sans-serif"" SIZE=""1""><B>Sweepsclub.com e-mail promotions are sent as a service to its members.  If you feel you have received this e-mail in error and wish to unsubscribe from Sweepsclub's e-mail list, please click the link below:<br><FONT COLOR=""#FFFFFF"">
"
50,"you must really be bored... ha ha ha ha ha

"
51,"Left these two off original list:

Director  Stephen Schwarz Satisfactory
Sr. Director  Steve Jackson  Strong  
"
52,"Please find attached EGM's Management Summary and Hot List as of 1/18/01.  
Please contact me of you have any questions 

Thanks,
Jeff 

 "
53,"The Associates PRC was completed on Monday, July 24.  As the PRC rep, I will 
communicate the final ranking from the PRC process to your supervisor.  I 
received a copy of the rankings from Charlene on Friday while I was on 
vacation.  I will be communicating the final rankings to each Associate's 
supervisor today.  It is your supervisor who will the one be to give you your 
performance review and the ranking.  In your case, I would guess that Jean 
and your new supervisor will have to work out which one (or both) will do 
your review.  --Sally   


"
54,"Great idea to run this by Louise.  She ususally has some good ideas on how 
things should look and feel online.  I would love to see it, too.  Thanks.  
--Sally




"
55,"The Payment status has changed on the following report:

Status last changed by:  System
Expense Report Name: Customer Dinner Meetings
Report Total: $194.78
Amount Due Employee: $194.78
Amount Approved: $194.78
Amount Paid: $194.78
Approval Status: Approved
Payment Status: Paid


To review this expense report, click on the following link for Concur Expense.
http://expensexms.enron.com"
56,"    FYI.  Thanks. Lynn
"
57,"KENNY -
JON SENT ME THIS TODAY - I THOUGHT IT WAS MORE OF A MANS JOKE- IT IS LONG BUT 
KINDA FUNNY
"
