,mail_content,person_entity,money_entity,organisation_entity
10,"John,
I think I have the wrong email address for your brother.  Please email me
the correct one when you get a chance.  Thanks,
Brian


_____________________________________________________________________
IMPORTANT NOTICES:
          This message is intended only for the addressee. Please notify the
sender by e-mail if you are not the intended recipient. If you are not the
intended recipient, you may not copy, disclose, or distribute this message
or its contents to any other person and any such actions may be unlawful.

         Banc of America Securities LLC(""BAS"") does not accept time
sensitive, action-oriented messages or transaction orders, including orders
to purchase or sell securities, via e-mail.

         BAS reserves the right to monitor and review the content of all
messages sent to or from this e-mail address. Messages sent to or from this
e-mail address may be stored on the BAS e-mail system.
",John,,Banc of America Securities
11,"Steve:
Sorry for the delay.  I was actually out of the office Thursday and 
Friday...some Enron management training seminar bs.  Count me as a probably 
for dinner on Friday.  I know JP well.  
Darcy Carrol's number is 713-646-4930. 
See you this wknd
John





","Steve Darcy Carrol John





",,Enron
12,"Thanks...anxiously awaiting




",,,
13,"Liz:
Come by anytime...
Thanks,
John




Liz M Taylor
07/25/2000 05:22 PM
","Liz John




Liz M Taylor
",,
14,Pleas approve Tricia's request to become an authorized EOL trader,Tricia,,
15,"Mr. Nowlan:

When we spoke several days ago, I had mentioned the meeting between Jeff 
Shankman and Larry Kellner, CFO, at Continental Airlines.  The meeting had 
been scheduled for December 11th, 2-3 PM in EB 3321.  I will know tomorrow if 
this date is confirmed.  Following our phone conversation, I did follow up 
with the persons you suggested -- Larry Gagliardi, Douglas Friedman and Mark 
Tawney -- as I completed an overview of our initiatives with Continental.

The meeting on December 11th will enable Enron and Continental to continue 
discussions on three initiatives listed in order of economic value:  (1) fuel 
management, (2) weather derivatives, and (3) plastics hedging -- VaR 
analysis.  

In order to verify attendees at this meeting, Jennifer Burns suggested that I 
follow up with you.  Please note the Continental attendees listed below.  Did 
you want to have the same origination team at the meeting or others?  I look 
forward to your response so I can coordinate with them and confirm their 
attendance.  Continental had requested that we keep the Enron attendance to 3 
or 4 persons; they will do the same.

Meeting Attendees from Continental Airlines:

Ron Howard, Vice President, Food Services
Larry Kellner, Chief Financial Officer
Greg Hartford, Vice President, Fuel Management Company
Jeff Misner, Vice President and Treasurer (tentative)


We appreciate your suggestions.
Thank-you.

Sarah-Joy Hunter
Enron Corporation
Global Strategic Sourcing
Business Development
#(713)-345-6541


","Nowlan Jeff 
Shankman Larry Kellner Larry Gagliardi Douglas Friedman Mark 
Tawney Jennifer Burns Ron Howard Greg Hartford Jeff Misner Sarah-Joy",,"CFO Continental Airlines Continental Enron Food Services Fuel Management Company Enron Corporation
"
16,"The information contained herein is based on sources that we believe to be
reliable, but we do not represent that it is accurate or complete.  Nothing
contained herein should be considered as an offer to sell or a solicitation
of an offer to buy any financial instruments discussed herein.  Any
opinions expressed herein are solely those of the author.  As such, they
may differ in material respects from those of, or expressed or published by
on behalf of Carr Futures or its officers, directors, employees or
affiliates.  , 2001 Carr Futures


The charts are now available on the web by clicking on the hot link(s)
contained in this email. If for any reason you are unable to receive the
charts via the web, please contact me via email and I will email the charts
to you as attachments.


Crude     http://www.carrfut.com/research/Energy1/crude42.pdf
Natural Gas     http://www.carrfut.com/research/Energy1/ngas42.pdf
Distillate     http://www.carrfut.com/research/Energy1/hoil42.pdf
Unleaded     http://www.carrfut.com/research/Energy1/unlded42.pdf

Nat Gas Strip Matrix
http://www.carrfut.com/research/Energy1/StripmatrixNG42.pdf
Nat Gas Spread Matrix
http://www.carrfut.com/research/Energy1/SpreadmatrixNG42.pdf

Crude and Products Spread Matrix
http://www.carrfut.com/research/Energy1/SpreadmatrixCL42.pdf





Carr Futures
150 S. Wacker Dr., Suite 1500
Chicago, IL 60606  USA
Tel:  312-368-6149
Fax:  312-368-2281
",,,Carr Futures S. Wacker Dr. IL 60606  
17,"Attached please find the Natural Gas market  analysis for today.
?
Thanks,
?
Bob McKinney
 - 5-15-01 Nat Gas.doc","Bob McKinney
 ",,
18,"The information contained herein is based on sources that we believe to be
reliable, but we do not represent that it is accurate or complete.  Nothing
contained herein should be considered as an offer to sell or a solicitation
of an offer to buy any financial instruments discussed herein.  Any
opinions expressed herein are solely those of the author.  As such, they
may differ in material respects from those of, or expressed or published by
on behalf of Carr Futures or its officers, directors, employees or
affiliates.  , 2001 Carr Futures


The charts are now available on the web by clicking on the hot link(s)
contained in this email. If for any reason you are unable to receive the
charts via the web, please contact me via email and I will email the charts
to you as attachments.

Distillate and unleaded charts to follow.


Crude     http://www.carrfut.com/research/Energy1/crude42.pdf
Natural Gas     http://www.carrfut.com/research/Energy1/ngas42.pdf

Nat Gas Strip Matrix
http://www.carrfut.com/research/Energy1/StripmatrixNG42.pdf
Nat Gas Spread Matrix
http://www.carrfut.com/research/Energy1/SpreadmatrixNG42.pdf

Crude and Products Spread Matrix
http://www.carrfut.com/research/Energy1/SpreadmatrixCL42.pdf





Carr Futures
150 S. Wacker Dr., Suite 1500
Chicago, IL 60606  USA
Tel:  312-368-6149
Fax:  312-368-2281
",,,Carr Futures S. Wacker Dr. IL 60606  
19,"This article from NYTimes.com
",,,NYTimes.com
20,"Arnold,

John Grass and myself would be happy to update you on the status of Enron's 
Producer One deals.  In addition to the three deals listed below, we have a 
substantial ""pipeline"" of transactions that are being evaluated and are in 
different stages.  Besides John Grass, our distribution channels for producer 
ecommerce deals are driven by Producer Services (Gary Bryan, Jill Zivley, 
Linda Roberts and Jennifer Martinez), Nelson Ferries, Production Offshore as 
well as ECR.  Enron has just recently completed a nine city road show 
targeting the producer community.  

John Grass is also managing the Wellhead desk.

Regards, Mrha
 ",Arnold John Grass Gary Bryan Jill Zivley Linda Roberts Jennifer Martinez Nelson Ferries,,Enron Producer Services ECR Mrha
21,"By end of oct 02 if have normal winter, = 1.3 end of mar 02 + 2.5 this yrs inj rate + 0.4 with inc hydro gen = 3.8 - can't happen so needprice low - shocks to industry to stop to inc demand
",,,inc hydro
22,"
LAST CALL for BUSINESS HIGHLIGHTS AND NEWS for this week's EnTouch 
Newsletter. 

Please submit your news by noon Wednesday.


Thanks!
Kathie Grabstald
x 3-9610
","Kathie Grabstald
",,"EnTouch 
Newsletter"
23,"
[IMAGE]=09Quote.com =09 Log In  | Sign Up  | Account Mgt.  | Insight Center=
 =09[IMAGE]=09 Get Quote/LiveCharts:  [IMAGE]  [IMAGE] FindSymbol  =09[IMAG=
E]=09
[IMAGE]=09=09=09=09[IMAGE]=09[IMAGE]=09
[IMAGE]=09=09=09=09[IMAGE]=09[IMAGE]=09
[IMAGE]=09=09=09=09[IMAGE]=09[IMAGE]=09


[IMAGE]=09     My Portfolio   | LiveCharts  | Stocks  | News  |   Msg Board=
s    | Markets  | Funds  |   IPO    |     Options        =09[IMAGE]=09


[IMAGE]=09[IMAGE] The Daily Quote=09[IMAGE] =09[IMAGE]=09
[IMAGE]=09=09Brought to you every morning as of 10 AM ET. Click on the MORE=
 link for the most current information.=09[IMAGE]=09


=09=09=09=09[IMAGE]=09=09=09=09
=09=09 =09=09    [IMAGE]  Markets     Index Last Change % Chg Dow9,113.61[I=
MAGE]52.730.58% NASDAQ1,600.00[IMAGE]2.690.16% S?5001,070.31[IMAGE]0.690.06=
% 30 Yr53.15[IMAGE]0.120.22% Russell415.02[IMAGE]2.02-0.48%- - - - - MORE  =
[IMAGE][IMAGE]   Enter multiple symbols separated by a space [IMAGE]    [IM=
AGE]=09 =09    [IMAGE]  Economic Calendar     Date Release 10/05 Average Wo=
rkweek 10/05 Hourly Earnings 10/05 Unemployment Rate 10/05 Consumer Credit =
10/10 Wholesale Inventories - - - - - MORE [IMAGE] [IMAGE]    [IMAGE] [IMAG=
E]Qcharts =09[IMAGE]=09
=09=09  =09  Quote of the Day   =09=09=09  Achievements is largely the prod=
uct of steadily raising one?s levels of aspiration and expectation.: Jack N=
icklaus   =09[IMAGE]=09
[IMAGE]=09    [IMAGE]  US Stocks Pct Gainers        As of 10/05/2001 15:52 =
ET Symbol Last Change % Chg    [IMAGE] DKEY4.32[IMAGE]1.0833.33%[IMAGE] INM=
T3.58[IMAGE]0.7024.30%[IMAGE] DRVR1.25[IMAGE]0.2525.00%[IMAGE] REGI1.60[IMA=
GE]0.3528.00%[IMAGE] LSPN1.57[IMAGE]0.2720.76%[IMAGE] MCTR1.56[IMAGE]0.2519=
.08%[IMAGE]NYSE & AMEX quotes delayed at least 20 min. At least 15 min. oth=
erwise.- - - - -Personalize The Daily Quote: [IMAGE][IMAGE]Question of the =
Day! Q. Ron Schulz asks:  ""Could you tell me about candlesticking?""Candlest=
ick charting was originally developed in Japan, only recently gaining popul=
arity........ MORE [IMAGE]  Do you have a financial question? Ask our edito=
r   - - - - - VIEW Archive  [IMAGE] [IMAGE]    [IMAGE]=09  =09=09=09=09[IMA=
GE]    [IMAGE]  Market Outlook     Stocks like White Elephants  By:Adam Mar=
tin  As we start the last hour of trading, stocks are back in the green and=
 rising as traders seem to have shifted to a bargain hunting mode heading i=
nto the weekend in spite of some bad news which has dominated the session. =
 After yesterday's closing bell, Gateway announced revised third quarter ex=
pectations that were far short of Wall Street estimates, blaming a falloff =
in demand after the Sept. 11th terrorist attack.  Combined with some downgr=
ades in various tech sectors, that is sapping the enthusiasm we saw yesterd=
ay for tech stocks.  Reports of weak earnings and layoffs at Sun Microsyste=
ms from their conference call this morning are adding to the air of gloom a=
nd doom of today's session.  But foremost on traders' minds today is the un=
employment rate announced at 5:30 Eastern Time.  It held steady at 4.9% ins=
tead of creeping up to 5% as was expected, but that number, does not reflec=
t the full impact of nearly 200,000 layoffs last month, and analysts feel t=
he truth is much worse than the number indicates.  Nonetheless, the indexes=
 are rising, and analysts speculate that this could be due to a growing con=
fidence among traders that the economy is in good hands and on the road to =
recovery.  - - - - - MORE Breaking News  [IMAGE] [IMAGE]    [IMAGE]=09[IMAG=
E]=09


 =09    [IMAGE]  Today's Feature - Friday      The Wisdom of Don Carnage  C=
arnage on the real price of petty theft, roller coasters, and self help aut=
hors, help thyselves!  [IMAGE]    [IMAGE]=09  =09    [IMAGE]  Stocks to Wat=
ch    Cablevision cuts 2001 earnings outlook  Cable television operator and=
 sports team owner Cablevision Systems Corp. (NYSE:CVC) cut its 2001 earnin=
gs expectations on Friday, citing lower advertising revenue following the S=
ept. 11 attacks.  Xerox changes main accountants as probe continues  Office=
 equipment company Xerox Corp. (NYSE:XRX), under investigation for alleged =
accounting irregularities stemming from its Mexican operations, said on Fri=
day it has replaced KPMG LLP with PricerwaterhouseCoopers LLP as its princi=
pal independent accounting firm.  Agere repays $1 bln debt, amends credit f=
acility   Agere Systems Inc. (NYSE:AGR.A), a maker of semiconductors and op=
tical components, said on Friday that it paid back $1 billion of the $2.5 b=
illion of debt it took on.  GE, Viacom still interested in Telemundo   NBC =
and Viacom Inc. (NYSE:VIA) are both still interested in acquiring Spanish-l=
anguage television company Telemundo Communications Group Inc., although no=
t at the $3 billion-plus price tag being sought by its principal owners, th=
e Wall Street Journal said in its online edition on Friday. Sun lowers reve=
nue outlook, expects wider loss  Sun Microsystems Inc. (NASDAQ:SUNW) warned=
 on Friday that it expects to have an operating loss of 5 cents to 7 cents =
a share in its fiscal first quarter ended Sept. 30, wider than the Wall Str=
eet consensus, citing the weak economy and uncertainties related to the Sep=
t. 11 attacks. - - - - - MORE Breaking News  [IMAGE] [IMAGE]    [IMAGE]=09[=
IMAGE]=09
 =09=09=09    [IMAGE]  Your Watch List News     DKEY  News DATAKEY INC FILE=
S FORM SC 13D/A (*US:DKEY)  EDGAR Online: 10/03/2001 11:47 ET Datakey CIP I=
Sign Approved as Fully Identrus(TM) Compliant  PR Newswire: 10/03/2001 10:0=
3 ET Five Additional Firms Join Fargo Technology Alliance; Will Present Eff=
ective Smart Card Solutions At Second Fargo Technology Showcase Sunday, Sep=
tember 30  BusinessWire: 09/30/2001 08:16 ET - - - - - MORE [IMAGE]  INMT  =
News INTERMET to Webcast Third-Quarter 2001 Earnings Briefing  PR Newswire:=
 10/02/2001 10:37 ET Intermet slashes third-quarter expectations  Reuters: =
09/21/2001 15:22 ET INTERMET Third-Quarter Sales and Earnings Expectations =
Lower  PR Newswire: 09/21/2001 15:00 ET - - - - - MORE [IMAGE]  DRVR  News =
Farmers Alliance Signs Three-Year Agreement to Use Innovative driversshield=
.com CRM Solution for Auto Collision Claims  PR Newswire: 09/19/2001 11:39 =
ET Code Technologies Chooses Paradigm as Location Based Service Technology =
Provider  BusinessWire: 09/04/2001 11:07 ET driversshield.com Announces Ter=
mination of Letter of Intent  PR Newswire: 08/31/2001 17:35 ET - - - - - MO=
RE [IMAGE]  REGI  News Renaissance Worldwide Signs Definitive Agreement to =
be Acquired by Aquent and Terminates Management Buyout  BusinessWire: 10/05=
/2001 09:30 ET RENAISSANCE WORLDWIDE INC FILES FORM PRER14A (NASDAQ:REGI)  =
EDGAR Online: 08/29/2001 08:05 ET Renaissance Worldwide Announces Unsolicit=
ed Proposal  BusinessWire: 08/28/2001 09:03 ET - - - - - MORE [IMAGE]  LSPN=
  News Email Marketing Leader, OnMercial.com, Adds New Clients to Growing R=
oster; New Features Enhance Permission-based Email Marketing Tools, Allow E=
mail Campaigns to be Managed On the Web  BusinessWire: 09/28/2001 08:13 ET =
Lightspan Signs Multi-Year, Million Dollar Internet Subscription Contract W=
ith Texas School District  PR Newswire: 09/27/2001 12:21 ET Lightspan Boost=
s Contract, Increases Presence in Key Urban Market  PR Newswire: 09/17/2001=
 16:32 ET - - - - - MORE [IMAGE]  MCTR  News Mercator to Issue Third Quarte=
r Financial Results On October 30  BusinessWire: 10/05/2001 09:07 ET Mercat=
or Releases Integration Broker Version 6.0; Single, Enterprise-Level Integr=
ation Technology Platform for Web, EDI & Vertical Application Requirements =
Now Available  BusinessWire: 10/03/2001 08:36 ET MERCATOR SOFTWARE INC FILE=
S FORM 8-K (*US:MCTR)  EDGAR Online: 10/01/2001 15:59 ET - - - - - MORE [IM=
AGE]      [IMAGE]=09 =09

[IMAGE]
","09=09=09=09[IMAGE]=09=09=09=09
 Jack REGI1.60[IMA=
GE]0.3528.00%[IMAGE] oth= Q. Ron Schulz edito=
r    Adam Mar=
tin   Sun Microsyste=
 Agere DKEY EDGAR Online ed Proposal ET Mercat=","con=
fidence among traders $1 bln $1 billion 2.5 $3 billion-plus warned=
  5 cents 7 cents","IMAGE]=09Quote.com MORE= prod= one?s MCTR1.56[IMAGE]0.2519=
.08%[IMAGE]NYSE GE White Elephants Gateway Cablevision and=
 sports team Cablevision Systems Corp. NYSE Xerox Corp. XRX KPMG LLP PricerwaterhouseCoopers LLP Viacom Telemundo NBC Viacom Inc. VIA Telemundo Communications Group Inc. Wall Street Journal Sun Sun Microsystems Inc. SUNW DKEY   DATAKEY INC FILE=
S ET Datakey CIP I= PR INMT INTERMET Intermet Reuters REGI   Aquent 10/05= New Features Enhance Permission Email Marketing Tools 09/28/2001 08:13 Single, Enterprise-Level Integr=
 EDI & Vertical Application Requirements"
24,"The report named: NG - Price P/L <http://trv.corp.enron.com/linkFromExcel.asp?report_cd=10&report_name=NG+-+Price+P/L&category_cd=5&category_name=FINANCIAL&toc_hide=1&sTV1=5&TV1Exp=Y&current_efct_date=10/26/2001>, published as of 10/26/2001 is now available for viewing on the website.",Y&current_efct_date=10/26/2001,,NG - Price P/L <http://trv.corp.enron.com
25,"Attached please find a follow up to today's Natural  Gas market analysis.
?
Thanks,
?
Bob
 - 11-30-00 Nat Gas intraday update 1.doc",,,
26,"please schedule a round of interviews with john griffith with scott, hunter, 
phillip, and tom asap (today if possible).
thx",john griffith scott hunter tom asap,,
27,"Conference call participants:

At Ravi Thuraisingham's request due to an unanticipated business trip, the 
conference call regarding storage initiatives set for 12/7 at 10 AM CST has 
been cancelled.  As soon as Ravi proposes an alternative time, we will 
reschedule the conference call.

Sarah-Joy Hunter
#(713)-345-6541
","Ravi Thuraisingham's Ravi Sarah-Joy Hunter
",,
28,"
Late on October 25th, we received information about a nonspecific threat to the Enron Center.  We communicated with law enforcement officials who found the threat unsubstantiated and without merit.  Nonetheless we take all threats seriously and have increased the security presence at the Enron Center still further.  

Once again, if you observe suspicious behavior, please call security at 3-6200.",,,the Enron Center
29,"You're not done yet big boy.
",,,
30,"Had Carlos Franco just shot a 49 yesterday instead of a 70, you would have 
won.",Carlos Franco,,
31,"thx




Liz M Taylor
08/09/2000 08:54 AM
",Liz M Taylor,,
32,"Z/F !!!!   wow.    Who would have thunk it.  Prompt gas at $6+ and Z/F as 
wide as last year.  Hard to think of a better scenario for it to flip.  
Rather, hard to think of any scenario for any z/f to be contango.   if it 
couldn't do it this year....
A lot of boys max withdrawing out of storage because that's what the curve 
told them to do last bid week.  Obviously, more gas trying to come out than 
is being burned, so you have to incentivize an economic player, like an 
Enron, to inject.  Problem is if we stick it in the ground now, we're pulling 
it out in G.  When you had z/g at 35 back and cash getting priced off g, 
cash/z looks awfully weak, thus putting a lot of pressure on z/f.  Storage 
economics will always dictate this market except maybe latter half of 
winter.  Buyers of h/j at 70 certainly hope so anyways.  
Agree with you that back half of the winter should be strong.  storage boys 
are withdrawing today and buying that.   bottom fishing in f/g yet or is it 
going to zero?




",G.  ,$6+,Z/F Enron z/g
33,"Although I would prefer to see the counterparty name for failed transactions, 
it is not of great importance and I certainly understand a third party system 
not supplying us with that info.




",,,
34,"thx




Phil Clifford
08/02/2000 04:25 PM
",Phil Clifford,,
35,"Liz:
Come by anytime...
Thanks,
John




Liz M Taylor
07/25/2000 05:22 PM
","Liz John




Liz M Taylor
",,
36,maine impossible to get to...next option?,,,
37,"hey podner:
where are you buying me dinner tonight?",podner,,
38,"Sorry, have no idea.


",,,
39,"very funny today...during the free fall, couldn't price jv and xh low enough 
on eol, just kept getting cracked.  when we stabilized, customers came in to 
buy and couldnt price it high enough.  winter versus apr went from +23 cents 
when we were at the bottom to +27 when april rallied at the end even though 
it should have tightened theoretically.  however, april is being supported 
just off the strip.  getting word a lot of utilities are going in front of 
the puc trying to get approval for hedging programs this year.  




",puc,+23 cents,xh
40,what are you doing tonight?,,,
41,"can you send it through lavo.  he's suppose to pay for it.
thanks,
john




Liz M Taylor
02/09/2001 09:16 AM
","john




 Liz M Taylor
",,lavo
42,"don't make me type the math on the computer pooks




",,,
43,too bad about pavel.  everybody liked him.. .who's next in line?,,,
44,"i think i've got yahoo somewhere on my computer.  i'll try to find it.  expecting 110 today.  still think we're not at fundamental equilibrium but scared that, as much as i hate technicals, the wave 3 is over and we can do some serious chop here.  if we didnt have expiry in 4 days i'd be worried about a short covering rally.  however, i think the market is going to have a hard time placing the baseload gas this month.  the storage guys are all above their targets right now and expect them to back off relative to last month.

 ",,,yahoo
45,"
This is a summary of my position and trading goals today.  Advise if you dont agree.


 ",,,
46,"outright long....a long time from now.    
looks like with cold weather curve is going to reshape.  front up, back nothing

 ",,,
47,"Hello:
Wondering if we can meet to pick up the tix.  I work and live in downtown.  Please advise or call me at 713-557-3330.",,,
48,Sushi on Thursday at the new place in the Village?,,,
49,awfully close......,,,
50,"I can do it either way but would much rather just make it the simple average 
of prices, 5 per week.



   
	
	
	From:  Gary Taylor                           10/05/2000 07:25 PM
	

",Gary Taylor,,
51,"Received




",,,
