,mail_content,person_entity,money_entity,organisation_entity
13,"[IMAGE]
Get your FREE* Reward NOW!
=09=09[IMAGE]=09
=09PHILLIP, this is for REAL... one of America's largest Internet companies=
 has granted you what may be an incredibly valuable reward.   There are 3 R=
eward Groups... you get to select 1 FREE* REWARD valued at up to $100.00, a=
bsolutely FREE.* They are as follows:   =09=09
[IMAGE] (Choose one reward valued at up to $100.00) =09    =09=09
=09=09=09
=09=09 [IMAGE] HURRY!!! These valuable Rewards can be withdrawn at anytime =
so make your selection now. Choose one of the three Reward groups: (1) a FR=
EE* Hayo Portable CD Player, (2) 2 FREE* Motorola Talkabout Two-Way Radios,=
 or (3) a FREE* Pen Cam Trio. Included with your FREE* REWARD you will be s=
aving money on your long distance bill by signing up with Sprint 7? AnyTime=
SM Online plan. This plan gives you 7? per minute state-to-state calling, w=
ith no monthly fee**. Simply remain a customer for 90 days, complete the re=
demption certificate you will receive by mail, and we will send you the FRE=
E* REWARD that you have chosen above, for FREE*.         * Requires change =
of state-to-state long distance carrier to Sprint, remaining a customer for=
 90 days and completion of redemption certificate sent  by mail. ** When yo=
u select all online options such as online ordering, online bill payment, o=
nline customer service and staying a Sprint customer, you reduce your month=
ly reoccurring charge and save $5.95 every month. Promotion excludes curren=
t Sprint customers.    =09
",Hayo Portable,up to $100.00 5.95,Rewards Motorola Sprint for=
14,"Here is my DSL form.

",,,
15,"Improving the PRC process.  Customizing it more for the trading group.  Figure out some creative ways to compare trading performance.  Add profitability and consistency other other trading measures.  Also incorporate a system of handicapping performance of traders in different markets.  

 ",,,
16,"Mark,

 The following is a guest password that will allow you temporary view only 
access to EnronOnline.  Please note, the user ID and password are CASE 
SENSITIVE.

Guest User ID:  GNA45925
Guest Password: YJ53KU42

Log in to www.enrononline.com and install shockwave using instructions 
below.  I have set up a composite page with western basis and cash prices to 
help you filter through the products.  The title of the composite page is 
Mark's Page.  If you have any problems logging in you can call me at 
(713)853-7041 or Kathy Moore, EnronOnline HelpDesk, 713/853-HELP (4357).


The Shockwave installer can be found within ""About EnronOnline"" on the home 
page.  After opening ""About EnronOnline"", using right scroll bar, go to the 
bottom.  Click on ""download Shockwave"" and follow the directions.  After 
loading Shockwave, shut down and reopen browser (i.e. Microsoft Internet 
Explorer/Netscape).

I hope you will find this site useful.


Sincerely,

Phillip Allen

",Mark GNA45925 Kathy Moore Phillip Allen,,EnronOnline Shockwave Microsoft
17,can you fill it in yourself? I will sign it.,,,
18,"when are we invited??




John Buckner Thomas
08/21/2000 11:51 AM
","John Buckner Thomas
",,
19,"The following is a summary of the trades EES did today:
 
  # buys  # sells
Sep  5 / day  5 / day 
Oct  4 / day
Nov-Mar 3 / day  2 / day
Apr-Oct  1.5 / day 2.5 / day
 
Total contracts traded = 2045

Thought you should know...
John",,,EES
20,"Sarah-Joy:

Here is the update from the conference I attended.  






I would like to put together a task force to address the Enron/Sonoco 
opportunities exclusive of what EES is doing and make the proposal to Sonoco 
before year end.


Regards,

Craig",Sarah-Joy,,"Enron EES Sonoco 
"
21,"Ravi:

Thanks for the clarification so we can go forward with the call.  Details of 
the call-in number will be e-mailed this afternoon.

Sarah-Joy
","Ravi Sarah-Joy
",,
22,"yes




Ina Rangel
05/10/2001 05:47 PM
",,,
23,"yes
i dont know.  both have their merits




",,,
24,"it's one of those theoretically great trades, but those don't always work.  
Still, I'll put it on and win 7 times out of 10.  just so hard for the market 
to rally the backwardation is so weak. can easily see h going under if no 
weather appears. 




",,,
25,"hey hon:
had a great time last night.  you're one ok chick.
john",,,
26,"fine


",,,
27,"Jennifer, 

This is apparently the type of deal flip-flop which BMC has been blessing EBS 
with.  In the note from Doug Cummins which contained his updated spend 
projections, he had the ""Professional Services"" highlighted with a bunch of 
",Jennifer,,"BMC Doug Cummins the ""Professional Services"""
28,"Eric, 

Thank you very much for taking the time to speak with Tom Moore and me.  
Attached is the (only) contract which I have received from the EBS 
origination team trying to close a deal with BMC Software.  Steve Morse and 
Chaz Vaughan report to Brad Nebergall (VP, Central Origination, EBS), who 
reports to Jim Crowder (VP, Enterprise Services, EBS).  

Please review, and provide your feedback to me, the EBS origination team 
(Chaz, Steve, and Brad Nebergall), and Tom Moore.  

If there are any other EBS deals/contracts on the table involving BMC, I 
would like to do whatever I could to help them close on this.  Please let me 
know if I can do anything else for you!  You can reach me at (x55968) or Tom 
at (x55552).  The origination team is at (Chaz: x58815, Steve: x37137, Brad: 
x34714).  On a final note, the originators have repeatedly driven home the 
point that they must have this deal closed with BMC by end-of-day this 
Friday, December 15.  I am focused on helping them win the business however I 
can.

Thank you,

Jeff

Jeff Youngflesh
Director, Business Development
Global Strategic Sourcing
Enron Corp.
333 Clay Street, 11th Floor
Houston, TX 77002
t:  713-345-5968
f:  713-646-2450
c:  713-410-6716


","Eric Tom Moore Steve Morse Chaz Vaughan Brad Nebergall Jim Crowder Chaz Steve Tom 
 x37137 Brad Jeff Jeff Youngflesh",,"EBS BMC Software VP Central Origination Enterprise Services BMC x55968 x55552 Business Development
 Enron Corp."
29,"Bob,

I want to make sure I keep you in the loop on the EBS/BMC/NetWorks/Global 
Strategic Sourcing interactions.

EBS has worked out an additional 25% discount, which brings the total 
discount structure to Enron to a 45%-off pricing level, if EBS and Enron 
aggregate their spend opportunity.  This should come as good news to anyone 
at Net Works who might be about to implement a BMC solution.  

Also, there is additional flexibility in the situation, in that BMC will be 
willing to work with Enron business units with regard to the timing of their 
software purchases as it relates to applicability in EBS' deal.  For example, 
if Randy Matson's team chose the BMC solution at the conclusion of their 
current testing, they could lock in the discount at 45% by sending an e-mail 
(or other form of written communication) committing to the purchase in 2001 
(the preference would be to get the ""buy"" done by end of 1st Qtr, if 
possible).  This would be sufficient commitment for BMC to go forward with 
their purchases of EBS' solutions currently proposed to BMC.

I'm going to contact your leads (Randy, Bruce, et. al.) to let them know of 
the additional possible discount and the relative ease of securing it...and 
to also help make sure that what BMC is pricing out to all is the correct 
application solution in each instance.

Thank you for your help and cooperation,

Jeff Youngflesh",Bob Randy Matson's Randy Jeff Youngflesh,,EBS Enron BMC
30,"Steve/Chaz - 

I have taken your EBS Professional Services contract through our contracts 
folks, and we have ended up with it now being in EBS' contracts dept w/one of 
your attorneys.  Our contracts Director, Tom Moore, and I spoke w/Eric Merten 
(PDX) early this afternoon, and he now has the contract.  EBS may have some 
Intellectual Property issues related to ownership of BMC Consultant-developed 
materials (while being paid by Enron).  Eric is in the driver's seat with the 
contract at this point.  

I have sent notes to all of the Net Works directors currently engaged in one 
form or another with BMC product and/or personnel.  In it, they have been 
requested to help us understand our opportunity from a number of angles:  
Application(s) considered, attractiveness of the new pricing, attractiveness 
of the BMC flexibility w/regard to ""purchase commitment"", etc.  In addition, 
I have re-iterated the time urgency.

I have followed up the note w/telephone calls & messages to all of them:  
Doug Cummins, Randy Matson, Bob Martinez, Jim Ogg, and Bruce Smith.  I am 
meeting with Bob Martinez on Wednesday at 3pm.  Matson, Ogg, and Smith have 
me in their voicemailbox, Cummins was in a meeting and he said he would call 
me back.

Would either one of you please let me know what BMC wants EBS to do for 
them:  how much do they want you to guarantee them in BMC revenue?  Are you 
still looking at a $13MM TCV over 5 years?  Have I properly conveyed the 
""accepable-to-BMC method"" of proving purchase commitment from Enron?  Your 
note re:  getting the Prof'nl Svcs contract signed says it has to be done by 
6pm the 14th...what if you don't get it until the morning of the 15th?

I will call you to follow up on this note.

Thank you,

Jeff Youngflesh","Steve/Chaz - Tom Moore Eric Merten 
 Eric Doug Cummins Randy Matson Bob Martinez Jim Ogg Bruce Smith Smith Jeff Youngflesh",$13MM TCV,EBS Professional Services EBS Intellectual Property BMC Consultant Enron BMC the Prof'nl Svcs
31,"Kim:

Glad you can attend.  Yes, please join us from 1PM-4PM.  

Colleen, can you add Kim Godfrey to the Experience Enron group?

Thanks.

Sarah-Joy
","Kim Colleen Kim Godfrey Sarah-Joy
",,Experience Enron
32,"Jeff,

As of Dec 14th, Enron received the message regarding David Spurlin greater 
involvement in the EBS relationship.   In the past, EBS had included David on 
the direction of our relationship and not the details.   Our prior direction 
was to have Derrick Deakins as our key point of communication.   

In regards to your comment about amending the Agreement.   I would like to 
fill yourself, David and Bob in on some history.   During the meetings in 
August 2000,  EBS and Compaq reviewed the Agreement line by line and 
identified 5 sections to be clarified / amended.  There was a group of at 
least 8 Compaq attendees (Chris Sweet took extensive notes for Compaq).  Both 
EBS and Compaq agreed on the methodology to calculate the value of the Compaq 
Minimum Annual Spend of EBS Services.   Spreadsheets were exchanged between 
both Parties and the amounts were agreed upon.   A significant amount of time 
was spent in this process between August through October.   EBS and Compaq 
(Derrick Deakins) developed contract language to clarify the outstanding 5 
sections.   This contract amendment was sent to Compaq (Rob and Derrick) for 
comments in November.   EBS has not heard anything regarding the language.  
During the course of these discussions, EBS agreed to concede on certain 
points of interpretation on the Server Purchase Agreement and Compaq agreed 
to work with EBS to achieve revenue recognition in 2000.   The EBS 
concessions were used by both Parties to develop the methodology to calculate 
the Compaq Minimum Spend toward EBS Services.  This was reason for the 
development of the EBS Consulting Payment ($832,000).   

EBS looks forward to the resolution of these issues and moving forward with 
our relationship.

Kim Godfrey
Director, Enterprise Services
Enron Broadband Services
phone : 713 345 8813
cell :      713 501 8105
fax:        713 853 7354



","Jeff David Spurlin David Derrick Deakins Bob Chris Sweet Rob Derrick Kim Godfrey
","832,000 713 501 8105",Enron EBS Compaq Parties EBS Services the EBS Consulting Payment Enterprise Services Enron Broadband Services
33,"Jennifer,

Thanks for hosting the meeting yesterday. Sorry I had to leave but I had to
meet with Beth Pearlman. I believe there was a lot of good information
exchanged and that is why we ran so late. I certainly came away with a
different insight to Enron that I did not have before we met.

Regarding the relationship between Compaq and Enron, I need to make some
things are very clear in our go forward strategy.

At the end of the day, the account team (Dave Spurlin up through Jeff,
myself and Jerry) own the responsibility for the Enron relationship. If
corporate folks are making deals with Enron, we still have to manage the
account. Peter Blackmore is very clear about that. He was always preserved
the integrity of the account team as being responsible for the customer.
That is why we need to keep Dave focused and knowing what transactions are
taking place within Enron.  He isn't the decision maker on deals like the
EBS one, but as you are well aware of, the EBS contract has impaired other
business opportunities within Enron. Dave's sole responsibility is Enron and
making sure that your needs are being met. He will direct and assist in
making sure that we have resolutions for situations that impact the
relationship with Enron. I need your help with all Enron organizations to
make sure that they use Dave as the focal point. If folks continue to go
around him, situations like EBS will continue. He has to have the total
picture of business transactions happening at Enron. He will understand how
those situations can impact the business at and for Enron.

Secondly, attached is the information that I received regarding contracts
with Enron. Regarding the Power/Gas contact it is a 5-year deal with the
sixth year being optional. The annual outlay is estimated to be $16.1M per
year. I did make an error in using the $97M divided 5 years versus 6 years.
So at 5 years the value is $80.5M. If you have something different, let's
make sure that we are on the same page. I have attached the emails that I
received this data from.

 <<RE: Enron Energy Management Contract - Update.>>  <<RE: Enron Building
Services Novi MI.>>

Regarding the EBS deal, from a business perspective we need to do a level
set very quickly. Compaq wants to get this settled and move on in a positive
light. Compaq will honor it's commitments but we need to make sure that
Enron does the same. The bottom line is there needs to be a resetting of
expectations relative to Compaq's revenue from EBS versus what actually got
booked. Our expectations were $96M a year  based on the forecast provided by
EBS, certainly not $14M (based on what we agreed to yesterday).  I find it
very difficult in the spirit of partnership to hear that we are being held
accountable for our portion of the deal, when we don't have the revenue to
off set it.  Based on what I have heard, both parties had shortcomings based
on expectations that were set. I will speak to Keith and Rob this morning to
see how it was left.   I also need to get your perspective on the
transaction. Jennifer, if there is a business opportunity,  Compaq certainly
wants to continue in pursuing that with Enron. Provided it's equitable for
both sides.   I realized that this is a difficult situation, but we will get
through it.


Jennifer, once again I appreciate your efforts in setting the meeting up and
hosting Compaq. I will contact you later today.
Thanks,


Bob Jordan
Rio Grande Area Director
Compaq Computer Corporation

Tele #281-927-6350
Fax #281-514-7220
",Jennifer Beth Pearlman Dave Spurlin Jeff Jerry Peter Blackmore Dave Keith Rob Bob Jordan,$16.1M $97M 80.5M. $96M $14M #281-514-7220,"Enron Compaq EBS the Power/Gas Enron Energy Management Contract - Update Enron Building
 Compaq Computer Corporation"
34,"Great!!

Bob Jordan
Rio Grande Area Director
Compaq Computer Corporation

Tele #281-927-6350
Fax #281-514-7220
","Bob Jordan
 Rio Grande",#281-514-7220,Compaq Computer Corporation
35,"Mr. Dyson:

Jennifer Medcalf asked me to forward to you the following brief overview of 
Enron's relationship with Continental.  Please feel free to contact Tracy 
Ramsey directly at #(713)-646-8311 with any further questions regarding 
Enron's buy side relationship  with Continental.   Ramsey is the Global 
Strategic Sourcing, Portfolio Leader, who manages the Continental 
relationship.

Enron Buy Side with Continental:

Current Enron US spend on Continental airline tickets was approximately $40 
million in FY 1999 and $17.5 million for the first six months of 2000.  

Enron Sell Side with Continental:

Additionally, Enron has a strong relationship with Continental's Fuel 
Management company.  Specifically, Enron has been hedging Continental's crude 
oil over the past 2+ years.  Value to Enron has been over $9 million; value 
to Continental has been over $45 million since 1999.  Enron Global Markets is 
currently exploring several other business propositions with Continental 
Airlines in the following areas of financial risk management:  weather 
derivatives, plastics hedging, and on-line jet swaps.  Enron Energy Services 
is exploring an energy (electric commodity) deal with Continental as well.

Mr. Dyson, please don't hesitate to call if I can be of further assistance 
regarding these sell side opportunities.

Sarah-Joy Hunter
Manager, Global Strategic Sourcing Business Development
Enron Corporation
#(713)-345-6541","Dyson Jennifer Medcalf Tracy 
Ramsey Sarah-Joy Hunter","approximately $40 
million $17.5 million over $9 million $45 million","Enron Continental the Global 
Strategic Sourcing FY 1999 Enron Sell Side Fuel 
Management Continental 
Airlines Enron Energy Services Global Strategic Sourcing Business Development Enron Corporation"
36,"Ron Howard:

I just confirmed back with Shirley Vauter that 1:30 PM -3:00 PM on Tuesday, 
December 12th is fine for the meeting between Larry Kellner, Jeff Shankman, 
and their teams.  Thank-you for your flexibility in rescheduling this meeting 
from December 11th to December 12th per Jeff Shankman's request.

I will follow up shortly with logistical details.

Sarah-Joy Hunter
Enron Corporation
Global Strategic Sourcing
(713)-345-6541
",Ron Howard Shirley Vauter Larry Kellner Jeff Shankman Jeff Shankman's Sarah-Joy,,"Enron Corporation
"
37,"Please see your attachment for your invitation to the Texas World
Congress - Reception Center.  Thank you


The following section of this message contains a file attachment
prepared for transmission using the Internet MIME message format.
If you are using Pegasus Mail, or any another MIME-compliant system,
you should be able to save it or view it from within your mailer.
If you cannot, please ask your system administrator for assistance.

   ",,,Congress - Reception Center Pegasus Mail
38,"Attached please find a follow up to today's Natural Gas market analysis.

Thanks,

Bob McKinney

 - 10-9-01 Nat Gas intraday update.doc ","Bob McKinney

 - 10-9",,
39,"thanks again.. seems like swaptions always get messed up - according to fred (and gas dailies according to me).. will figure out a better procedure.. how we (marketers) can keep track of process and prevent errors... to me its a just lost $ to enron....we are all responsible. 
 
on the eog confo call now...
think prices bottom in 4Q.. looking to lift hedges.  see recovery in CY02 
4Q- 40-50% hedged now; CY02- 20%...
 
on shut ins- rigs went from51 to current 41.. look for it to be 35
 
company very healthy.. organic growth.. reduced debt / equity from 55%- when they split from ENE (which was second worst in peer group) to 29% now which is best.
 
will continue to buy back shares.

",swaptions fred,,enron ENE
40,"
PICK A RESTAURANT FOR THIS MAKE SURE IT HAS A PRIVATE ROOM.
 ",,,
41,"The following expense report is ready for approval:

Employee Name: Henry H. Quigley
Status last changed by:  Automated Administrator
Expense Report Name: Quigley 100301
Report Total: $100.32
Amount Due Employee: $100.32


To approve this expense report, click on the following link for Concur Expense.
http://expensexms.enron.com",Henry H. Quigley,100.32,"Quigley 100301
"
42,"The report named: NG - PROPT P/L <http://trv.corp.enron.com/linkFromExcel.asp?report_cd=11&report_name=NG+-+PROPT+P/L&category_cd=5&category_name=FINANCIAL&toc_hide=1&sTV1=5&TV1Exp=Y&current_efct_date=10/10/2001>, published as of 10/10/2001 is now available for viewing on the website.",,,NG - PROPT P/L <http://trv.corp.enron.com
43,"Global Office Link (www.globalofficelink.com) is an e-business platform
for corporate real estate. Built by KPMG Consulting, our platform serves
companies with diverse needs on a worldwide basis. Our listings include
corporate properties for lease or sublease, properties for sale, and
requirements for companies that need space.

One of our clients has a number of quality office properties available
for lease or sublease in the US. These corporate offices are partially
or fully fitted out and are available for occupancy either immediately
on in the near future. Some offices may be subdividable into smaller
sizes.

The enclosed hyperlinks summarize each listing:

Alpharetta, GA - 13,000 sq. ft.
http://www.globalofficelink.com/promo/georgia-alpharetta.html

Atlanta, GA - 11,000 sq. ft.
http://www.globalofficelink.com/promo/georgia-atlanta.html

Atlanta, GA - 27,000 sq. ft.
http://www.globalofficelink.com/promo/georgia-atlanta.html

Norcross, GA - 4,000 sq. ft.
http://www.globalofficelink.com/promo/georgia-atlanta.html

Bedford, MA - 33,000 sq. ft.
http://www.globalofficelink.com/promo/massachusetts-bedford.html

Framingham, MA - 18,000 sq. ft.
http://www.globalofficelink.com/promo/massachusetts-framingham.html

Fort Lee, NJ - 8,000 sq. ft.
http://www.globalofficelink.com/promo/newjersey-fortlee.html

Princeton, NJ - 18,000 sq. ft.
http://www.globalofficelink.com/promo/newjersey-princeton.html

Charlotte, NC - 37,000 sq. ft.
http://www.globalofficelink.com/promo/nocarolina-charlotte.html

Independence, OH - 17,000 sq. ft.
http://www.globalofficelink.com/promo/ohio-independence.html

Blue Bell, PA - 23,000 sq. ft.
http://www.globalofficelink.com/promo/pennsylvania-bluebell.html

Plymouth Meeting, PA - 31,000 sq. ft.
http://www.globalofficelink.com/promo/pennsylvania-plymouthmeeting.html

Radnor, PA - 12,000 sq. ft.
http://www.globalofficelink.com/promo/pennsylvania-radnor.html

Plano-Dallas, TX - 149,000 sq. ft.
http://www.globalofficelink.com/promo/texas-plano.html

Richmond, VA (Glen Allen) - 26,000 sq. ft.
http://www.globalofficelink.com/promo/virginia-richmond.html

We invite you to access the detailed listings, and directly contact
the company, through Global Office Link (registration as a corporate
user is required under ""Login"" - there is no registration fee). We will
offer corporate users other value-added services, and more US
property listings, in the near future. Please contact us if you
have any questions about our services or web site.

Best regards,

Jay Donahue
President & CEO
Global Office Link
101 Federal Street, Suite 1900
Boston, MA 02110 USA
(1)-617-443-4433

Note: Should you wish not to receive future updates, please reply to this email by entering the word ""remove"" on the subject line.































160","Glen Allen Jay Donahue
",,Global Office Link KPMG Consulting GA Princeton Blue Bell MA 02110 USA
44,"its in 10 minutes.. the gas piece

 ",,,
