,mail_content,person_entity,money_entity,organisation_entity
28,"John/Mike- Hi.. this is the list of people attending on thursday night.. the 
event starts at 9 pm  so we are likely to take our guests to dinner before 
(around 6:30-7)- will send details today.

Friday- so far, we have you seeing:
SAC Cap- coming to office after close Friday
Catequil- we will pop over Friday
Global Advisors- Danny Masters stopping by

1) Per and Jean Sekse (Enron)
2) Russ Dyk and Caroline Abramo (Enron)
3) Jason Mraz and guest (Tudor Investments)
4) Andrew Suckling and guest (Tudor Investments)
5) Danny Masters and guest (Global Advisors UK)
6) Steve Schmitz and guest (SAC Capital)
7) Brian Copp and guest (SAC Capital)
8) Andreas Hommert and guest (Catequil Asset Management)
9) Rob Ellis and guest (Catequil Asset Management)
10) Jason Hotra and guest (Harvard Management Company, Inc.)

In addition, I'd like to get tickets for the additional parties below:

1) Jennifer Fraser and guest (Enron)
2) Robyn and George Zivic (Enron)
3) Paul Touradji and guest (Catequil Asset Management)
4) William Callanan and guest (Duquesne Capital Management) - please advise 
on whether I can have this many tickets




",John Jean Sekse Russ Dyk Caroline Abramo Jason Mraz Tudor Investments Andrew Suckling Danny Masters Steve Schmitz Brian Copp Rob Ellis Jason Hotra Jennifer Fraser Robyn George Zivic Paul Touradji William Callanan,,"Enron SAC Capital Catequil Asset Management Harvard Management Company, Inc. Duquesne Capital Management"
29,"i think it is something we need to do.  please set it up




",,,
30,"Greg:
The guy from MG whom I spoke to about clearing was Alfred Pennisi, VP of 
Operations.  He's out of NY.   He indicated his clearing costs were $3.10 
versus the $4.50-5.00 I'm paying now.",Greg Alfred Pennisi,3.10 4.50,VP
31,"Is that hugs or kisses?




",,,
32,"That is fine...Just make sure you ensure the confidentiality of the floor is 
not compromised.  Do not let him see any EOL entry screens.
Thanks,
John




David P Dupre
08/02/2000 02:09 PM
","John




David P Dupre
",,
33,nope...your loss though,,,
34,"schedule 30 min to sit down with me either mon or tues after 430.  if you 
want to get info, sending out an email survey is not the right way.  much 
easier to respond to a question in voice rather than typing it out.  




",,,
35,"probably because jeff's out,, but let's go ahead and have it


",jeff,,
36,"it's one of those theoretically great trades, but those don't always work.  
Still, I'll put it on and win 7 times out of 10.  just so hard for the market 
to rally the backwardation is so weak. can easily see h going under if no 
weather appears. 




",,,
37,"Tom:
My assistant spoke to Judy Smith about myself and my partner grabbing an 
extra seat on the jet to Tampa. 

My partner and I were invited to the game by a couple of gentlemen from New 
York that I do business with.  Unfortunately, since I run the nat gas 
derivatives desk and February expiration is next Monday, the only way we 
could go is if the jet were coming back Sunday night.  No commercial flights 
would get us back in time.  

Judy indicated it was fine if we caught a ride on the way back, so my 
contacts in NY booked the trip, including buying game tickets.  I am now 
hearing that you may be leaving early Sunday night.  I was just wondering if 
your plans had firmed up.  Obviously, it would be tremendously helpful to me 
if the plane were leaving after the game.  

Please advise,
John",Tom Judy Smith Judy,,
38,"if we were open today, where would you open it?",,,
39,i snoozed from 5:00 to 6:20....it was great,,,
40,Please delete previous message.  It was meant for David Oxley,David Oxley,,
41,"fill in
$ _____ per/share




",,,
42,"	i guarantee it.

	you're not still pulling that leg thing, are you.  we don't work out again until wednesday.

 ",,,
43,"and your offer?




",,,
44,"

",,,
45,"what's toronto

 ",,,
46,"i'll pay a grand total of 0




",,,
47,"

 ",,,
48,"nobody from the first tower made it down, right?

 ",,,
49,"elpaso, same thing

Want to trade options?

 ",,,elpaso
50,"no way.  we're still paying $5000 for new employee referrals

 ",,5000,
51,this is my idea of vacation...,,,
52,thanks a lot,,,
53,"
",,,
54,"how about 4:45?


   
	
	
	From:  Jennifer Fraser                           10/10/2000 10:52 AM
	

",Jennifer Fraser,,
55,"Thank you for sending this.  If only you sent it a couple hours earlier.   
Just kidding.  T Boone must have heard this because he sold everything 
today.   9000 contracts.
John


   
	
	
	From:  Jennifer Fraser                           09/28/2000 03:35 PM
	

","John


   
	
	
	 Jennifer Fraser",,Boone
56,"And you wonder why America is the most productive country in the world.




MARY COOK
08/29/2000 08:12 AM
",MARY COOK,,
57,"Hey,
Can you add Whalley and/or Andy Zipper to Pedrone's interview schedule.  He 
can come in earlier if necessary. 

If you need to talk to him, he is staying at the Omni and his cell number is 
917-699-2222.

John",Whalley Andy Zipper Pedrone John,,Omni
58,"Hello...
Despite my thoughts, you like baseball.   So the question is do you like art  
(as in musuems)  ?
I'm leaning towards yes but don't know for sure.",,,
59,"In regards to gas:
what signals do you for in determining your view?
what resources do you use to formulate a price view?
give example of complex transaction you've structured for a customer.
where is storage now relative to history? what is the highest and lowest 
level we've been at in past 5 years?
what are your short, medium, and long term views of gas market?
what major basis changes have occured in the market over the past 5 years? 
What do you expect in the next 5?
how should a storage operator decide whether or not to inject on any given 
day?

In regards to derivatives in order of difficulty
What are delta/gamma/theta?
if you buy a put spread, is your delta positive, negative, or zero?
Is swap price equal to simple average of futures contracts?
If interest rates go up what happens to option prices all else equal?
what is the value of a european $1 call expiring in 12 months if 
corresponding futures are trading $5?
what happens to delta of an option if volatility increase?




",,1 5,
60,"> As a result of the delay to 10 minute settlements, members of the SC's
> technical development staff via TSWG have expressed strong concern about
> the short time between the scheduled release of 10 minute settlements and
> adjustable inter-SC trades functionality.   Adjustable inter-SC trades are
> currently scheduled for September 11 release.   The adjustable inter-SC
> trade functionality was identified by Market Participants as a very
> important functionality that should be released ASAP.   Prior to the ISO
> making any final decisiions on propsoed schedule changes rollout of the
> adjustable inter-SC trade functionality, the ISO is seeking additional
> feedback from both the business and technical sides of the Market
> Participants.    Please provide your recommendation and any impact a
> change of scheduled rollout of 2-3 weeks for adjustable inter-SC trades
> would have on your business and systems to Jim Blatchford by Friday,
> August 11.
>
> Mark Rothleder
> Manager of Market Operations
> CAISO",Jim Blatchford Mark Rothleder,,SC TSWG Market Participants ASAP ISO inter-SC Market Operations CAISO
61,"

 ",,,
62,"what do you want for watters straight up - in reality - 




",watters,,
63,"Hey Lisa,

Long time no hear!  I guess you are too cool for all of us little people now.

Brenda is looking for someone to fill Bryan Hull's spot in risk when he 
leaves.  I know that you are looking for a rotation, so I was wondering if 
you have an interest.

Let me know.


Eric",Lisa Brenda Bryan Hull's Eric,,
64,"FYI.  There might be some back office issues with this.  
",,,FYI
65,"I can't make it this week, but I will bring in your jersey . . . bitch!",bitch,,
66,"Hi Eric,

We sure enjoyed being with you and your lovely Shanna Friday evening.  We
should do that more often.  How is your day going?  Work real hard because
we've lost all of your inheritance.  LU-M
",Eric Shanna,,
67," - MiniBush.jpg


",,,
68,"American Title
5120 Woodway #7029    77056
Machelle Halstedt",Machelle Halstedt,7029,American Title
69,"Entire story:   http://www.startribune.com/stories/510/913654.html


Vikings' Wynn Might Get a Chance To Show His Stuff

Kent Youngblood
Star Tribune

Published Dec 21 2001

Spergon Wynn was making the rounds. From meetings to a one-on-one interview
with FOX TV to a photo shoot.

All the accouterments of a starting quarterback. But Wynn, to his credit,
remained unimpressed throughout. People around Winter Park have been talking
this week about Wynn being more mature than his 23 years. So it was no
surprise Wynn wasn't about to put that cart in front of the horse.

""I still haven't played yet,"" he said, walking from the photo shoot back to
the meeting room; he still had tape to watch. ""Once you see results on the
field, that's when you start to feel comfortable.""

Because of this week's rule of thumb, Wynn might go from prospect to
participant, continuing his ascent up the Vikings' depth chart. On Thursday,
Daunte Culpepper underwent surgery to repair his injured left knee. On the
practice field, Todd Bouman took some very limited reps in practice. The
good news is the swelling in his sprained thumb has stayed down.

""It's not too bad,"" Bouman said. ""It's getting better each day. I took a few
reps here and there, just to get a feel for what we're doing this week. ...
I'll probably take most of everything [today].""

Wynn, meanwhile, took the bulk of the snaps, as he did Wednesday. And while
the decision on Bouman won't be made at least until after the Vikings see
what he can do in practice today, Wynn appears to be edging closer and
closer to his first action in a Vikings uniform.

It's something a lot of people are interested to see. At first glance Wynn
looks like the prototype of a quarterback. He's 6-3, 226 pounds. A good
athlete with above-average mobility. He's got a strong arm and a quick
release; his spirals are tight and his long ball impressive. But, like a
good-looking automobile in a showroom, nothing will be known for sure until
he's actually taken the offense for a serious spin.

And all he got last year in Cleveland, really, was a drive around the block.

Last year as a rookie, injuries in Cleveland thrust Wynn from the No. 3 spot
into the action. He appeared in seven games, starting one. Playing behind a
leaky offensive line, he completed 22 of 54 passes for 167 yards and one
interception while being sacked 13 times. But for Wynn, it showed him one
thing -- that he belonged.

""You have to make positives out of negatives,"" Wynn said. ""The outcome may
not have been what I would have liked. But you learn a lot of valuable
information out there, just playing. I feel more comfortable with myself and
my abilities having gone through it.""

The Vikings liked Wynn enough to trade for him Sept. 3, primarily because of
what he had gone through. Wynn, a native of Bellaire, Texas, originally came
to the University of Minnesota before transferring to Southwest Texas State.
He played in a Bobcat offense that featured the vertical passing game,
throwing for 3,497 yards in two seasons.

The Vikings were interested in Wynn coming out of college, and were
impressed with his ability to adapt to the Browns' offensive philosophy,
going to more of a West Coast attack in Cleveland. They watched as he played
well in 10 starts for Amsterdam in NFL Europe.

Dennis Green, who has done a good job of developing quarterbacks, was happy
to trade a fifth-round draft choice for Wynn and running back Travis
Prentice.

""Any time you trade for a player, the first thing you do is go back to his
college days,"" Green said. ""You want to know exactly what you thought of him
when he came out of college. We liked him a lot. I liked him lot. I think he
has a lot of athletic ability, he's a good competitor, a very smart player,
had the right height.""

No one expected Wynn to play this quickly. But with Culpepper recovering
from surgery and Bouman's thumb sore, Wynn has been preparing for that
possibility, though he has not let his excitement get the best of him.

""Spergon is even keel, all the time,"" said defensive end Stalin Colinet, who
played with Wynn in Cleveland last season. ""But he's a fighter.""

Whether he'll get a chance to fight this weekend remains unclear. Wynn said
the extra reps this week will have him as prepared as he can be.

""I don't think I'll do anything surprising,"" he said. ""But I'll go out there
and compete, make good decisions, put my team in a position to score
points.""


*********** Our View ************

Tough call for Bouman owners.   You know he's dying to get out there and
showcase his abilities.  It's a golden opportunity for him with Culpepper
out so he's surely got motivation to be there.   But they sure seem to be
talking a lot about Wynn.   Hopefully, we'll know more late tonight.

I wish I had something definitive for you but at this point, I'm just
passing along to you everything I see on this.

Joe

/**/**/**/**/**/**/**/**/**/**/**/**/**/**/**/**/

Bryant Analytics, Inc.   All Rights Reserved 1999-2001



To unsubscribe from this group, send an email to:
","Kent Youngblood
 Daunte Culpepper Todd Bouman Bouman Dennis Green Culpepper Stalin Colinet Joe",,Star Tribune Spergon Wynn FOX TV Vikings Bouman the University of Minnesota Browns Green Bryant Analytics
70,"Nice to know that some people knew when to sell.




 http://moneycentral.msn.com/investor/invsub/insider/trans.asp?Symbol=ENE",,,
71,"I want to trade you a 4th, 6th and 8th round pick for your 2nd.

Let me know what you think",,,
72,"I am trying to organize everybody's turret so that we have all of the Texas 
Desk people on one page.  This will be especially beneficial for when we have 
people out.  The phone guys are going to completely wipe out what you 
curretnly have on Page 6, so if there is anything other than Texas Desk 
employees, let me know so that they don't get deleted.  

I would also like to reserve some space on Page7 for the rollover lines, so 
ditto with Page 7 as with Page 6.

Let's put a deadline of December 1st for this .... that should be enough time 
for you busy people to let me know if there's a problem.  I'd like to have 
this done on December 4th.

Thanks,
Laura",Laura,,"Texas Desk 
"
73,"thanks for showing up to the party on sunday.  your new name backout 
ballases!","backout 
ballases!",,
74,"Be sure and take the test.




",,,
75," 
Original Message ",,,
76,"November 17, 2000

Your Invitation to e-Freedom.  Gobble It Up!

********* southwest.com e-Freedom Sale *********

Who: southwest.com Customers.

What: Internet Specials for $99/$109 or less each way.

Where: All cities with scheduled Southwest Airlines
 service.

When: 7-day advance purchase beginning
 at 7:00 AM CST on November 17, 2000 through
 December 1, 2000, midnight Pacific Time.
 Travel beginning November 28, 2000 through
 March 30, 2001.

Why: To give you the Freedom to move about the country.

How: Go to http://www.southwest.com/hotfares/?src=click

***************************************************************
Another sale in one week?
It's like one more serving of mom's pumpkin pie.

Here are the details of the southwest.com Internet Special:
*Tuesday, Wednesday, and Saturday $99 or less each
way Internet Specials are available only on southwest.com
and may be combined with any other fare type.

*Monday, Thursday, Friday, and Sunday $109 or less each
way Internet Specials are available only on southwest.com
and may be combined with any other fare type.

All with the following restrictions:

*7-day advance purchase
*Travel November 28, 2000 through March 30, 2001.
 Florida markets will be blacked out March 15-30, 2001.
*Purchase beginning November 17 through
 December 1, 2000, midnight Pacific Time.
*southwest.com Internet Specials are available one-way or
 may be combined with any other fare.
 When combining with another fare, the
 most restrictive fare rules apply.
*Changes to any portion of the reservation
 (flight, dates, cities, and/or names of passengers),
 once purchased, will result in the cancellation of
 the ENTIRE reservation and rebooking at the lowest
 fare available which could result in a fare increase.

Fares do not include a federal excise tax of up to $2.75
that will be imposed on each flight segment of your
itinerary. A flight segment is defined as a takeoff and
a landing. The fares listed do not include airport-assessed
passenger facility charges (PFCs) of up to $12 roundtrip.

southwest.com Internet Specials are nonchangeable and
nonrefundable. *Ticketless Travel Online may only be
purchased with a credit card. Customers holding funds from
a previously unused trip on Southwest Airlines or Customers
who have Southwest Airlines vouchers will not be able to use
those forms of payment for Ticketless Travel Online.
*Unused funds may be applied toward future travel on
Southwest Airlines within one year of the original purchase date.

Seats are limited and won't be available on some
flights that operate during very busy travel times
and holiday periods.

Standby travel requires an upgrade to the
full unrestricted fare.

************ SUBSCRIBER INFORMATION **************
Please pass this great news on to your friends!
To subscribe to Southwest Airlines E-mail Updates,
visit http://www.southwest.com/email/

Remember, if you change your Internet service provider,
you will need to unsubscribe and resubscribe in order
to continue receiving Southwest Airlines e-mail updates.
Please visit our subscription page at:
http://www.southwest.com/email/

***************************************************************

This is a post only mailing from Southwest Airlines.
Please do not attempt to respond to this message.

Copyright 2000 Southwest Airlines Co. All Rights Reserved.


",,99/$109 99 109 up to $2.75 up to $12,Southwest Airlines southwest.com Internet Specials Ticketless Travel Online Southwest Airlines or Customers Southwest Airlines E-mail Updates Southwest Airlines e-mail Southwest Airlines Co. All Rights Reserved
77,"From: Save Our Rockets

This is probably the last update you will receive prior to election day.
Make sure to get out and vote for the arena and tell your friends, family
members, co-workers and total strangers to do the same!

In this update:

ELECTION RESULTS
MONDAY RALLY
WORKING THE POLLS
ELECTION NIGHT PARTY

",,,
78,"Contrary to popular belief, the people that actually show up to the game do 
have other things they can do if they know that the other team members will 
not show up.  So, let me know whether or not you will be there.",,,
79,"can't do it - for one I don't have curtis martin and for two fred taylor has 
no value right now - propose something for someone I have




",curtis martin fred taylor,,
80,"counter then




Phillip M Love
08/24/2000 07:48 AM
",Phillip M,,
81,what do you want for your 3rd round pick,,,
82,"i'm not a big prince fan - she might want to though




",,,
83,"you mean you don't want me to sing it anyway?




",,,
84,"not my fault - like i knew that jamal was going to blow out his knee - i didn't offer terrell davis.

what do you want for torry?

 ",jamal terrell davis torry,,
85,"713-628-3104  - why?




",,,
86,"in


",,,
87,"We have received the following executed EEI agreements

Consolidated Edison Energy, Inc. - 12/4/2000
Lassen Municipal Utility District - 10/30/2000
Clatskanie People's Utility District - 10/25/2000

Copies will be given to legal and credit.",,,Consolidated Edison Energy Clatskanie People's
