,mail_content,person_entity,money_entity,organisation_entity
12,"George,

Here is a spreadsheet that illustrates the payout of investment and builders 
profit.  Check my math, but it looks like all the builders profit would be 
recouped in the first year of operation.  At permanent financing $1.1 would 
be paid, leaving only .3 to pay out in the 1st year.



Since almost 80% of builders profit is repaid at the same time as the 
investment, I feel the 65/35 is a fair split.  However, as I mentioned 
earlier, I think we should negotiate to layer on additional equity to you as 
part of the construction contract.  

Just to begin the brainstorming on what a construction agreement might look 
like here are a few ideas:

 1.  Fixed construction profit of $1.4 million.  Builder doesn't benefit from 
higher cost, rather suffers as an equity holder.

 2.  +5% equity for meeting time and costs in original plan ($51/sq ft, phase 
1 complete in November)
      +5% equity for under budget and ahead of schedule
      -5% equity for over budget and behind schedule

This way if things go according to plan the final split would be 60/40, but 
could be as favorable as 55/45.  I realize that what is budget and schedule 
must be discussed and agreed upon.

Feel free to call me at home (713)463-8626


Phillip
 
 ",George Phillip,1.1 $1.4 million 51,
13,"Trading Profits

P. Allen  200
M. Grigsby 463
Rest of Desk 282

Total  945



I view my bonus as partly attributable to my own trading and partly to the 
group's performance.  Here are my thoughts.



  Minimum  Market   Maximum

Cash  2 MM   4 MM   6 MM
Equity  2 MM   4 MM   6 MM


Here are Mike's numbers.  I have not made any adjustments to them.


  Minimum  Market   Maximum

Cash  2 MM   3 MM   4 MM
Equity  4 MM   7 MM   12 MM


I have given him an ""expectations"" speech, but you might do the same at some 
point.

Phillip

",P. Allen Mike Phillip,,"the 
group's"
14,"Greg,

Please call or email with an update on Bank One and permitting process.

Phillip

 ",Greg Phillip,,Bank One
15,"Mike,

How did the school board meeting go last night?  

Phillip",Mike Phillip,,
16,"

 ",,,
17,"Let me know when you get the quotes from Pauline.  I am expecting to pay something in the $3,000 to $5,000 range.  I would like to see the quotes and a description of the work to be done.  It is my understanding that some rock will be removed and replaced with siding.  If they are getting quotes to put up new rock then we will need to clarify.

Jacques is ready to drop in a dollar amount on the release.  If the negotiations stall, it seems like I need to go ahead and cut off the utilities.  Hopefully things will go smoothly.

Phillip",Pauline Jacques Phillip,"$3,000 to $5,000",
18,"Tony,

Here is the completed worksheet.  I also attached both a plumbing and an electric worksheet.  

I spoke to Steve Chapman with the panel company in Kerrville.  He has a complete set of plans plus an engineers drawing of the slab.  I let him know that you would swing by and pick them up.  He said he knew Mike.  As I mentioned, Mark Olguin should also have a complete set.  I will arrange for the additional copies to be mailed.

   

Call with questions. 

Phillip
713-853-7041",Tony Steve Chapman Mike Mark Olguin Phillip,,
19,"Is AMF willing to put up the additional earnest money and acknowledge June 29th as the day they were supposed to close  or do they believe they are honoring the contract by closing on July 18th?  Of course, I would prefer to close as soon as possible.  

I received the fax from the stagecoach.  I am willing to pay any small expenses like the phone bill incurred prior to April 20th.  What is the status of the release and the utility transfer?

Phillip

 ",Phillip,,
20,"Gentlemen,

Today I finally received some information on the status of the work done to 
date.  I spoke to Hugo Alexandro at Cuatro Consultants.  The property is 
still in two parcels.  Hugo has completed a platt to combine into one  lot 
and is ready to submit it to the city of San Marcos.  He has also completed a 
topographical survey and a tree survey.  In addition, he has begun to 
coordinate with the city on the replatting and a couple of easements on the 
smaller parcel, as well as, beginning the work on the grading.  Hugo is going 
to fax me a written letter of the scope of work he has been engaged to 
complete.  The total cost of his services are estimated at $38,000 of which 
$14,000 are due now for work completed.  

We are trying to resolve the issues of outstanding work and bills incurred by 
the original developer so we can obtain the title to the land.  If we can 
continue to use Cuatro then it would be one less point of contention.  Hugo's 
number is 512-295-8052.  I thought you might want to contact him directly and 
ask him some questions.  I spoke to him about the possibility of your call 
and he was fine with that.  

Now we are going to try and determine if any of the work performed by Kipp 
Flores can be used.

Keith and I appreciate you meeting with us on Sunday.  We left very 
optimistic about the prospect of working with you on this project.

Call me with feedback after you speak to Hugo or with any other ideas about 
moving this project forward.

Phillip","Hugo Alexandro platt Kipp 
Flores Keith Phillip","38,000 14,000",Cuatro Consultants Cuatro
21,"Reagan,

Here is the cost estimate and proforma prepared by George and Larry.  I am 
faxing the site plan, elevation, and floor plans.





Phillip",Reagan George Larry Phillip,,
22,cannot open this file. Please send in different format,,,
23,"very useful...thx.   keep me posted




",,,
24,"I almost forget about your debt, but then your BMW 315ia reminded me of it.",,,BMW
25,"I've got a ""strategy"" mtg from 3:00 - 5:00.  It's very important.  I've got 
to strategize about things.  Not sure about exactly what.  Just things.


",,,mtg
26,you'll be happy to know i get my car back today,,,
27,"agree with contango story .   cash to futures pretty bullish but a picture 
where agressive inj now are bearish later.  so curve should flatten.  also 
back of curve (cal2,3) under a lot of pressure now.  customers will be buying 
all the way down and will get fucked just like last year.  contango has been 
under considerable pressure even with the front falling...any rally should 
result in those snapping in to 4.  good scalp in my opinion.
definitely seeing your side on the $5 level.  surprised we havent gotten more 
demand back as we sit at these lower levels.  
off to cabo today for a long weekend.  kind of exhausted at work right now so 
a much needed break.




",,5,
28,how about benjys?,,,
29,"Andy:
Enjoyed meeting with you.  

One more thing I did not address.  My ultimate goal is to move all volume to 
EOL.  However, in addition to the NYMEX, we have about 6 other viable 
electronic trading systems.  We make it a point to never support these if 
possible.  We will only trade if the other system's offer is at or greater 
than our bid.  For instance, if we are 6/8 but have a strong inclination to 
buy and another system is at 7, I will simultaneously lift their 7's and move 
my market to 7/9.  The lesson the counterparty gets is he will only get the 
trade if I'm bidding 7 and he will only get executed when it is a bad trade 
to him.  People have learned fairly quickly not to leave numbers on the other 
systems because they will just get picked off.  If they don't post numbers on 
the other systems, the systems get no liquidity and die.

I mention this because I have heard that Enron is a fairly large trader on 
Spectron's system.  I don't know whether it is in regards to gas, power, or 
metals.  Just something to think about and maybe talk about with the other 
traders.
John




Andrew Fairley
02/20/2001 11:15 AM
","Andy John




 Andrew Fairley
",,NYMEX Enron Spectron
30,"Attached please find the Natural Gas market analysis for today.

Thanks,

Bob McKinney

 - 10-5-01 Nat Gas.doc ","Bob McKinney

 - 10-5",,
31,"
  
 
  
 http://www.5starweb.co.uk/fun/bush.htm ",,,
32,"
	
Enron in Action can be accessed through the new Community Relations web site at http://cr.enron.com/eia.html .  In this week's issue you will find out information regarding:

Enron Happenings 
Sponsor a Child - Win a Ticket to Cirqie du Solei

Enron Volunteer Opportunities
Saint Nicholas Needs Your Help!
Nutcracker Volunteer Opportunity
Camp Noah - Daycamp for Children Recovering from Disaster
Thanksgiving Volunteer Opportunity

Enron Wellness
Holiday Fashion Show & Luncheon
Weight Watchers

In addition, Enron in Action is available through a channel on my.home.enron.com.  To add this channel to your set-up click on the channels link at the top of the screen and under announcements check the Enron in Action box.  

",,,Enron Community Relations http://cr.enron.com/eia.html Enron Happenings Cirqie du Solei Enron Wellness my.home.enron.com
33,"The report named: NG - PROPT P/L <http://trv.corp.enron.com/linkFromExcel.asp?report_cd=11&report_name=NG+-+PROPT+P/L&category_cd=5&category_name=FINANCIAL&toc_hide=1&sTV1=5&TV1Exp=Y&current_efct_date=11/26/2001>, published as of 11/26/2001 is now available for viewing on the website.",,,NG - PROPT P/L <http://trv.corp.enron.com
34,"speed on eol
message for monday 
how to move to algorithms
dave or tom moran",tom moran,,
35,"Hello, I noticed you carried several of the 98 Zoom Zins.  Any chance you 
have the 33 year old vines version?  Please advise,
John",,,
36,"Vlade:
I have not heard back from you.  What is the schedule for changing the VAR 
process?
Please reply,
John",Vlade,,
37,"John,
	I will have my cell with me until Saturday the 22nd.  713-569-4684.  From the 22-29th please reach me at 781-830-9199.  I will be out of the country but checking in at that number.  I will call you tonight to make sure that this information has made it to you.   Thanks-Jeb",John,,
38,"The EOL Reporting Database treats any distinct deal number as a separate 
unique deal.  An example would be a deal done with KUKUI Inc. on November 
8th, 2000.  It is booked as deal numbers Q86409.1, Q86409.2, Q86409.3, and 
Q86409.4.  These are four separate and unique deal numbers and therefore 
count as a total of four deals.     

We understand that the trade desk may consider the deal in this example as 
just one large deal with 4 different parts.  Unfortunately,  the EOL 
Reporting Database has no way of telling whether or not these types of deals 
are distinct different deals or part of one larger deal.  Since this 
currently can not be known, the EOL Reporting Database uses the most 
conservative approach and counts them all as individual deals.  This results 
in a higher OTC deal count and thus a lower EOL percentage of all deals.

If you have any further questions , please don't hesitate to ask.

Pete Berzins
x57597

",Pete Berzins,,KUKUI Inc. the EOL Reporting Database
39,"most bullish thing at this point is moving closer to everyone's
psychological $4 price target and that everybody and their dog is still
short.  next sellers need to be from producer community.  saw a little this
week with williams hedging the barrett transaction but wouldnt say thats
indicative of the rest of the e&p community.  short covering rallies will
get more common here.  velocity of move down has slowed significantly for
good (except maybe in bid week).  my concern is if we go to $4 and people
want to cover some shorts, who's selling it to them?  might feel a lot like
it did when we were trying to break $5.



",williams barrett,4 5,e&p
40,"the implied market on that from put spreads is 5.3:1.    I'll take 4:1.    
that's all the juice i'll pay.


",,,
41,"australia definitely sounds cool.  might be a little tough though.   
i'd be in for keemah if you want to do that


",,,keemah
42,"Stinson:
Can we do the meeting today at 4:00?",Stinson,,
43,"He just rescheduled to Wednesday.   How about dinner on Wednesday after that ?


",,,
44,"Yesterday, Aquilla sold March at 5.77 and 5.76 for HeHub.  Please change it 
to Nymex",,,Aquilla HeHub Nymex
45,"Kim:
Are John's tix available for the following games:

July 16 or 17  	Cleveland	
Sep 11,12 or 13	San Francisco
Sep 23		Chicago

Thanks,
John",Kim John,,
46,"1.  Did API's indicate that there may have been switching from resid back to gas?

2.  Did the 2 crude traders that left quit or get fired?",,,API
47,"that night i had so  much brain damage i couldnt function.

as opposed to ????




",,,
48,"Although I love you, that's not appropriate for any 3 way sleeves.  EFS should be billed normally.

 ",,,
49,call me when you get this,,,
50,"Hello:
I just wanted to arrange to meet for the Astros tickets.
I work and live downtown.  
My cell phone number is 713-557-3330.  
Thanks,
John",,,Astros
51,"Hi Harry,
?
Just thought of saying hi since it has been an long  time.? How's everything 
in Houston?? Things in banking are slowing  down.? I'm just hoping that this 
project I'm staffed on will go live.?  There is a 90% chance.? Most activity 
now in Asia is M&A related.?  You see cross-border deals happening, i.e. 
Europe into Asia and Asia into the  U.S.? High yield and convertibles appear 
to be rocketing.? I've  encountered a couple of personalities at Lehman but 
so far things are  okay.??? Just got the bonus and so I'm thinking where to 
park the  money.? Maybe I'll invest it in power technology?since California  
lacks electricity.? Who knows.? 
?
I heard from Jens that you moved to Enron Online.? Jens got a great  vacation 
in Cuba.? I wish I could have joined him.
Well, that's all for now.
?
Best regards,
?
Roy",Harry Jens Roy,,M&A Lehman Enron Online
52,"I discovered that I included 2 emissions deals in the Nevada Report so please replace it with this one.

 ",,,the Nevada Report
53,"
Diane,

My request was for the financial deals.  But if you have access to the physical RMT/Intercompany -- I would like those too.

Susan 

 ","Susan 

 ",,
54,"
Ellen,

Please check to see if there are any ""live"" physical deals with the captioned counterparty.  If so, please provide a hard copy of the confirmation(s) evidencing such deals.

I wuld appreciate receipt of such confirmations by Wednesday, February 6th.

Many thanks for all your help.


Cordially, 
Susan S. Bailey
Enron North America Corp.
1400 Smith Street, Suite 3803A
Houston, Texas 77002
Phone: (713) 853-4737
Fax: (713) 646-3490
","Ellen Susan S. Bailey
",,Enron North America Corp.
55,"
Cutiest,

Sorry for my absence -- but we have both been extremely busy lately with all the meetings going on.  However, I just wanted you to know that you are always in my thoughts, even though we may not see each other.

I have wanted to contact you for days, but there was never a free or good moment.  Most of my group is gone this afternoon, so I had a chance to drop a line and check on  how you are fairing.

I have received the news on the Boss and hope you are being taken care of -- since you have been a team for almost 25 years.    Please lets not lose touch -- you & I have shared many good & bad times together and I do not want to lose my only ""sister"".

Love you,

Sciullo",,,Sciullo
56,"Our usual place is just fine--unless there is a new place your interested in trying????

I am flexible too.

",,,
57,"In our morning meeting yesterday you asked what the financial picture looked like on this CP.

This is in-the-money (ITM) to ENA approximately $69,000.  There is one gas swap (TAGG# VH6425), which expires Jun02.

Hope this helps.

Louis R. DiCarlo
ENA Gas Structuring
Phone: 713-345-4666
",Louis R. DiCarlo,"approximately $69,000",ITM ENA
58,"I received a valid termination notice from AirTran designating March 13, 2002 as the Early Termination Date for financial deals.

Sara Shackleton
Enron Wholesale Services
1400 Smith Street, EB3801a
Houston, TX  77002
Ph:  (713) 853-5620
Fax: (713) 646-3490",Sara Shackleton,,Enron Wholesale Services
59,"Houston Astros Baseball season tickets are available sale to employees at their face value.  The seats range in price from $2,490 to $3,237 for the season, and are located in the box and club levels. 

If you're interested in being on the list of potential buyers for Enron's season tickets to the Astro's 2002 home games, please indicate your interest by 4PM, Central Time on Thursday, March 21 via e-mail to Elizabeth Linnell.  In your e-mail, please indicate the number of seats you're interested in purchasing for the full season (no partial season or individual games).  Once the number of interested potential buyers is determined, we'll know whether a lottery process will need to take place to fairly allocate the purchase opportunities and will communicate that to respondents.

Please note that the season begins on Friday, March 29 so payment for the tickets will need to be made early next week. 

If you have any questions, please call Elizabeth Linnell at x33896 or Rachel Tobor at x31481.",Elizabeth Linnell x33896 Rachel Tobor,"2,490 3,237",Houston Astros Baseball Enron Central Time x31481
60,"Susan, sorry, but I have just found out I won't be able to do lunch today.  Sorry for the confusion.  Sorry for asking and then backing out.  S",Susan,,
61,"

Do you have lunch plans today?  ",,,
62,"Tana Jones is out of the office and will return Thursday, November 29.",Tana Jones,,
63,"Please be advised the attached credit worksheet for AltaGas Services should be put on the High Priority List as their is a potential deal pending with Derek Davies in Calgary.  Please forward draft ISDA with credit terms to Derek Davies for further handling as soon as possible.  Call with questions or comments. 

Thanks
Wendy


 
 ",Derek Davies Wendy,,AltaGas Services ISDA
64,"We have received an executed Amendment Agreement dated as of September 19, 2001 between The Chase Manhattan Bank and Enron North America Corp.  The amendment (i) amends the definition of ""Specified Swap"" to include foreign exchange spot or foreign exchange forward transactions or currency option transactions; (ii) to specify that The Chase Manhattan Bank is a Multibranch Party and may act through any Office specified in a confirmation; and (ii) to add a ""Scope of the Agreement"" provision which states that if the parties enter into a ""Specified Swap"" (as defined in the master agreement) such ""Specified Swap"" shall be subject to, governed by and construed in accordance with the terms of the agreement unless the confirmation relating thereto specifically states to the contrary.

In addition, we have received an executed Amendment Agreement dated as of November 8, 2001 between The Chase Manhattan Bank and Enron North America Corp.  The amendment replaces the definitions of ""Settlement Amount"" and ""Loss"" as set forth in the master agreement.

Copies will be distributed.",,,The Chase Manhattan Bank Enron North America Corp.
65,"Please find attached the credit worksheet for OEFC.  Please prepare a draft ISDA and forward onto Jan Wilson for further handling.  Credit questions, please contact me at 713-853-0699.

Thanks
Wendy\

 ",Jan Wilson,,OEFC ISDA
66,"

Diane or Patrick,

I need help from one of you in connection with providing copies of the Confirmation(s) for the following Counterparties:

				Boise Cascade Corporation
				Dial Corporation (The)
				Lin Pac, Inc.
				Master Packaging (N.B.) Inc.
				Norske Skog Canada Limited 
				Rand-Whitney Container Board, L.P.


ENA does not have a master in place for the above-mentioned, therefore, the confirmations, will provide the information needed for review.
In light of this, please make sure your Confirmation copy includes the GTC.   Further, please provide a copy of all confirmations for those trades which are live, active and on the books.


This request must be handled on an immediate basis, so could we have the copies by the close of business today -- January 16th.

Thanks,

Susan  ",Diane Patrick Lin Pac Susan  ,,Boise Cascade Corporation Dial Corporation N.B.) Inc. Norske Skog Rand-Whitney Container Board L.P. ENA GTC
67,"
",,,
68,"Earlier today, I stepped down as Enron's Chairman of the Board and Chief Executive Officer.  This decision was reached in cooperation with Enron's Board and the Creditor Committee and is effective immediately.

To emerge from bankruptcy, Enron needs a CEO who can focus 100 percent of his or her efforts on rebuilding the company.  Unfortunately, with multiple inquiries and investigations that require my immediate attention, at this time I am unable to fully concentrate on what is most important to Enron's stakeholders - preserving value for our creditors and our dedicated employees.

The Creditor Committee has begun a search for a restructuring specialist to serve as interim CEO to help the company emerge from bankruptcy.  This individual will join Enron's remaining management team to direct the company's ongoing operations.

I truly believe Enron can and will survive.  I will remain a Director of the Board to help see that it does.

During my time at Enron, I have witnessed tremendous change and opportunity.  I have seen people rigorously grow and maintain one of the world's most efficient and safest gas pipeline networks; I have seen people dedicate themselves to a cause that became a passion - the opening of energy markets; I have observed smart people come together as a team to build creative solutions like EnronOnline; and I have watched people tirelessly give of themselves to help their fellow employees and those in the community.  Regardless of what has happened, I am proud of so much of what we were able to accomplish here.

Thank you for your contributions to the company and for the inspiration you have been to me over the years.

Ken Lay",Ken Lay,,Enron Board the Creditor Committee The Creditor Committee EnronOnline
69,"why don't you just make the payment to them this month and we will set up the 
arrangement next month when you have your new job




",,,
70,"i will give you bill schroeder and jerome bettis




",bill schroeder jerome bettis,,
71,"yeah, i got it.  thank you.

I  can go but I was waiting to hear from Shanna to see if she can go

I will let you know

love,
e




",Shanna,,
72,"what are you trying to show me? 

this just sends me to the ap website




Brian Hoskins
08/25/2000 11:34 AM
","Brian Hoskins
",,ap
73,"ok, you want something fair, and you want dillon and davis in a package?

how about dillon and davis, for your whole team b/c that is the only trade 
that i think is fair for my team 

let me know what you think




Phillip M Love
08/24/2000 10:09 AM
",dillon davis Phillip M,,
74,"This in an automated e-mail sent out from the Commissioner.COM
web site.  Do not reply to this e-mail, but instead please visit
your league's site at http://football.commissioner.com/kourn


",,,
75,"not sure yet, i am hearing maybe on thurs.  i'll let you know





Nick Hiemstra
08/18/2000 10:35 AM
",Nick Hiemstra,,
76,"I don't know yet, I will probably know sometime next week.  I will keep you 
posted!




",,,
77,"Our League Site has been set up.  It is the same site as last year.  Please 
take some time to Change your team name and logo.  In addition, for those new 
players, the rules are listed on the site.

Let me know if you have questions.

The league abbreviation is kourn.

http://football0.commissioner.com/mp/splash/join-mgmt

Eric",kourn Eric,,Our League Site
78,"i will recap at the draft


   


From:  Bryan Hull                                                             
07/19/2000 10:18 AM	
	
	
	                           
	

",Bryan Hull,,
79,"By unanimous vote we will pre-determine the draft order.  So, if nobidy has 
any objections, I will pick the draft order here at work under the scrutinhy 
of several other players ( Dave B, O. Winfree, M. Lenhart, M. Walters).

Also, by majority vote, will have a required tight end posn.  Meaning the 
starting lineups will include 1QB, 2 RBs, 3 WRs, 1 TE, 1 K, 1 Def.


Please e-mail back if you are ok with me picking the draft order.

Eric",Dave B O. Winfree M. Lenhart M. Walters Eric,,WRs
80,"Hi Folks,

As we head into your FF Playoffs, weather is a real factor in many games.
Knowing how it will affect your players can be huge.  With that in mind, I'm
pleased to introduce our Weather Guru, Mike McVay.  Mike's a Meteorologist
with WOWK - TV in West Virginia.  He also happens to be a very successful
Fantasy Football Fanatic.  What a deal.  Not unlike when I call on my
Physician friends for injury advice, Mike will offer his expert insights to
give you a sneak peek at how the weather may affect key games.

I'll see you early Thursday morning with our Matchups to Avoid and Exploit
and Players in the News.  In the meantime, here's an early look at some
developing weather situations that could affect your players this weekend.
Thanks Mike!



Joe




",Weather Guru Mike McVay Mike Joe,,FF Playoffs WOWK - TV
81,"check out this site.  louise starts school aug 14, so if we all go it would 
have to be before then.
",,,
82,"all you need to do is input your notional positions in the yellow fields

",,,
83,"fitting story
",,,
84," Let me know whether or not you will be there.  Please try to make it by 9:15.




",,,
85,"Are you excited about the sequel?  Don't worry, I'll go se it with you.

I know you are excite about the reunion, so I won't even ask about that.

EB




",,,
86,"The world is treating me ok.  It's just that I can't stop losing money.  It 
hasn't been a very good start to my trading life.  What is going on in your 
world?  I hope to make it out to the house sometime soon.

Love, Eric




",Eric,,
87,"Print Sale Think presents!  Today (12/4) you can take advantage of the Rice 
University Art Department's Annual Print Sale!
 From 9:00 a.m. to 7:00 p.m., you may visit Room 201 at Sewall Hall on the 
Rice campus.  Available items will include 
 etchings and lithographs by Rice University students and faculty, as well as 
prints from TEMBO Studios, Flatbed 
 Press-Austin, and the University of Houston printmaking students.  Artists 
Services will be present to assist with 
 your framing needs and all proceeds benefit the art departments of Rice 
University and the University of Houston.

Holiday Party at The Museum of Fine Arts Houston invites all Enron employees 
to the 14th Annual Corporate Partners Holiday
the MFA! Party to celebrate the partnership of business and the arts.  Stroll 
through exhibitions, sample a selection of delicious 
 desserts, and enjoy festive holiday entertainment with your family.  Create 
your own holiday craft and have a keepsake 
 photograph taken of you and your family!  RSVP at 713-639-7585 and mark your 
calendars for:

 Tuesday, December 12
 7:00 p.m. to 9:00 p.m.
 The Museum of Fine Arts - Caroline Wiess Law Building
 1001 Bissonnet 

Galleryfurniture.com Enron is a proud sponsor of the Galleryfurniture.com 
Bowl!  Come out and witness the bowl fever as it hits Houston
Bowl! on December 27 at the Houston Astrodome.  Come watch the Big XII 
Conference face off against Conference
 USA.  All proceeds from ticket sales will go to AIDS Foundation Houston 
(AFH) Investment of a Lifetime program, 
 which benefits Houstonians with life threatening illnesses.  For more 
information contact Greg Grissom at 
 ext. 58741.



Vision Fair  SEARCH is having a Vision Fair every day this week from 8:00 
a.m.-noon and needs volunteers for the morning 
Volunteers! to take information from clients.  No previous screening 
experience is necessary.  If interested contact Stefani Harris at 
",Rice Greg Grissom Stefani Harris,,"University Art Department's Annual Print Sale Rice University TEMBO Studios Flatbed 
 Press-Austin the University of Houston Rice 
University Holiday Party The Museum of Fine Arts Enron MFA Party The Museum of Fine Arts - Caroline Wiess AFH Vision Fair"
88,"Greetings from Amazon.com.

We thought you'd like to know that we shipped your items today,
and that this completes your order.

Thanks for shopping at Amazon.com, and we hope to see you again soon.

The following items were included in this shipment:
",,,Amazon.com
89,"Can you map this the same as HPL Zone#9 - Freeport? 

Thanks,

Eric 3-0977




Imelda Frayre
01/07/2000 10:59 AM
","Eric 3-0977 Imelda Frayre
",,HPL
90,"this is kind of funny . . . but not true  :)


   
	Enron North America Corp.
	
",,,Enron North America Corp.
91,"don't be giving my address out to solicitors


   
	Enron North America Corp.
	
",,,Enron North America Corp.
