,mail_content,person_entity,money_entity,organisation_entity
14,"?
sparesFinder Friends
?
In their quarterly review, The Sunday Times  and Bathwick Group have ranked=
=20
sparesFinder at number 47 of Europe's top 100  e-businesses, dubbed the=20
""e-League"". We are delighted to be named and to debut  more than half way u=
p=20
the list. (For those of you receiving this message in  plain text, you can=
=20
find the e-League commentary page at=20
http://www.bathwick.com/ir/eleague/commentary.shtml)
?
Please note the mention we get in paragraph  two, as ""a young company with =
a=20
great concept,"" in the update commentary below.  For the full review, just=
=20
click on the Top 100 and see sparesFinder at 47.  You'll also see us in The=
=20
Sunday Times itself when the e-League is printed in  the new year.
?
Coming on the heels of recent reviews from  Schroder Salomon Smith Barney a=
nd=20
Goldman Sachs, this is further good news and  endorsement for the=20
sparesFinder initiative. Thank you for your support  and?role in helping ma=
ke=20
this happen.=20
?



The Sunday Times
e-League home
in association with
The Bathwick Group

Click below to view the  NEW top 100

To Top 100



E-league Contents- - - - - - - - - - - - - - - - -- Assessment criteria- Ha=
ve=20
your say- Email  subscription

Previous Rankings- - - - - - - - - - - - - - - - -- Launch - 2 July 2000- 6=
=20
Aug  2000

E-league Sponsors- - - - - - - - - - - - - - - - -CazenoveHewlett PackardKP=
MG
Oracle

Disclaimer

Return to Bathwick Investment  Research

[IMAGE]
The e-league is updated on a  regular basis. If you would like to receive=
=20
updates please register  today.=20

=09
=09
=09Brief commentary - October update
=09This update sees one notable exit =01) that of  Boxman.com from no.20 la=
st time=20
(August). Boxman had a good  management team, business model, cost control,=
=20
and customer base,  but was a victim of over-ambition and negative investor=
=20
sentiment in  the light of long or lengthening periods of losses. Others=20
will  probably follow over the coming months.
=09
=09As with the last  update, though, there's more good news than bad =01) n=
ew=20
entries  include a number of strong b2b companies, including =20
Sparesfinder.com, a young company with a great concept for cutting  costs f=
or=20
heavy industries.
=09
=09On a general note, The standard  of companies in the e-league (against w=
hich=20
all are judged)  continues to improve, and scores have been adjusted to=20
reflect the  improving average.
=09
=09There are still some notable exceptions  that warrant a place in the lea=
gue,=20
but from which we have been so  far unable to obtain sufficient data for th=
e=20
assessment, including  many continental European companies such as=20
Chateauonline, and  Mercateo and other UK companies like Medexonline.=20
=09
=09Future  developments will include more analysis of individual market sec=
tors =20
and the addition of selected company profiles =01) we will provide more  de=
tails=20
on this site over the next month.
=09
=09
=09
=09The Sunday Times and The Bathwick  Group would like to extend their than=
ks to=20
the sponsors of the  e-League
=09
=09[IMAGE]
=09[IMAGE]
=09[IMAGE]
=09[IMAGE] =20
=09
=09
=09
=09
=09=09
=09=09
=09=09
=09=09[IMAGE]
=09=091
=09=09?band-x.com=20
=09=092
=09=09?mondus.com=20
=09=093
=09=09?deal4free.com=20
=09=094
=09=09?jobserve.com=20
=09=095
=09=09?silicon.com=20
=09=096
=09=09?wgsn.com=20
=09=097
=09=09?beenz.com=20
=09=098
=09=09?moreover.com=20
=09=099
=09=09?sportal.com=20
=09=0910
=09=09?vavo.com=20
=09=0911
=09=09?thinknatural.com=20
=09=0912
=09=09?europeaninvestor.com=20
=09=0913
=09=09?streetsonline.co.uk=20
=09=0914
=09=09?blackstar.co.uk=20
=09=0915
=09=09?tiss.com=20
=09=0916
=09=09?netdoktor.com=20
=09=0917
=09=09?sharepeople.com=20
=09=0918
=09=09?goindustry.com=20
=09=0919
=09=09?peoplesound.com=20
=09=0920
=09=09?kelkoo.com=20
=09=09
=09=09
=09=09To view the full Top 100 table click here. =20
=09=09
=09=09
=09=09
=09=09
=09=09
=09=09","just=
= Salomon Smith ke=20
 Boxman Others=20
 hich=20
 to=20
 Mercateo tails=20
 09=09
 09=09?deal4free.com=20
 09=09?thinknatural.com=20
= 09=09?streetsonline.co.uk=20
 09=09?blackstar.co.uk=20
 09=09?peoplesound.com=20
",,"The Sunday Times   Bathwick Group can= Sunday Times the e-League Goldman Sachs the=20
sparesFinder The Bathwick Group Bathwick Investment  Research The Bathwick  Group"
15,"cant handle the pressure of big money??




",,,
16,why does everybody in this company know my p&l?????,,,
17,"Fine




Ina Rangel
08/22/2000 02:08 PM
",,,
18,"Web server noticeably slow today.  I'm getting a lot of bad failed trades 
(2-3 seconds behind when I change a price).
Not necessarily slower than yesterday, but definitely slower than a month 
ago.",,,
19,"thx




Liz M Taylor
08/09/2000 08:54 AM
",Liz M Taylor,,
20,"Hey,
Can Greg fit me in for about 30 minutes tomorrow afternoon?

",Greg,,
21,"Vlady:
In preparation for our discussion tomorrow, can you run VAR numbers for some 
mini-portfolios:

Portfolio 1.   +1000 November Nymex
                -1000 December Nymex

 2.     -1000 July Nymex Straddles

 3.     +1000 July 2002 Nymex

 4.     +1000 July 2002 Nymex
         - 1000 August 2002 Nymex

 5.     +1000 July Socal Basis

 6.     +1000 July Chicago Basis
          -1000 July Michcon Basis

 7.     +1000 July Henry Hub Index

 8.     +1000 July 2003 Chicago Basis

Again, these are separate portfolios.  I'm trying to check that the VAR 
numbers make logical sense.  
Thanks,
John     ",Nymex John,,VAR Chicago Basis
22,"you dont like my ideas




",,,
23,"are we first?  if not, when does the road show start and/or when does the 
basic theme get distributed around the industry?


",,,
24,"true




Jeanie Slone
02/27/2001 10:06 AM
","Jeanie Slone
",,
25,just sold 500 q/u at .05      that was the pop i'm looking for,,,
26,"Contact Andy Rowe at 713 966 2107.   
They are a medium term fundamental energy player.  They have never indicated 
any interest in anything besides nymex or hub gas daily, but that may 
change.  They have interest in trading on EOL but have not gotten approval 
yet.




",Andy Rowe,,
27,"continental.com Specials for john arnold
Tuesday, October 9, 2001
****************************************
EARN DOUBLE MILES THAT APPLY TOWARD ELITE STATUS

We're offering double miles to OnePass members traveling between October 2 and November 15, 2001 on Continental Airlines, Continental Express and Continental code-share flights. In addition, these double miles will apply toward 2002 Elite status.

Visit:
http://continentalairlines.rsc01.net/servlet/cc?JHDUTWEqHkghsKFLJmDLgkhgDJhtE0EV
to register and for complete details.


TOOLS FOR THE MOBILE TRAVELER

You can conveniently manage your travel planning and OnePass account with Continental's wireless services when and where you want. We make it easy for you to get the information you need.

* Check real-time flight status
* View Continental schedules
* View current eTicketed itineraries
* Check seat availability for a Continental flight
* Check OnePass Mileage Balance
* View Continental contact information
* Check Ticket Office and Presidents Club Locations and Numbers

Visit:
http://continentalairlines.rsc01.net/servlet/cc?JHDUTWEqHkghsKFLJmDLgkhgDJhtE0EU
and get connected


****************************************
TABLE OF CONTENTS
1. This Week's Destinations
2. Westin Hotels & Resorts, Sheraton Hotels & Resorts, Four Points by Sheraton, St. Regis, The Luxury Collection and W Hotels
3. Hilton Hotel Offers
4. Alamo Rent A Car Offers
5. National Car Rental Offers

****************************************
1. THIS WEEK'S DESTINATIONS

Depart Saturday, October 13 and return on either Monday, October 15 or Tuesday, October 16, 2001. Please see the Terms and Conditions listed at the end of this e-mail.

For OnePass members, here are special opportunities to redeem miles for travel to the following destinations. As an additional benefit, OnePass Elite members can travel using the miles below as the only payment necessary. The following are this week's OnePass continental.com Specials.

To use your OnePass miles (as listed below) to purchase continental.com Specials, you must call 1-800-642-1617.

THERE WILL NOT BE AN ADDITIONAL $20 CHARGE WHEN REDEEMING ONEPASS MILES FOR CONTINENTAL.COM SPECIALS THROUGH THE TOLL FREE RESERVATIONS NUMBER.

If you are not using your OnePass miles, purchase continental.com Specials online until 11:59pm (CST) Friday at
http://continentalairlines.rsc01.net/servlet/cc?JHDUTWEqHkghsKFLJmDLgkhgDJhtE0EW
You can also purchase continental.com Specials for an additional cost of $20 per ticket through our telephone service at 1-800-642-1617.


****************************************
TRAVEL MAY ORIGINATE IN EITHER CITY
****************************************
****Roundtrip BETWEEN CLEVELAND, OH and:

$29 + 10,000 Miles or $109 - Chicago, IL (Midway only)
$29 + 12,500 Miles or $119 - Louisville, KY
$29 + 12,500 Miles or $129 - Milwaukee, WI
$29 + 12,500 Miles or $129 - New York, NY  (LaGuardia only)

****Roundtrip BETWEEN HOUSTON, TX and:

$29 + 10,000 Miles or $109 - Austin, TX
$29 + 10,000 Miles or $109 - Brownsville/South Padre Island, TX
$29 + 10,000 Miles or $109 - Gulfport/Biloxi, MS

****Roundtrip BETWEEN NEW YORK/NEWARK and:

$29 + 10,000 Miles or $109 - Portland, ME
$29 + 12,500 Miles or $119 - West Palm Beach, FL


****************************************
2. CONTINENTAL.COM SPECIALS LAST-MINUTE WEEKEND RATES FROM WESTIN HOTELS & RESORTS, SHERATON HOTELS & RESORTS, FOUR POINTS BY SHERATON, ST. REGIS, THE LUXURY COLLECTION, AND W HOTELS

Visit our site for booking these and other Last-Minute Weekend Rates for this weekend October 12 - October 16, 2001.
http://continentalairlines.rsc01.net/servlet/cc?JHDUTWEqHkghsKFLJmDLgkhgDJhtE0EX

","john arnold
 WI
 LaGuardia",AN ADDITIONAL $20 20 1-800-642-1617 $29 $109 - Chicago $119 29 129 $109 - 109 $109 - Portland $119 - West,OnePass Continental Airlines Continental Express Continental View Continental eTicketed Westin Hotels & Resorts Sheraton Hotels & Resorts The Luxury Collection and W Hotels Hilton Hotel Offers Midway WESTIN HOTELS & RESORTS SHERATON HOTELS & RESORTS SHERATON REGIS
28,"no need to eliminate specialization but there is a huge amount of duplication.. (for the record i am not weaseling my way into the chief fundamentalist role)..i think the specialization could remain but teh information should be commonly housed and centrallly disseminated) For example, why dio we need 4 stack models..it would be better to concentrate our effort and knowledge on making on great one
also in terms of headcount, elimination of  dupplication means reduced costs....do we really need to be hiring 100 analysts a year.......? where are we going to  put them all
let's keep the strongest and ditch the rest

 ",dio,,centrallly
29,"

Good Morning,

Just a reminder to get your AGA estimates in by Noon EST (11:00 CST).

Last Year      +62
Last Week      +66


Thank You,
Daryl Dworkin
BNP PARIBAS Commodity Futures, Inc.





_____________________________________________________________________________________________________________________________________

Ce message et toutes les pieces jointes (ci-apres le ""message"") sont etablis a l'intention exclusive de ses destinataires et sont confidentiels. Si vous recevez ce message par erreur, merci de le detruire et d'en avertir immediatement l'expediteur.

Toute utilisation de ce message non conforme a sa destination, toute diffusion ou toute publication, totale ou partielle, est interdite, sauf autorisation expresse.

L'internet ne permettant pas d'assurer l'integrite de ce message, BNP PARIBAS (et ses filiales) decline(nt) toute responsabilite au titre de ce message, dans l'hypothese ou il aurait ete modifie.
	","Daryl Dworkin
 ci-apres le etablis par erreur immediatement l'expediteur toute responsabilite au dans l'hypothese ou",,"AGA BNP PARIBAS Commodity Futures, Ce message et toutes les merci de le detruire et d'en avertir Toute utilisation de ce toute diffusion ou totale ou partielle sauf autorisation expresse BNP PARIBAS il aurait ete modifie"
30,"plus 50 for the minni bet 185

",,,minni
31,"John,

We are meeting with Bo this Thursday in New York.  Attached is a Specialist Term Sheet that we will use for our discussion.  We will also be incorporating a technology term sheet in our discussions.  Please review the attached and let me know of any comments you have.  Thanks.

 

Bob Shults
EnronOnline LLC
Houston, Texas 77002-7361
713 853-0397
713 825-6372 cell
713 646-2126
",John Bob Shults,,EnronOnline LLC
32,"Dear U.S. Soccer Fan -
As a member of ussoccerfan.com, not only do you get access to enhanced ""fans-only"" areas of our web site (including Live Chats with players and coaches, as well as new desktop wallpaper images and e-postcards each month) but we also offer special discounts to our most loyal fans on tickets to select matches and priority in purchasing tickets to some of soccer's most sought-after events - including the World Cup.

Now, with the Holiday shopping season rapidly approaching, we're offering ussoccerfan.com members an an opportunity to enjoy some great ""early bird"" savings on select U.S. Soccer gear. The U.S. Soccer Store at http://www.ussoccerstore.com/ is offering all U.S. Soccer Fans up to 25% off on three of its most popular items:

The Nike U.S. Soccer cap - was $19.95, now $14.95!
Available in Navy and Khaki, this hat has the red, white, and blue U.S. Soccer crest boldly embroidered on its crown. You can see this classic Nike hat at: http://www.ussoccerstore.com/headgear.html

The very popular Nike Stadium T-shirt - was $19.95, now $14.95!
Available in U.S.A. patriotic red, this 100% pre-shrunk cotton Nike tee is printed on both sides with the U.S. Soccer logo on front and the CONCACAF final five qualifying teams on the back. You can see this spirited Nike tee at: http://www.ussoccerstore.com/us50205551.html

The Official U.S. Soccer Men's National Team or Women's National Team 2002 wall calendars - was $11.95, now $9.95!
A 16-month calendar (Sept. 2001 - Dec. 2002), each month features two action photographs and a short bio on a player from the respective U.S. Men's or Women's National Teams. You can see this colorful action-packed calendar at: http://www.ussoccerstore.com/novelty.html

The U.S. Soccer Store offers the biggest selection of Officially Licensed U.S. Soccer products. You can see the full selection of U.S. Soccer Store licensed merchandise by going to: http://www.ussoccerstore.com

Thank you for supporting U.S. Soccer!

",http://www.ussoccerstore.com/headgear.html,19.95 14.95 11.95 9.95,ussoccerfan.com Live Chats U.S. Soccer The U.S. Soccer Store Navy Khaki Nike CONCACAF The Official U.S. Soccer Men's National Team U.S. Men's Women's National Teams http://www.ussoccerstore.com/novelty.html U.S. Soccer Store
33,"The response to the December 13 HedgeFund.Net Working Conference has been overwhelming!  With only a few weeks to go we encourage all interested parties to reserve their spot at the conference as soon as possible! Conference details can be seen below - or visit the link below for full details: http://www.hedgefund.net/login_conf.php3

HedgeFund.net is proud to announce the second in a series of half-day symposiums designed to educate accredited investors about the universe of hedge fund strategies and managers - the HedgeFund.Net Working Conferences.  A detailed conference brochure is attached to this e-mail in an Adobe Acrobat PDF file for your review.

The topic of our second event is:
""Wealth Creation Strategies for All Seasons""

When:
Thursday , December 13, 8:00 a.m. to 1:00 p.m.
Where:
780 Third Ave. (between 48th and 49th), New York, NY

Who may attend:
Accredited investors who pre-register with HedgeFund.net.

Registration is free for hedge fund investors and money managers, but hurry, space is limited - the last conference was ""sold out"" and many investors had to be turned away.

The HedgeFund.Net Working Conference provides a forum for a group of leading hedge fund managers to walk investors through various strategies designed to target profits in a variety of market conditions. Participating managers include:

Zurich Capital Markets
Gruss Arbitrage Partners
Halcyon
Schafer Cullen Small Cap L.P.
Bookbinder Capital Management
Starview Partners Fund
Life Science Group Management LLC
and other well known hedge fund managers!

All of whom can be viewed in HedgeFund.Net's HedgePlus section.

Time will be reserved to allow attendees to meet with each manager and to network with other investors and market participants. Continental breakfast and beverages will be served.  The conclusion of the conference will offer additional manager discussion sessions as well as a light luncheon.

Seating is limited, so please click below to register or call HedgeFund.net at (212) 888-1805 with any questions http://www.hedgefund.net/login_conf.php3

Thank you and see you there!


HedgeFund.net is operated by Links Securities LLC under exclusive license. This e-mail and the attached brochure is for informational purposes only and does not constitute an offer to buy or sell or a solicitation  of an offer to buy or sell any security.",Schafer Cullen Cap L.P.,,"Net Working Conference Working Conferences Adobe Acrobat PDF Starview Partners Fund Life Science Group Management LLC
 HedgePlus Time Links Securities LLC"
34,"
There are several new computer viruses that are spreading rapidly on the internet.  The viruses target Windows computer users and arrives in e-mails with various subject lines like ""Fwd:Peace BeTweeN AmeriCa and IsLaM!"" The messages also contain attachments that can be directly executed by clicking on the attachment.  The most prevalent virus has an attachment named wtc.exe. 

If you ever get an email with an attachment that has an executable file, you should never launch the attachment.  At Enron, these file types are blocked automatically from entering our environment.  However, if you would connect to an external email service (i.e. Hotmail, AOL, Yahoo, etc) while using an Enron computer or attached to the Enron network, you could infect our internal computing systems.  If you do, the virus could cause significant issues and prevent some of our systems from working effectively.

If you ever get an email that you are not sure about, simply delete the email and contact your resolution center to let them know how you obtained the message.  It is much better to be safe than sorry as we will be able to track down the origin of the virus in the Enron Network.

Thank you.
Enron Global Technology",,,Enron AOL Yahoo Enron Global Technology
35,"The agreement is fine.  I'll mail it out.




",,,
36,"Hey, I meant to check in with you and see how your dinner went at La Columbe 
d'Or.   I have to admit, I was jealous....

Matt fell through as the Christmas party date...so Noel is going (so nice to 
have friends who don't mind filling in as last minute dates!).  Maybe we'll 
see you guys there.

Had fun hanging out with you at/after the meeting on Friday.  I think that's 
the most I've ever talked to you in one sitting!!  We'll have to do it again 
soon....

Take care!
Amy",Matt Noel,,
37,"Greg Pyle, Gerry Cashiola: 

Per our conversation this morning, the conference call on Wireless and 
Handheld Technologies with Peter Goebel will be December 14th from 1:30 - 
2:30 PM. Mike Heggamen the HP Solutions architect for wireless and handheld 
technologies as well asGerry Cashiola and Greg Pyle will be calling in on the 
call. 


Conference call purpose:  HP would outline their wireless and handheld 
technology services and capabilities.  Both HP and Enron would discuss their 
solutions/strategies in this arena.

Date:  December 14th
Time:  1:30-2:30 PM
The call-in number:  1-888-689-5736
Password number:  6146040


If any questions, don't hesitate to contact me.

Sarah-Joy Hunter
Enron Corporation
Global Strategic Sourcing/Business Development
#(713)-345-6541",Greg Pyle Gerry Cashiola Peter Goebel Mike Heggamen asGerry Cashiola Sarah-Joy,,"HP Solutions HP Enron Enron Corporation
"
38,"
Happy New Year and best wishes.
 - Energy010102.doc ",,,
39,"The report named: NG - Price P/L <http://trv.corp.enron.com/linkFromExcel.asp?report_cd=10&report_name=NG+-+Price+P/L&category_cd=5&category_name=FINANCIAL&toc_hide=1&sTV1=5&TV1Exp=Y&current_efct_date=11/27/2001>, published as of 11/27/2001 is now available for viewing on the website.",Y&current_efct_date=11/27/2001,,NG - Price P/L <http://trv.corp.enron.com
40,"John, here is a power point slide that provides a draft outline of the problem at hand.  It is very draft in nature but I wanted to get the working version over to you ASAP.  I wanted to get this discussion going via written format so that I (or others who may implement this) can stay focused on what you want and not get into broader research, etc....

I think I can put a model together if we can define what parameters, the interface (levers) and model (transfer functions) to use that would be useful for you as phase I product.

I will fire off updates to this document as I make them.  If you have a spec doc or ideas that you want to hand write on a print out, please do so and I will update the document. 

I will like to make sure that I am on the same page before beginning to code the program and to start linking to additional moths (month 2, 3, ..) and different curves, etc.

My Job search has gone well with the Crude desk and I am waiting compensation indication from them to make my decision. Also, Kevin Presto feels that I could potentially help his power group with new market or spread trading.  John Suarez is a director who came from the power desk to EBS is going back to work for Kevin Presto.  I may have an opportunity to build the southeast market by supporting John.

I am very grateful that I met you and other key Enron traders during this job search.  


 

Ravi Thuraisingham, CFA
Director, Storage Trading
Enron Broadband Services
p  713.853.3057
c  713.516.5440
pg 877.680.4806
",John Kevin Presto John Suarez,,ASAP Crude EBS Enron Enron Broadband Services
41,"I'm not sure what is happening on my position.  It may have to do with how 
you shaped the forward vol and price curves at each level.  My VAR is so 
dependent on spread levels and vols that a small change in the Jan vols could 
produce that effect.  
The results certainly provide evidence of a need for higher VAR going into 
the winter.
John


   
	Enron North America Corp.
	
","John


   
	",,vol VAR Enron North America Corp.
42,"I'm here...




",,,
43,"The Fortune article is about grassroots change within a company.   It is 
written about the lady who started EOL, but I'm in it a little.   Chief of 
natural gas derivatives...I'm not really sure what that means.  I run the 
Nymex book now but not the floor..just the derivatives desk of five people.  

I'm actually going to Costa Rica tomorrow morn thru Monday.   Never been but 
heard it's beautiful.  Next time you're in we'll go out.
J




",,,Fortune
44,"Andy:
Sorry...I was on vacation last week and fell behind my email.   Anytime you 
want to talk is fine.  I'll be around today if it works for you.
john




","Andy john




",,
45,"Hello:
It is the Blue Men Group.  Two friends highly recommend it.  It's in the 
Astor Theatre on Lafayette in the Village.
43rd should be good.  I think you woul dhave had more flavor in Harlem though





",,,the Blue Men Group
46,"you dont like my ideas




",,,
47,"Mike:
Two questions regarding fees:
1.  What will you charge for placement fee on a 750,000-1,000,000 type 
investment into the hedge funds?
2.  I understand your cost structure is a little higher than Fidelity.  
However, I was charged over $1,000 on my option trade for a transaction that 
Fidelity charges $147.50.  Is there any justification?

Please understand that my basis for developing an account with Paine Webber 
is dependent upon an agressive fee structure.  I don't want to see my 
above-market returns compromised by high fees.
Thanks,
John","Mike Paine Webber 
","over $1,000 147.50",Fidelity
48,"so according to your analysis, had we been at $2.5 gas and we were not 
bordering on a recession, we would have had the highest AGA number of 
recorded history for this week, last week, or next week by 15 bcf?  seems a 
little far fetched to me.  Our analysis is saying: gas at 2.50 we would have 
had 4.5 bcf a day more demand.  that includes commercial residential 
industrial switching processing...    
as far as 2 bcf/d  power gen demand- that counts the fact that last year was 
extremely mild versus expectation of normal summer this year, west will be 
running every gas unit virtually all hours as power demand is growing maybe 
5% still and hydro way down.  every molecule that can will flow west from 
waha this summer versus little last year.  east power prices really havent 
reached point of priceing out demand and heat rates healthy enough to where 
gas can go up without raising power prices to cut demand.  some concern of 
more efficient replacing less but hard to quantify.  we're trying to build 
the stack now to estimate.  
frac margins now positive for all but most inefficient processors.  will 
continue coming back.  a little concerned about 2 oil prices.  bordering 
right there now for places like florida and actually saw fl demand rise 
100,000 last week as gas got to parity.  
let me look into inj capability.  definitely bigger when field is empty from 
engineering standpoint so any problems really wont arise until fall when gen 
demand low and inj capacity lower...my initial thoughts.
bo seems as neutral as everyone else in the market right now.  really 
inactive.
to clarify, not raging bull.  i like everybody want to see what the inj 
numbers in april look like.  nobody putting a position on until that starts 
to clarify.  just think that hedging demand is making market a little short 
right now making next move up more likely.  would be scale up seller though
not really sure why cash trades at 10-15 back.  doesnt make any sense.  
however as more fields start turning around throughout month, the stg arb to 
great in my opinion to keep spread there.  must close one way or the other.  
notice that spread tightened to 6-8 towards end of trading friday?
in general think that gas is reaching the elasticity stage right here.  50 
cents lower and no switching, no processing, and gain back some demand.  
market needs to see some big stg numbers first.   
i think the best play right now is to start buying longer  term put spreads.  
Jan 4/3.5 look great to me.  if we get back to 2.8 and don't match last 
year's early weather, bombs away.   




",the stg arb,"2.5 50 
cents",AGA
49,"Will change




",,,
50,"this is the move i was talking about.   v/x implicitly trading 5.5 right now 
because cal 2 is weak.  some sell side deal got done there but jv is strong",,,
51,"thank you four you're note.  i am only twelv years old so i wont bid anymore. 
i am sorry.




",twelv,,
52,"Here is the name of an available options trader:
Jeremy Sorkin
VP, Deutsche Bank
713 757 9200

Would fit Enron culture, but have had little contact with him professionally.
Might be worth bringing him in.   Tell me if you want me to call him.","Jeremy Sorkin
VP",,Deutsche Bank Enron
53,"jeanie:
i really need the docs on both phantom stock and options.   
please
please
please

john",jeanie,,
54,"eat my shorts


",,,
55,"i think it's 100




",,,
56,"i think its a jv with the trading side mostly staffed by goldman folks




",,,goldman
57,"Dave:
Would like to sit down sometime and look at most current work on auto trader.
Any time today?  I'm not trading today so I'm free anytime.  ",Dave,,
58,"he'll be sitting with and reporting to me

 ",,,
59,"i need significant lead time to prepare for boots day.  please advise earlier next time.


",,,
60,"at my desk

 ",,,
