,mail_content,person_entity,money_entity,organisation_entity
10,"sure, stop by and we'll arrange a place to meet.  If you come by  during 
trading hours though, I can only say hi for a couple seconds.




",,,
11,"Heidi:

Please outline the Vulcan contract for Jeff and Jennifer.  They also have 
development questions as to their market capability of metals.  Please call 
Lenard at Vulcan and see what is the type, grade and volumes they purchase.  
We may be able to provide additional leverage to their purchases.

Thanks,

Craig
","Heidi Jeff Jennifer Lenard Craig
",,
12,"Hello everybody,

The date of our next meeting is approaching fast, and I  wanted to make sure 
that we have not forgot about the action items that need to happen before 
January 4th.  Please let me know your specific plan and target dates, by 
which each action item will be accomplished.  It is very important that we 
stay on schedule.  I will do my best to help any of you make things happen by 
January 4th.

Regards,
Rositza Smilenova
Supply Specialist
713-646-7418
",Rositza Smilenova,,Supply Specialist
13,"Had Carlos Franco just shot a 49 yesterday instead of a 70, you would have 
won.",Carlos Franco,,
14,"JP:
Hope things are going well. 
I'm trying to get the email address of your new partner, Tracy.
If you have, can you forward?
Thx,
John",,,Tracy
15,"Hello,
Bill Perkins of Small Ventures USA is having a party this Saturday at the 
Mercantile bar downtown.  He has rented out the place, has a band, open 
bar...  usually pretty fun.  He asked me to give both of you an invite in 
appreciation of the work you've done for him.   If you have interest, ccmail 
me with whether you need one or two invites each.
John","Bill Perkins ccmail 
",,Small Ventures USA
16,"Steve:
Good hearing from you.  Hope all is going well.  I gave your name to Per 
Sekse in our New York office.  He deals with a couple hedge funds we 
currently do business with and has addressed some of the obstacles that we 
face with other counterparties.  He is on vacation this week but will call 
next week.  If you have any problems or concerns, feel free to call.  
John




",Steve,,"Per 
"
17,"agree




",,,
18,"you're right though...it seems like bo and i are always on the opposite side 
of each other. ",,,
19,"As long as I own Enron stock, the desks are my colleagues.  Feel free to 
share the info with Hunter and Chris.




",Hunter Chris,,Enron
20,"imagine you have a gas well in the middle of west texas and you only have one 
pipeline running to your well.  the guy who owns the pipeline can fuck you 
because you have no choice but to flow your gas that way.  split connect 
means you have at least 2 options to flow your gas so the price the producer 
receives is more competitive and if anything happens to one pipeline you 
don't have  to shut your gas in because you move it to another pipe.  

i'm going out with my brother and sime guys from work tonight.   are you free 
saturday day and night?




",sime,,
21,split connect,,,
22,"probably not. it would have to have a lot of upside.  never hurts to listen 
though




",,,
23,"i actually started writing this on thursday.  got distracted and left late 
morning to go to Vail.  Apparently I missed a little craziness.  My point on 
v/x is that forward spreads, months 3/4 and back, don't necessarily trade on 
value, they trade on drawing a forward curve that makes equilibrium between 
hedging and spec demand.  Look at k/m... do you think k cash will average 3 
cents above m.  i don't really see that scenario.  yet that's what it is 
worth because the market says jv is worth $x and to get there k/m=3.  The 
same argument applies to v/x.  i think this summer will be exceptionally 
strong as we try to inject 2 bcf/d more gas than last year.  But cal 2 will 
lag the move.  It's the main thing customers are selling right now because 
every equity analyst and even Pira are telling their customers that cal 2 
will average 3.50.  so either the v/x and x/z spreads come in or f/g g/h h/j 
blow out.  After this winter, who in there right mind wants to buy f/g or g/h 
again.  my thought is that the primary juice will be h/j but v/x and x/z will 
be under some pressure.  i'm a seller at 9 and buyer at 5-6.  Not much in it 
either way though.  




",m.   jv,"3 
cents x","Pira f/g or g/h 
"
24,"Fernley:

We have a number of key initiatives in process with Continental including 
sales of broadband services, weather derivatives and facility management that 
have the potential to exceed the savings being offered by British Airways.  I 
would prefer that we stay the course with Continental plus I am confident 
that Continental can either meet or exceed BA's current offer.

George Wasaff



","George Wasaff



",,Continental British Airways BA
25,"Mr. Shankman:

In preparation for the meeting on December 12th with Larry Kellner, CFO, 
Continental Airlines, I have noted below some background on the 
Enron/Continental relationship and the purpose for the meeting.  Mr. 
Shankman, please advise if you would like me to distribute this to the 
attendees.    

EXECUTIVE SUMMARY:

Over the past several years Enron has been hedging Continental's crude oil.  
The relationship has been beneficial to both sides.  As a result, since 1999 
Enron has made over $9 million and Continental has saved over $45 million.  

The purpose for the December 12th meeting is to address three initiatives in 
order of economic value:  (1) fuel management, (2) weather derivatives, and 
(3) plastics hedging -- VaR analysis.   Several new initiatives being 
proposed to Continental include the following:   

exchanging call options on crude oil for airline tickets (Craig Breslau, 
Originator)  
transacting financial swaps on line (Larry Gagliardi, Originator)  
creating a weather derivative product for the airline industry (Mark Tawney 
and Gary Taylor, Originators)
outsourcing Continental's antifreeze and plastics risks by hedging these 
products with Enron (Alan Engberg, Originator)

Meeting Attendees from Continental Airlines:

Ron Howard, Vice President, Food Services
Larry Kellner, Chief Financial Officer
Greg Hartford, Vice President, Fuel Management Company
Jeff Misner, Vice President and Treasurer (tentative)

Meeting Attendees from Enron:
Jeff Shankman, President and COO, Enron Global Markets
John Nowlan, Vice President, Enron Global Markets
Craig Breslau, Vice President, Enron North America
Mark Tawney, Director, Enron Global Markets (tentative) 

DISCUSSION: 
(Developed through conversations with Alan Engberg, Larry Gagliardi, Gary 
Taylor, Craig Breslau, Tracy Ramsey and Lucy Ortiz.)

Enron Buy Side with Continental:

Current Enron verifiable spend on Continental airline tickets was 
approximately $40 million in FY 1999 and $17.5 million for the first six 
months of 2000.  

Enron Sell Side with Continental:

(1) FUEL MANAGEMENT: 

Current Business:  Over the past 2 years, Craig Breslau and others have been 
managing a strong relationship with Greg Hartford, VP, Continental Fuel 
Management, hedging Continental's crude oil.  The first transaction was on 
January 14, 1998 -- a one month Forward on Kero.  Since then, Enron has 
completed 29 transactions with two commodities:  KERO and Crude.  Current 
business consists of three crude call options, settling in December 2000 
($31.00) and January, 2001 ($34.00 and $35.00)

Value to Enron: Enron has earned $9,682,084 (1999-October 6, 2000)

Value to Continental:  Continental has saved $45,001,744 (1999-October 6, 
2000)

Possible next steps:    (a) A transaction where Enron exchanges call options 
on crude oil for airline tickets.

(b) Financial jet swaps on line:  Larry Gagliardi has already spoken with 
Rick Pressly, Director, Continental Fuel Management, regarding financial jet 
swaps on line.   At the time, Pressly was not interested in pursuing this 
product offering.  

Value to Continental for (b):  a more perfect hedge as opposed to hedging 
with crude oil since hedging jet fuel with jet is a more perfect hedge.  
Enron could offer services for the whole year and explore multi-year options 
as well both with financial and physical jet fuel.

Possible next steps:  Would Larry Kellner be interested in (a) or (b)?  Enron 
could also supply Continental with jet fuel physical in the following 
locations such as the US Gulf Coast, New York harbor, the US West Coast, and 
Europe.  (Enron is doing this now with Delta airlines in New York harbor).  
If so, Gagliardi could provide a guest password and Enron Online 
identification number if Kellner's office wanted to review the product.

(2) WEATHER DERIVATIVE  PRODUCT:

Business proposition:  Create a basket of weather related risks - such that 
aggregate bad weather above a tolerable level would result in payment from 
Enron to Continental.

Continental Airlines clearly has exposure to weather as indicated in their 
annual reports and periodic press releases - particularly those discussing 
earnings.  It is extremely difficult to envision the perfect weather hedge 
for all of Continental's weather related exposure.  However, it is not 
difficult to envision simple ways to reduce a large portion of it.  
Continental has hubs in Houston, Newark, and Cleveland.  The weather 
conditions that create delays and increased costs in these areas include - 
rainfall above certain amounts, snowfall above certain amounts, temperatures 
below freezing (de-icing costs), winds above a certain speed, etc.  

Value to us:  Create value by designing a basket of these risks.  

Value to them:  Creation of a weather hedge to protect Continental's exposure.

Possible next steps:   Upper management would need to issue a directive to 
various groups within Continental to describe what weather conditions affect 
the bottom line, how much they affect the bottom line, and then ask each 
group to attach a ""confidence level"" to each of their estimates - Continental 
could start a weather risk management program by only hedging a weighted 
average of their exposure x their confidence level - or some portion thereof.

Exposure areas would be categorized according to the following:

Clear exposure.  Quantifiable.
Clear exposure.  Difficult to quantify
Potential exposure.  Quantifiable
Potential exposure.  Difficult to quantify

For each of the above categories, Enron would also need an indication of 
whether Continental has historical cost data against which we can regress 
historical weather data.

Enron's weather derivatives team could then sit down with Kirk Rummel, 
Director and Airport Services Division Controller, and some of his team (or 
others designated by Kellner) and brainstorm about different types of weather 
that cause increased cost to Continental.  (Gary Taylor made a brief 
presentation to Rummel on November 6th; no follow up action with Enron has 
taken place to date)  

(3)  PLASTICS:

Business proposition:    Alan Engberg proposed that Continental outsource 
their antifreeze risk (ethylene glycol / propylene glycol) and plastics (high 
impact polystyrene, polyethylene) by hedging those products with Enron.

Value to Continental: Cost/Budget certainty (assuming a perfect hedge whereby 
their purchase contracts are linked to the index used for hedging) and 
associated reduction in volatility of cash flows

Value to Enron:  The value is approximately $2 million notional value if they 
hedged 100% of their 4 million pound polystyrene exposure.  Since Continental 
has not yet shared the size of their antifreeze buy, Engberg cannot comment 
on the potential value to Enron though he is fairly certain it would be much 
larger than $2 million.

Possible next steps
This proposition is being considered by Ron Howard's team at Continental.  
Continental needs to share their antifreeze spend with Enron.  Enron could 
then develop a proposal to Continental that includes perceived benefits of 
outsourcing their commodity risk to Enron.  Could a follow-up meeting with 
Ron Howard's team and Larry Kellner's designated contact be arranged to 
facilitate this process?

Alan Engberg also recommends working with Continental on a strategic approach 
to modelling their overall exposures using VaR may prove extremely powerful 
and rewarding to both companies.  David Port is already (x-39823)  looking at 
ways to outsource Enron's expertise in this area.  Continental could be a 
pioneer in the effort.  Factors to model would
include jet fuel, natural gas, electricity, currency, interest rates, 
plastics, antifreeze, paper, and, metal.","Shankman Larry Kellner Craig Breslau Larry Gagliardi Mark Tawney 
 Gary Taylor Alan Engberg Ron Howard Greg Hartford Jeff Misner Jeff Shankman John Nowlan Mark Tawney Gary 
Taylor Tracy Ramsey Lucy Ortiz Rick Pressly Pressly Gagliardi Kirk Rummel Ron Howard's Larry Kellner's","over $9 million over $45 million $40 million $17.5 million 31.00 34.00 35.00 9,682,084 45,001,744 approximately $2 million larger than $2 million","CFO Continental Airlines Enron Continental Food Services Fuel Management Company COO Enron Global Markets Enron North America FY Enron Sell Side VP Continental Fuel 
Management Kero Continental Fuel Management Gulf Coast Delta Kellner Airport Services Division Controller"
26,"Colleen,

Thanks for the heads up on this.  We would be pleased to look into this whe=
n=20
the time is right from your perspective.   Let us know.   Please follow-up=
=20
with Mike Rogala or me.

FYI - there were some conversations with ProStaff earlier this year around=
=20
the same topic and I believe the conclusion was that their bandwidth needs =
to=20
were too small to be interesting.   I would recommend that we get some sizi=
ng=20
info from Corestaff up front so we can determine whether it is worth their=
=20
time and ours. =20

Thanks again,

Brad




","Mike Rogala around=
 to=20
 Corestaff Brad",,Colleen FYI ProStaff
27,"All,

You are invited to attend an ENA Trading Track Dinner, Tuesday, October 16th ( location details to be confirmed ).    

Please RSVP your attendance.

Regards,

Karen Buckley
x54667","Karen Buckley
x54667",,
28,"

Here are this week's survey results.

AVG            +71
AVG w/o High & Low  +71
Median              +73
Standard Deviation   9
# of Responses       55
High           +92
Low            +44
Last Year           +62

Thank You!

Daryl Dworkin
BNP PARIBAS




_____________________________________________________________________________________________________________________________________

Ce message et toutes les pieces jointes (ci-apres le ""message"") sont etablis a l'intention exclusive de ses destinataires et sont confidentiels. Si vous recevez ce message par erreur, merci de le detruire et d'en avertir immediatement l'expediteur.

Toute utilisation de ce message non conforme a sa destination, toute diffusion ou toute publication, totale ou partielle, est interdite, sauf autorisation expresse.

L'internet ne permettant pas d'assurer l'integrite de ce message, BNP PARIBAS (et ses filiales) decline(nt) toute responsabilite au titre de ce message, dans l'hypothese ou il aurait ete modifie.
	","Daryl Dworkin
 ci-apres le etablis par erreur immediatement l'expediteur toute responsabilite au dans l'hypothese ou",,AVG BNP PARIBAS Ce message et toutes les merci de le detruire et d'en avertir Toute utilisation de ce toute diffusion ou totale ou partielle sauf autorisation expresse il aurait ete modifie
29,"All,

Please mark you calendars, you  have been selected to participate in the  ENA Trading Track recruiting event Monday, October 29th , 3 pm - 7 pm.     If you are unable to interview on this date please advise.

A selection of you will telephone screen 18 external candidates, and decide whether or not they should proceed to the final round on the above date.    A separate e:mail will be sent in relation to this.

Any questions let me know.

Regards,

Karen 
x54667",,,
30,"Done!

 ",,,
31,"The potential use of biological agents such as Anthrax in a terrorist attack continues to raise concerns worldwide.  Here at Enron, the mail center and Business Controls/Corporate Security have already implemented safeguards so that all mail entering the Enron buildings will be screened in accordance with procedures for identifying suspicious packages.  We are also in touch with the U.S. Postal Service and the Centers for Disease Control to ensure we have the most complete and up-to-date guidance for handling any possible Anthrax exposures.

However, should you receive an envelope or package that you do not feel comfortable opening, please contact Corporate Security at extension 3-6200 and we will screen it again.

To provide Enron employees with a better understanding of  Anthrax and the potential danger it poses, we have posted a bulletin on the Corporate Security intranet site http://home.enron.com:84/security/002_bull_001.html that includes links to the CDC and USPS resources.",,,Anthrax Enron the U.S. Postal Service the Centers for Disease Control Corporate Security CDC USPS
32,"
34759 or 713 628 7881
 ",,,
33,"i owe you 120 - wow
 
all 150
 
balt -1
tb +3
chic/ariz over 39.5
car +5
giants +11 
sd +3
sf -3
miami -3
seattle +6.5
oak +3.5
 ",,,
34,"



PLEASE NOTE SPECIAL HOURS


Notice No. 01-349
October 22, 2001



TO:       All NYMEX Members/Member Firms
          All NYMEX Clearing Members
          All NYMEX Floor Traders
          All NYMEX Operations Managers

FROM:     George Henderson, Vice President

RE:       Options Expiration Operational Procedures for the Trading
Floor and Clearing Members - Revised Hours
________________________________________________________________

The expiration date for the November 2001 options contract for Unleaded
Gasoline (GOX1), Heating Oil (OHX1) and Natural Gas (ONX1) is Friday,
October 26, 2001.


GENERAL OPERATIONAL PROCEDURES

All Clearing Members and Qualified Floor Traders that carried an options
position as of the close of business day prior to the expiration day, or
engaged in trading activity on Expiration Day in the expiring options
contract will be required to have a knowledgeable, duly authorized
representative present at their normal work station promptly at 4:40 p.m.
until released by the Exchange staff as specified below.  All adjustments
and/or corrections, must be accompanied by relevant supporting
documentation
prior to being incorporated into expiration processing, in essence making
the expiration processing an extension of the afternoon trade resolution
procedures.  All input to the NYMEX Clearing Department will conclude no
later than 30 minutes after floor representatives are released.

Exchange Clearing (299-2110), Floor Trade Processing (299-2068 and
299-2169)
personnel, as well as a representative of the Floor Committee will be
available to assist with the processing of notices of Exercise and
Abandonment, position transfers, trade corrections and other questions or
problems you may have.



CLEARING DEPARTMENT OPERATIONAL PROCEDURES

The Option Expiration process is a screen based process for which all
information is provided on the screens on C21 terminals. No Option
Expiration Reports will be provided. The following screens will assist you
through the Option Expiration process:

MEMBER TRADE INQUIRY
Contains real-time top day trade information, trade information for the
previous 4 business days and trade=s adjusted for the previous 4 business
days by adjustment date.

SINGLE POSITION MAINTENANCE
Contains a real-time snapshot for each option series from the start of day
position to the projected end of day position.

REVIEW ACCEPT REJECT TRANSFERS
Contains all trade and position transfers TO your firm and the status of
each transfer.

REVIEW SUBMITTED TRANSFERS
Contains all trade and position transfer FROM your firm and the status of
each transfer.

EXERCISE NOTICE SUBMISSION
Contains your available long position and an input field to enter the
number
of long positions you wish to exercise.

DO NOT EXERCISE SUBMISSION
Contains your available long position and an input field to enter the
number
of long positions you wish to abandon.

POSITION CHANGE SUBMISSION
PCS may be submitted either by manual input or by electronic transmission.
Any PCS input on a Clearing 21 terminal will be the input processed by the
system.  This input may be made at any time prior to 5:55 p.m.  Any PCS
input via transmission for that contract series will be disregarded.

ALL POSITIONS ARE DEEMED FINAL
Upon completion of all PCS input, all positions will be deemed final.

EXERCISE/ASSIGNMENT INFORMATION
Will be available to you on the Single Position Maintenance window by
contract series or the Assignment List window which contains all your
Assignments on one window. You will be notified of its availability by C21
E-Mail and by Fast Facts. This should occur within 1 hour of the last PCS
input.

All Clearing Members are required to have an authorized representative(s)
at
their C21 workstations in preparation for any communication during the
expiration process.

FAST FACTS
Clearing Members should call the Fast Facts information service 301-4871,
access code 700 for event messages advising Members of the event status.

E-MAIL
Clearing Members should read their C21 E-Mail messages immediately to be
aware of event status.

The standard event Fast Facts and/or E-Mail messages and the sequence in
which they will be announced are:

STANDARD EVENT           APPROXIMATE TIME            USUAL   FAST
FACTS(F)
  MESSAGES                       OF MESSAGE        EVENT TIME
E-MAIL    (E)
                           AVAILABILITY
BOTH      (B)

Announce Out-of-the                 4:45PM          4:45PM        F
Money Exercise and In-the-Money
Do Not Exercise Submissions

Announce Final Input to C21         5:40PM          5:55PM        E
Cutoff Time

All positions are deemed final      6:30PM          5:55PM        F

Announce Exercise/Assignment        7:15PM          7:15PM        B
Information Available on the Single
Position Maintenance Windows

All Report Distribution is         11:30PM         11:30PM        F
completed

The times appearing in the Usual Event Time column are based on normal
operational conditions and could vary.

If you have any questions concerning these procedures, please contact
Anthony Di Benedetto at 299-2152 or John Ramos at 299-2142 prior to the
expiration date.

 <<EXPFORMSPEC.XLS>>

(See attached file: EXPFORMSPEC.XLS)

 - EXPFORMSPEC.XLS ",George Henderson Anthony Di Benedetto John Ramos,,"NYMEX Unleaded
Gasoline Heating Oil (OHX1 Exchange the NYMEX Clearing Department Floor Trade Processing the Floor Committee C21 the Single Position Maintenance C21
E-Mail Fast Facts C21 E-Mail 5:55PM        E
"
35,"All - 
 
Please wrap up the phone interviews ASAP.  
 
If you are having trouble getting a hold of anyone, please let me know so that I may try to reach them. 
 
Please call me if you have any questions. 
 
Thank you, 
 
Adrianne
x57302",,,
36,"Good Afternoon!
 
Please send me the results of your phone interviews.
 
I need to begin to contact these candidates to arrange their transportation to Houston.
 
Please e-mail a yes or no for your candidates.  
 
John Arnold - Michael Scarlata/Donald Timpanaro/Jeffrey Zaun
John Forney/Frank Ermis - Brandon Cochran/Ruben Lorenzo/Nicholas Watson
Dana Davis - Carl Zavaretti/Sam Zhou/Yvan Go
Doug Gilbert-Smith - Augustin Leon/Brian McNamara/Zoya Raynes
 
Thank you!!!
 
Adrianne 
x57302
 ","John Arnold - Michael Scarlata Donald Timpanaro Jeffrey Zaun
 John Forney Frank Ermis - Brandon Cochran Ruben Lorenzo Nicholas Watson Dana Davis - Carl Zavaretti Sam Zhou Yvan Doug Gilbert-Smith Augustin Leon Brian McNamara Raynes
 
",,
37,"The following reports have been waiting for your approval for more than 4 days.  Please review.

Owner: Henry H Quigley
Report Name: Quigley 100301
Days In Mgr. Queue: 7
",Henry H Quigley Quigley,,
38,"
",,,
39,"


",,,
40,Enron Replaces Fastow as Finance Chief ,,,Enron Fastow Finance
41,"
If you are a participant in the Enron Corp. Savings Plan, please read this very important message.

We understand that you are concerned about the timing of the move to a new Savings Plan administrator and the restricted access to your investment funds during the upcoming transition period scheduled to take place beginning at 3:00PM CST on October 26 and ending at 8:00AM CST on November 20.  

We have been working with Hewitt and Northern Trust since July.  We understand your concerns and are committed to making this transition period as short as possible without jeopardizing the reconciliation of both the Plan in total or your account in particular.  

Remember that the Enron Corp. Savings Plan is an investment vehicle for your long-term financial goals.  The Enron plan will continue to offer a variety of investment opportunities with different levels of risk.  

As always, we advise you to review your overall investment strategy and carefully weigh the potential earnings of each investment choice against its risk before making investment decisions that are aligned with your long-term financial plans and your risk tolerance. 

For that reason, it is critical that ALL trades among your investment funds be completed by 3:00 PM CST Friday, October 26 before the transition period begins.",,,Enron Corp. Savings Plan Savings Plan Hewitt and Northern Trust Enron
42,"
Attached please find this weeks summary of the most  recent AGA Working Gas Storage Data.
 
Thanks,
Mark
 - 12-27-01 AGA.doc ","Mark
 - 12-",,
43,"Winebid.com's current auction begins closing Sunday, Dec. 30, at 9 p.m. US
Eastern Time. That gives you plenty of time to bid on these hot lots without
bids.

Our extremely rare and historic 19th century Lafite-Rothschild vintages are
still available for those who'd like to savor a taste of history. These
wines have been reviewed in recent years by Robert M. Parker Jr., Wine
Spectator and Michael Broadbent, and they earned top scores. These noble
Lafites are in their original bottles, but were re-corked at the chateau
before being included in a connoisseur's cellar in the U.S. Please take a
look. This is an unusual opportunity:

1864 Lafite-Rothschild, 750 ml, Robert M. Parker Jr. 92 pts, reserve $5,600
http://www.winebid.com/os/itemhtml/ht728159.shtml

1865 Lafite-Rothschild, 750 ml, Parker 98 pts, reserve $5,600
http://www.winebid.com/os/itemhtml/ht728160.shtml

1870 Lafite-Rothschild, 750 ml, Parker 96 pts, reserve $6,200
http://www.winebid.com/os/itemhtml/ht728161.shtml

1900 Lafite-Rothschild, 750 ml, Michael Broadbent 5 stars, reserve $3,000
http://www.winebid.com/os/itemhtml/ht728162.shtml

Here are more wines you shouldn't pass up:

1998 Petrus, 6-bottle case, Robert M. Parker Jr. 98 pts, reserve $4,680
http://www.winebid.com/os/itemhtml/ht728279.shtml

1995 Le Pin, 3 liters, Parker and Wine Spectator 93 pts, reserve $3,400
http://www.winebid.com/os/itemhtml/ht728251.shtml

1990 Cristal Brut (Louis Roederer), 6 liters, Parker 97 pts, reserve $2,800
http://www.winebid.com/os/itemhtml/ht728099.shtml

1997 Romanee St. Vivant (DRC), 12-bottle case, WS 91 pts, reserve $2,700
http://www.winebid.com/os/itemhtml/ht728422.shtml

1947 Mouton-Rothschild, 750 ml, Parker 98 pts, reserve $1,700
http://www.winebid.com/os/itemhtml/ht728201.shtml

1961 Latour, 750 ml, Parker 100, WS 100, Michael Broadbent 5 stars,
reserve $1,600
http://www.winebid.com/os/itemhtml/ht728176.shtml

1991 Penfolds Grange (Hermitage), 6-bottle case, Parker and WS 95 pts,
reserve $1,350
http://www.winebid.com/os/itemhtml/ht730682.shtml

1997 Harlan Estate, 1.5 liters, Parker 100 pts, reserve $1,000
http://www.winebid.com/os/itemhtml/ht729350.shtml

1996 Barolo Bussia Soprana (Aldo Conterno), 12-bottle case, Parker 92 pts,
reserve $940
http://www.winebid.com/os/itemhtml/ht728827.shtml

1996 Petrus, 750 ml, Parker 92 pts, reserve $630
http://www.winebid.com/os/itemhtml/ht728270.shtml

1997 Lupicaia (Tenuta del Terriccio), 6-bottle case, WS 93 pts, reserve $510
http://www.winebid.com/os/itemhtml/ht728753.shtml

1998 Dalla Valley Maya, 750 ml, Parker 96, reserve $380
http://www.winebid.com/os/itemhtml/ht729228.shtml

1995 Valandraud 750 ml, Parker 95 pts, reserve $350
http://www.winebid.com/os/itemhtml/ht728307.shtml?728307

1995 Brunello di Montalcino Riserva Intistieti (Soldera), 750 ml, Parker 98,
reserve $240
http://www.winebid.com/os/itemhtml/ht728716.shtml

1998 Pagos Viejos (Artadi), 750 ml, Parker 96 pts, reserve $60
http://www.winebid.com/os/itemhtml/ht728918.shtml

For more lots without bids, browse here:
http://www.winebid.com/lwb/lwb1.shtml

If you click on a link in this email and it doesn't open properly in your
browser, try copying and pasting the link directly into your browser's
address or location field.

Forget your password?
http://www.winebid.com/os/send_password.shtml
To be removed from the mailing list, click here:
http://www.winebid.com/os/mailing_list.shtml
Be sure to visit the updates page for policy changes:
http://www.winebid.com/about_winebid/update.shtml
",Robert M. Parker Jr. Michael Broadbent Parker Le Pin Louis Roederer Romanee St. Vivant Penfolds Grange Barolo Bussia Soprana Aldo Conterno Lupicaia Valandraud Pagos Viejos,"5,600 6,200 3,000 4,680 3,400 2,800 2,700 1,700 1,600 1,350 1,000 940 630 510 380 350 240 60","Winebid.com Eastern Time Lafite-Rothschild Wine
Spectator Petrus Wine Spectator 93 pts Mouton-Rothschild Latour Harlan Estate Tenuta del Terriccio Dalla Valley Maya Brunello Montalcino Riserva Intistieti Soldera Artadi"
44,"Our move date is set for Friday, 11/9/01.  At this time they will be moving the gas trading group to the 6th floor and the gas operations group to the 5th floor.  They will follow with the power groups on the following Friday, 11/16/01.

Assistants: Please be ready to submit a churn on this Friday 10/5/01 for your individual groups (I will let you know if this changes and once I am certain of the seat numbers for your groups, I will give them to you). I will also need to give you your mail stop locations at the new building, which I am working on now with the mailroom.  In the meantime, from now till we move, please start cleaning up your areas and your groups areas and discarding anything that isn't needed.  It has been requested that only 6 boxes per person be moved because space is limited.  So we need to decide what can be sent to archives.  I will send you some forms for this. Please come to me with any questions.

Deskheads:  Unless, there is any changes from the office of the chair, I will set up a meeting with each one of you on Thursday to make sure you have no changes to your seating.  Once the churn is submitted there can not be any changes other than new additions to the group or deletions from the group.  This is to prevent there being any mixups when installing equipment at the new building.



-Ina Rangel",,,
